QueryID,Tables,truecardinality_Estimate
134,MK T,3983
134,MI MK,12057
134,MI MK T,8714
135,MI T,807007
135,MK T,2
135,MI MK,183
135,MI MK T,55
136,MI T,2485546
136,MK T,39
136,MI MK,14008
136,MI MK T,571
137,MI T,23994
137,MK T,4
137,MI MK,106
137,MI MK T,3
138,MI T,574
138,MK T,58383
138,MI MK,742868
138,MI MK T,28815
139,MI T,6069974
139,MK T,2256860
139,MI MK,235420417
139,MI MK T,165076309
140,MI T,1959
140,MK T,22
140,MI MK,866
140,MI MK T,219
141,MI T,6636
141,MK T,1
141,MI MK,369960
141,MI MK T,1207
142,MI T,181972
142,MK T,2109413
142,MI MK,17878646
142,MI MK T,11770123
143,MI T,29
143,MK T,1
143,MI MK,1253
143,MI MK T,1
144,MI T,345
144,MK T,167472
144,MI MK,494036
144,MI MK T,27561
145,MI T,146854
145,MK T,32
145,MI MK,38
145,MI MK T,38
146,MI T,106213
146,MK T,46737
146,MI MK,70455
146,MI MK T,46338
147,MI T,1
147,MK T,481
147,MI MK,742868
147,MI MK T,227
148,MI T,461
148,MK T,65
148,MI MK,235420417
148,MI MK T,28600
149,MI T,841
149,MK T,57
149,MI MK,1623
149,MI MK T,55
150,MI T,2
150,MK T,1
150,MI MK,191
150,MI MK T,1
151,MI T,222
151,MK T,11
151,MI MK,309058
151,MI MK T,64
152,MI T,5
152,MK T,424
152,MI MK,10572607
152,MI MK T,250
153,MI T,51
153,MK T,1
153,MI MK,14824
153,MI MK T,5
154,MI T,4855
154,MK T,31
154,MI MK,9
154,MI MK T,4
155,MI T,20125
155,MK T,326
155,MI MK,2894
155,MI MK T,585
156,MI T,19295
156,MK T,379
156,MI MK,3084
156,MI MK T,567
157,MI T,6
157,MK T,16
157,MI MK,20772820
157,MI MK T,78
158,MI T,3379089
158,MK T,236
158,MI MK,72131
158,MI MK T,27816
159,MI T,2
159,MK T,1
159,MI MK,7
159,MI MK T,2
160,MI T,8173
160,MK T,91520
160,MI MK,13659933
160,MI MK T,854261
161,MI T,217660
161,MK T,1747674
161,MI MK,20772820
161,MI MK T,11838094
162,MI T,89866
162,MK T,281
162,MI MK,10496
162,MI MK T,4006
163,MI T,972
163,MK T,1595
163,MI MK,5192341
163,MI MK T,1670
164,MI T,248467
164,MK T,970
164,MI MK,5181
164,MI MK T,4791
165,MI T,705350
165,MK T,3528
165,MI MK,7326
165,MI MK T,4137
166,MI_IDX T,191611
166,MK T,251
166,MI_IDX MK,347
166,MI_IDX MK T,229
167,MI_IDX T,86769
167,MK T,1
167,MI_IDX MK,6
167,MI_IDX MK T,3
168,MI_IDX T,182614
168,MK T,2890
168,MI_IDX MK,3641
168,MI_IDX MK T,2802
169,MI_IDX T,1618
169,MK T,9290
169,MI_IDX MK,3461792
169,MI_IDX MK T,4054
170,MI_IDX T,309
170,MK T,1
170,MI_IDX MK,62
170,MI_IDX MK T,1
171,MI_IDX T,10011
171,MK T,2
171,MI_IDX MK,1477
171,MI_IDX MK T,6
172,MI_IDX T,5420
172,MK T,30399
172,MI_IDX MK,3461792
172,MI_IDX MK T,23796
173,MI_IDX T,4099
173,MK T,37773
173,MI_IDX MK,3461792
173,MI_IDX MK T,31478
174,MI_IDX T,1695
174,MK T,14
174,MI_IDX MK,22210
174,MI_IDX MK T,11
175,MI_IDX T,404305
175,MK T,22719
175,MI_IDX MK,73035
175,MI_IDX MK T,46701
176,MI_IDX T,53
176,MK T,88
176,MI_IDX MK,15
176,MI_IDX MK T,6
177,MI_IDX T,16623
177,MK T,65
177,MI_IDX MK,1790
177,MI_IDX MK T,60
178,MI_IDX T,33722
178,MK T,20
178,MI_IDX MK,113
178,MI_IDX MK T,18
179,MI_IDX T,8
179,MK T,217
179,MI_IDX MK,3461792
179,MI_IDX MK T,197
180,MI_IDX T,57
180,MK T,364
180,MI_IDX MK,3461792
180,MI_IDX MK T,317
181,MI_IDX T,3
181,MK T,76
181,MI_IDX MK,3461792
181,MI_IDX MK T,76
182,MI_IDX T,2718
182,MK T,4
182,MI_IDX MK,1035
182,MI_IDX MK T,12
183,MI_IDX T,3
183,MK T,1
183,MI_IDX MK,783
183,MI_IDX MK T,3
184,MI_IDX T,104100
184,MK T,1
184,MI_IDX MK,1
184,MI_IDX MK T,1
185,MI_IDX T,654
185,MK T,1
185,MI_IDX MK,297
185,MI_IDX MK T,1
186,MI_IDX T,3
186,MK T,1
186,MI_IDX MK,60
186,MI_IDX MK T,3
187,MI_IDX T,2631
187,MK T,4105
187,MI_IDX MK,10424626
187,MI_IDX MK T,8748
188,MI_IDX T,416027
188,MK T,12
188,MI_IDX MK,12
188,MI_IDX MK T,8
189,MI_IDX T,384075
189,MK T,4539
189,MI_IDX MK,4743
189,MI_IDX MK T,4009
190,MI_IDX T,13650
190,MK T,68
190,MI_IDX MK,742
190,MI_IDX MK T,62
191,MI_IDX T,1656
191,MK T,5
191,MI_IDX MK,374
191,MI_IDX MK T,4
192,MI_IDX T,86167
192,MK T,77
192,MI_IDX MK,132
192,MI_IDX MK T,62
193,MI_IDX T,253511
193,MK T,5337
193,MI_IDX MK,8427
193,MI_IDX MK T,4774
194,MI_IDX T,37049
194,MK T,12
194,MI_IDX MK,283
194,MI_IDX MK T,12
195,MI_IDX T,2859
195,MK T,1
195,MI_IDX MK,1511
195,MI_IDX MK T,3
196,MI_IDX T,709
196,MK T,3590
196,MI_IDX MK,3461792
196,MI_IDX MK T,2664
197,MI_IDX T,214540
197,MK T,39
197,MI_IDX MK,805
197,MI_IDX MK T,102
198,MI_IDX T,2661
198,MK T,4
198,MI_IDX MK,1125
198,MI_IDX MK T,6
199,MI_IDX T,110906
199,MK T,546
199,MI_IDX MK,1092
199,MI_IDX MK T,526
200,MI_IDX T,66995
200,MK T,160
200,MI_IDX MK,1586
200,MI_IDX MK T,131
201,MI_IDX T,99
201,MK T,1
201,MI_IDX MK,995
201,MI_IDX MK T,3
202,MI_IDX T,9
202,MK T,1
202,MI_IDX MK,75
202,MI_IDX MK T,3
203,MI_IDX T,71392
203,MK T,989172
203,MI_IDX MK,3461792
203,MI_IDX MK T,854464
204,MI_IDX T,6366
204,MK T,18
204,MI_IDX MK,6902
204,MI_IDX MK T,39
205,MI_IDX T,39
205,MK T,1
205,MI_IDX MK,2562
205,MI_IDX MK T,3
206,MI_IDX T,109567
206,MK T,458671
206,MI_IDX MK,3461792
206,MI_IDX MK T,264460
207,MI_IDX T,9038
207,MK T,66
207,MI_IDX MK,9152
207,MI_IDX MK T,193
208,MI_IDX T,17313
208,MK T,745
208,MI_IDX MK,8347
208,MI_IDX MK T,447
209,MI_IDX T,337023
209,MK T,7
209,MI_IDX MK,30
209,MI_IDX MK T,21
210,MI_IDX T,6
210,MK T,1
210,MI_IDX MK,13353
210,MI_IDX MK T,3
211,MI_IDX T,94205
211,MK T,47
211,MI_IDX MK,132
211,MI_IDX MK T,43
212,MI_IDX T,118472
212,MK T,1690264
212,MI_IDX MK,3461792
212,MI_IDX MK T,1500007
213,MI_IDX T,1244
213,MK T,3914
213,MI_IDX MK,3461792
213,MI_IDX MK T,3365
214,MI_IDX T,24660
214,MK T,91604
214,MI_IDX MK,3461792
214,MI_IDX MK T,65912
215,MI_IDX T,1
215,MK T,1
215,MI_IDX MK,97
215,MI_IDX MK T,1
216,MI_IDX T,51616
216,MK T,5
216,MI_IDX MK,13
216,MI_IDX MK T,5
217,MI_IDX T,12573
217,MK T,5
217,MI_IDX MK,96
217,MI_IDX MK T,4
218,MI_IDX T,67944
218,MK T,186
218,MI_IDX MK,546
218,MI_IDX MK T,184
219,MI_IDX T,645
219,MK T,1
219,MI_IDX MK,49
219,MI_IDX MK T,1
220,MI_IDX T,7
220,MK T,1
220,MI_IDX MK,698
220,MI_IDX MK T,1
221,MI T,8743
221,MC T,70113
221,MC MI,561709
221,MC MI T,38679
222,MI T,464788
222,MC T,1181015
222,MC MI,3940494
222,MC MI T,3819244
223,MI T,9529
223,MC T,51013
223,MC MI,5036621
223,MC MI T,164618
224,MI T,777
224,MC T,70
224,MC MI,47903401
224,MC MI T,5476
225,MI T,291
225,MC T,73119
225,MC MI,99854
225,MC MI T,3862
226,MI T,944779
226,MC T,553714
226,MC MI,1981304
226,MC MI T,1290161
227,MI T,28
227,MC T,30
227,MC MI,5036621
227,MC MI T,840
228,MI T,2
228,MC T,105
228,MC MI,107480
228,MC MI T,60
229,MI T,150378
229,MC T,406791
229,MC MI,2008719
229,MC MI T,459123
230,MI T,1
230,MC T,1
230,MC MI,3359730
230,MC MI T,1
231,MI T,57067
231,MC T,97994
231,MC MI,10905021
231,MC MI T,185404
232,MI T,2304534
232,MC T,169513
232,MC MI,19468013
232,MC MI T,4093857
233,MI T,4687
233,MC T,66977
233,MC MI,5036621
233,MC MI T,32826
234,MI T,42
234,MC T,46
234,MC MI,2348693
234,MC MI T,1512
235,MI T,20
235,MC T,18
235,MC MI,3940494
235,MC MI T,360
236,MI T,722
236,MC T,10959
236,MC MI,119684
236,MC MI T,3820
237,MI T,38932
237,MC T,14266
237,MC MI,7661951
237,MC MI T,211104
238,MI T,42
238,MC T,41
238,MC MI,3359730
238,MC MI T,1230
239,MI T,7264648
239,MC T,553714
239,MC MI,19468013
239,MC MI T,12032087
240,MI T,1
240,MC T,5
240,MC MI,2621452
240,MC MI T,2
241,MI T,874
241,MC T,8601
241,MC MI,5220678
241,MC MI T,5805
242,MI T,75690
242,MC T,226289
242,MC MI,3940494
242,MC MI T,500819
243,MI T,84096
243,MC T,172569
243,MC MI,2560544
243,MC MI T,181760
244,MI T,59282
244,MC T,242799
244,MC MI,2621452
244,MC MI T,1253083
245,MI T,4060256
245,MC T,324395
245,MC MI,47903401
245,MC MI T,19155456
246,MI T,11057
246,MC T,5409
246,MC MI,10905021
246,MC MI T,6671
247,MI T,4167867
247,MC T,336569
247,MC MI,47903401
247,MC MI T,20791964
248,MI T,4461
248,MC T,5459
248,MC MI,3940494
248,MC MI T,50106
249,MI T,22731
249,MC T,267976
249,MC MI,434229
249,MC MI T,89274
250,MI T,3643
250,MC T,153209
250,MC MI,724823
250,MC MI T,52484
251,MI T,110
251,MC T,22
251,MC MI,19468013
251,MC MI T,295
252,MI T,1483641
252,MC T,118991
252,MC MI,47903401
252,MC MI T,6835697
253,MI T,110
253,MC T,87
253,MC MI,3243070
253,MC MI T,118
254,MI T,18801
254,MC T,7365
254,MC MI,7661951
254,MC MI T,62370
255,MI T,3978099
255,MC T,257372
255,MC MI,47903401
255,MC MI T,21619637
256,MI T,2350
256,MC T,8054
256,MC MI,1260550
256,MC MI T,1858
257,MI T,43827
257,MC T,192113
257,MC MI,3031463
257,MC MI T,110469
258,MI T,4644
258,MC T,8584
258,MC MI,3400088
258,MC MI T,14072
259,MI T,50657
259,MC T,20871
259,MC MI,7661951
259,MC MI T,354654
260,MI T,20334
260,MC T,19825
260,MC MI,10905021
260,MC MI T,239635
261,MI T,85618
261,MC T,78201
261,MC MI,7661951
261,MC MI T,108747
262,MI T,33960
262,MC T,5161
262,MC MI,67371414
262,MC MI T,444310
263,MI T,309465
263,MC T,371817
263,MC MI,3239374
263,MC MI T,1471264
264,MI T,650793
264,MC T,109405
264,MC MI,67371414
264,MC MI T,4077027
265,MI T,32
265,MC T,10
265,MC MI,7661951
265,MC MI T,45
266,MI T,19333
266,MC T,7153
266,MC MI,1528236
266,MC MI T,12792
267,MI T,150
267,MC T,208
267,MC MI,3359730
267,MC MI T,5456
268,MI T,109
268,MC T,60
268,MC MI,7661951
268,MC MI T,2168
269,MI T,51
269,MC T,2996
269,MC MI,98887
269,MC MI T,910
270,MI T,9
270,MC T,69
270,MC MI,13513
270,MC MI T,19
271,MI T,42937
271,MC T,160307
271,MC MI,1260550
271,MC MI T,147596
272,MI T,2598012
272,MC T,453832
272,MC MI,67371414
272,MC MI T,12692472
273,MI T,316
273,MC T,23
273,MC MI,47903401
273,MC MI T,6191
274,MI T,42209
274,MC T,53853
274,MC MI,2560544
274,MC MI T,59795
275,MI T,1463713
275,MC T,144420
275,MC MI,47903401
275,MC MI T,2972716
276,MK T,29
276,CI T,87082
276,CI MK,90416
276,CI MK T,2199
277,MK T,250907
277,CI T,27354
277,CI MK,12345039
277,CI MK T,439305
278,MK T,23
278,CI T,500909
278,CI MK,32041
278,CI MK T,1086
279,MK T,10
279,CI T,1693174
279,CI MK,56
279,CI MK T,27
280,MK T,81
280,CI T,1600
280,CI MK,71
280,CI MK T,25
281,MK T,55
281,CI T,214072
281,CI MK,1193
281,CI MK T,534
282,MK T,2
282,CI T,1328
282,CI MK,29207
282,CI MK T,46
283,MK T,350
283,CI T,262
283,CI MK,15790390
283,CI MK T,1975
284,MK T,1
284,CI T,30
284,CI MK,356
284,CI MK T,6
285,MK T,76528
285,CI T,347707
285,CI MK,63487557
285,CI MK T,639867
286,MK T,1
286,CI T,81
286,CI MK,5633
286,CI MK T,4
287,MK T,1
287,CI T,12152
287,CI MK,19
287,CI MK T,4
288,MK T,1
288,CI T,5
288,CI MK,6652
288,CI MK T,5
289,MK T,2753940
289,CI T,1451092
289,CI MK,26236258
289,CI MK T,18104361
290,MK T,5
290,CI T,2964090
290,CI MK,2153
290,CI MK T,590
291,MK T,1
291,CI T,225
291,CI MK,5948
291,CI MK T,122
292,MK T,45
292,CI T,1941366
292,CI MK,26164
292,CI MK T,6339
293,MK T,1
293,CI T,15543
293,CI MK,308
293,CI MK T,23
294,MK T,1
294,CI T,20280
294,CI MK,520
294,CI MK T,77
295,MK T,86
295,CI T,5
295,CI MK,219297
295,CI MK T,4
296,MK T,21
296,CI T,1262
296,CI MK,1039
296,CI MK T,14
297,MK T,171743
297,CI T,22564
297,CI MK,23367721
297,CI MK T,782663
298,MK T,1
298,CI T,106
298,CI MK,7377
298,CI MK T,4
299,MK T,520832
299,CI T,168238
299,CI MK,38772449
299,CI MK T,6795326
300,MK T,167
300,CI T,1357075
300,CI MK,1303
300,CI MK T,1136
301,MK T,241
301,CI T,2931044
301,CI MK,1253
301,CI MK T,1251
302,MK T,178
302,CI T,957983
302,CI MK,13082
302,CI MK T,2526
303,MK T,43
303,CI T,1559771
303,CI MK,130623
303,CI MK T,1515
304,MK T,165
304,CI T,954724
304,CI MK,3835
304,CI MK T,1438
305,MK T,6090
305,CI T,64425
305,CI MK,78775652
305,CI MK T,59357
306,MK T,191
306,CI T,851673
306,CI MK,8908
306,CI MK T,3271
307,MK T,2590382
307,CI T,578669
307,CI MK,4525370
307,CI MK T,2800839
308,MK T,15
308,CI T,6697650
308,CI MK,2256
308,CI MK T,567
309,MK T,1
309,CI T,90
309,CI MK,3
309,CI MK T,2
310,MK T,128
310,CI T,189016
310,CI MK,313466
310,CI MK T,10383
311,MK T,751978
311,CI T,903108
311,CI MK,52277011
311,CI MK T,9134437
312,MK T,1
312,CI T,527
312,CI MK,2851
312,CI MK T,38
313,MK T,1
313,CI T,3
313,CI MK,49168
313,CI MK T,3
314,MK T,105011
314,CI T,143313
314,CI MK,78775652
314,CI MK T,1845302
315,MK T,259856
315,CI T,101591
315,CI MK,25417030
315,CI MK T,658076
316,MK T,82
316,CI T,452051
316,CI MK,314946
316,CI MK T,8740
317,MK T,3
317,CI T,14852
317,CI MK,1753
317,CI MK T,102
318,MK T,212
318,CI T,2461351
318,CI MK,17089
318,CI MK T,4341
319,MK T,1825104
319,CI T,19297
319,CI MK,990811
319,CI MK T,454987
320,MK T,6395
320,CI T,62
320,CI MK,1133914
320,CI MK T,1915
321,MK T,33239
321,CI T,43601
321,CI MK,6777981
321,CI MK T,64219
322,MK T,326949
322,CI T,951241
322,CI MK,215765477
322,CI MK T,11267677
323,MK T,1
323,CI T,5
323,CI MK,22
323,CI MK T,1
324,MK T,2858403
324,CI T,1382572
324,CI MK,8871737
324,CI MK T,5561348
325,MK T,185
325,CI T,13232
325,CI MK,125675
325,CI MK T,1230
326,MK T,71
326,CI T,114515
326,CI MK,40222
326,CI MK T,1137
327,MK T,1998516
327,CI T,2669732
327,CI MK,78775652
327,CI MK T,43091912
328,MK T,25
328,CI T,69968
328,CI MK,85
328,CI MK T,23
329,MK T,49
329,CI T,23256
329,CI MK,2472
329,CI MK T,39
330,MK T,248
330,CI T,313292
330,CI MK,12426
330,CI MK T,677
331,CI T,570565
332,CI T,13899
333,CI T,1417
334,CI T,1119
335,CI T,1
336,CI T,1194786
337,CI T,5454544
338,CI T,509582
