QueryID,Tables,factorjoin_Estimate
136,T MI MK,810820800.0
137,MK MI,56300.0
137,T MI,583300.0
137,T MK,100.0
137,T MI MK,31696900.0
138,MK MI,589200.0
138,T MI,7300.0
138,T MK,101982.0
138,T MI MK,858924900.0
139,MK MI,247968681.0
139,T MI,13688254.0
139,T MK,2522127.0
139,T MI MK,15535740978151.0
140,MK MI,91900.0
140,T MI,408000.0
140,T MK,1.0
140,T MI MK,10.0
141,MK MI,3270700.0
141,T MI,48086.4087580963
141,T MK,153.10851667041092
141,T MI MK,4558084397.881828
142,MK MI,17933000.0
142,T MI,337800.0
142,T MK,2334282.0
142,T MI MK,1061904248300.0
143,MK MI,270500.0
143,T MI,56300.0
143,T MK,100.0
143,T MI MK,31696900.0
144,MK MI,541500.0
144,T MI,2700.0
144,T MK,201925.0
144,T MI MK,866407800.0
145,MK MI,54800.0
145,T MI,129500.0
145,T MK,100.0
145,T MI MK,810820800.0
146,MK MI,4459200.0
146,T MI,1183400.0
146,T MK,67400.0
146,T MI MK,67279604700.0
147,MK MI,589200.0
147,T MI,6296.021693525166
147,T MK,272.2976040931657
147,T MI MK,667850735.3880376
148,MK MI,247968681.0
148,T MI,48086.4087580963
148,T MK,272.2976040931657
148,T MI MK,9667850138.897692
149,MK MI,341800.0
149,T MI,14500.0
149,T MK,600.0
149,T MI MK,1373268100.0
150,MK MI,55900.0
150,T MI,47831.84326143292
150,T MK,3.264075003401479
150,T MI MK,44206964.03774534
151,MK MI,6717600.0
151,T MI,48086.4087580963
151,T MK,164.64427649752088
151,T MI MK,5650685750.2831135
152,MK MI,11175200.0
152,T MI,14579.059150927576
152,T MK,272.2976040931657
152,T MI MK,6768204057.103554
153,MK MI,2322700.0
153,T MI,48058.81932293166
153,T MK,204.4531687544892
153,T MI MK,4016722010.59533
154,MK MI,29814.82993768692
154,T MI,16500.0
154,T MK,91.12075120525738
154,T MI MK,59973872.06228584
155,MK MI,674200.0
155,T MI,86000.0
155,T MK,1200.0
155,T MI MK,31171898900.0
156,MK MI,1985600.0
156,T MI,382900.0
156,T MK,1500.0
156,T MI MK,58579727200.0
157,MK MI,21228300.0
157,T MI,48077.24145595955
157,T MK,272.2976040931657
157,T MI MK,8794136718.372969
158,MK MI,564800.0
158,T MI,13469423.0
158,T MK,600.0
158,T MI MK,12111130600.0
159,MK MI,37245.49513365592
159,T MI,7923.584826556216
159,T MK,44.83045622656947
159,T MI MK,58082612.55249806
160,MK MI,13611900.0
160,T MI,61600.0
160,T MK,105750.0
160,T MI MK,139078165500.0
161,MK MI,21228300.0
161,T MI,465200.0
161,T MK,2046194.0
161,T MI MK,1304646846900.0
162,MK MI,784400.0
162,T MI,505600.0
162,T MK,800.0
162,T MI MK,21629147100.0
163,MK MI,6654900.0
163,T MI,820900.0
163,T MK,3100.0
163,T MI MK,3620064700.0
164,MK MI,662500.0
164,T MI,347900.0
164,T MK,800.0
164,T MI MK,19620832700.0
165,MK MI,3537600.0
165,T MI,1208499.9999999998
165,T MK,7800.0
165,T MI MK,86359339500.0
166,MK MI_IDX,1300.0
166,T MI_IDX,461900.0
166,T MK,300.0
166,T MI_IDX MK,242200.0
167,MK MI_IDX,446.2641994902662
167,T MI_IDX,489600.0
167,T MK,66.63398858956702
167,T MI_IDX MK,5300.9001647050245
168,MK MI_IDX,17000.0
168,T MI_IDX,454900.0
168,T MK,3800.0
168,T MI_IDX MK,4085400.0
169,MK MI_IDX,3992480.0
169,T MI_IDX,47300.0
169,T MK,29600.0
169,T MI_IDX MK,13775600.0
170,MK MI_IDX,403.88202293138926
170,T MI_IDX,5700.0
170,T MK,28.035800730780537
170,T MI_IDX MK,2331.6901013057227
171,MK MI_IDX,5100.0
171,T MI_IDX,28300.0
171,T MK,1000.0
171,T MI_IDX MK,258400.0
172,MK MI_IDX,4015808.0
172,T MI_IDX,50000.0
172,T MK,32000.0
172,T MI_IDX MK,10252700.0
173,MK MI_IDX,4010496.0
173,T MI_IDX,45200.0
173,T MK,36500.0
173,T MI_IDX MK,12414200.0
174,MK MI_IDX,287500.0
174,T MI_IDX,25400.0
174,T MK,9600.0
174,T MI_IDX MK,1019400.0
175,MK MI_IDX,151500.0
175,T MI_IDX,1188778.0
175,T MK,34600.0
175,T MI_IDX MK,11210800.0
176,MK MI_IDX,500.0
176,T MI_IDX,100.0
176,T MK,400.0
176,T MI_IDX MK,135000.0
177,MK MI_IDX,11000.0
177,T MI_IDX,147900.0
177,T MK,1600.0
177,T MI_IDX MK,240900.0
178,MK MI_IDX,900.0
178,T MI_IDX,354500.0
178,T MK,200.0
178,T MI_IDX MK,114100.0
179,MK MI_IDX,4015808.0
179,T MI_IDX,400.0
179,T MK,100.0
179,T MI_IDX MK,1600.0
180,MK MI_IDX,4015808.0
180,T MI_IDX,342.1729201142896
180,T MK,272.2976040931657
180,T MI_IDX MK,182312.97589063377
181,MK MI_IDX,4010496.0
181,T MI_IDX,342.25554441065816
181,T MK,272.2976040931657
181,T MI_IDX MK,190494.3526748281
182,MK MI_IDX,2900.0
182,T MI_IDX,9900.0
182,T MK,500.0
182,T MI_IDX MK,46400.0
183,MK MI_IDX,400.0
183,T MI_IDX,342.4881501966529
183,T MK,73.88221865022987
183,T MI_IDX MK,1182.115498403678
184,MK MI_IDX,403.88202293138926
184,T MI_IDX,450800.0
184,T MK,91.604003598641
184,T MI_IDX MK,6017.821520511536
185,MK MI_IDX,1400.0
185,T MI_IDX,8900.0
185,T MK,200.0
185,T MI_IDX MK,43300.0
186,MK MI_IDX,446.2641994902662
186,T MI_IDX,342.4881501966529
186,T MK,44.83045622656947
186,T MI_IDX MK,3799.695253435744
187,MK MI_IDX,12219669.0
187,T MI_IDX,18500.0
187,T MK,10200.0
187,T MI_IDX MK,1593300.0
188,MK MI_IDX,403.88202293138926
188,T MI_IDX,454900.0
188,T MK,94.42095699977672
188,T MI_IDX MK,6033.509419215288
189,MK MI_IDX,20100.0
189,T MI_IDX,454600.0
189,T MK,4500.0
189,T MI_IDX MK,4289099.999999999
190,MK MI_IDX,4800.0
190,T MI_IDX,340500.0
190,T MK,900.0
190,T MI_IDX MK,262700.0
191,MK MI_IDX,4200.0
191,T MI_IDX,26200.0
191,T MK,600.0
191,T MI_IDX MK,190700.0
192,MK MI_IDX,400.0
192,T MI_IDX,450000.0
192,T MK,100.0
192,T MI_IDX MK,1600.0
193,MK MI_IDX,43700.0
193,T MI_IDX,454300.0
193,T MK,9900.0
193,T MI_IDX MK,5437800.0
194,MK MI_IDX,1000.0
194,T MI_IDX,367500.0
194,T MK,100.0
194,T MI_IDX MK,145000.0
195,MK MI_IDX,2500.0
195,T MI_IDX,8500.0
195,T MK,100.0
195,T MI_IDX MK,22500.0
196,MK MI_IDX,4010496.0
196,T MI_IDX,3300.0
196,T MK,4000.0
196,T MI_IDX MK,751300.0
197,MK MI_IDX,900.0
197,T MI_IDX,1040482.0
197,T MK,200.0
197,T MI_IDX MK,51300.0
198,MK MI_IDX,2700.0
198,T MI_IDX,8700.0
198,T MK,1.0
198,T MI_IDX MK,10.0
199,MK MI_IDX,5200.0
199,T MI_IDX,452700.0
199,T MK,1100.0
199,T MI_IDX MK,1129500.0
200,MK MI_IDX,12800.0
200,T MI_IDX,451900.0
200,T MK,2800.0
200,T MI_IDX MK,900800.0
201,MK MI_IDX,2200.0
201,T MI_IDX,342.4881501966529
201,T MK,106.82368315302858
201,T MI_IDX MK,18519.10535566813
202,MK MI_IDX,446.2641994902662
202,T MI_IDX,400.0
202,T MK,19.02567015846841
202,T MI_IDX MK,304.4107225354946
203,MK MI_IDX,4015808.0
203,T MI_IDX,451800.0
203,T MK,1105717.0
203,T MI_IDX MK,468896300.0
204,MK MI_IDX,14900.0
204,T MI_IDX,74100.0
204,T MK,1500.0
204,T MI_IDX MK,540900.0
205,MK MI_IDX,7600.0
205,T MI_IDX,342.4881501966529
205,T MK,176.78597419938677
205,T MI_IDX MK,38162.342978240034
206,MK MI_IDX,4010496.0
206,T MI_IDX,432500.0
206,T MK,1447800.0
206,T MI_IDX MK,201483500.0
207,MK MI_IDX,13200.0
207,T MI_IDX,76600.0
207,T MK,1300.0
207,T MI_IDX MK,695800.0
208,MK MI_IDX,65200.0
208,T MI_IDX,187200.0
208,T MK,14600.0
208,T MI_IDX MK,2676200.0
209,MK MI_IDX,446.2641994902662
209,T MI_IDX,1145012.0
209,T MK,73.44477036558922
209,T MI_IDX MK,5748.409680656017
210,MK MI_IDX,15800.0
210,T MI_IDX,342.4881501966529
210,T MK,153.10851667041092
210,T MI_IDX MK,79843.90233483842
211,MK MI_IDX,403.88202293138926
211,T MI_IDX,450600.0
211,T MK,91.07587871607208
211,T MI_IDX MK,6014.790564299242
212,MK MI_IDX,4010496.0
212,T MI_IDX,450600.0
212,T MK,1865654.0
212,T MI_IDX MK,709231200.0
213,MK MI_IDX,4010496.0
213,T MI_IDX,13100.0
213,T MK,8600.0
213,T MI_IDX MK,2178200.0
214,MK MI_IDX,4015808.0
214,T MI_IDX,345200.0
214,T MK,274900.0
214,T MI_IDX MK,82885400.0
215,MK MI_IDX,900.0
215,T MI_IDX,342.25554441065816
215,T MK,14.695575546056023
215,T MI_IDX MK,9982.521144542286
216,MK MI_IDX,412.5656453570236
216,T MI_IDX,410900.0
216,T MK,85.35857097700452
216,T MI_IDX MK,5964.567421291161
217,MK MI_IDX,500.0
217,T MI_IDX,199100.0
217,T MK,100.0
217,T MI_IDX MK,135000.0
218,MK MI_IDX,3400.0
218,T MI_IDX,443000.0
218,T MK,600.0
218,T MI_IDX MK,715000.0
219,MK MI_IDX,500.0
219,T MI_IDX,12400.0
219,T MK,1.0
219,T MI_IDX MK,10.0
220,MK MI_IDX,4300.0
220,T MI_IDX,342.1729201142896
220,T MK,105.93569939153078
220,T MI_IDX MK,24520.9417192182
221,MI MC,8839100.0
221,T MC,1233400.0
221,T MI,61300.0
221,T MC MI,181934549200.0
222,MI MC,31077600.0
222,T MC,1234200.0
222,T MI,473700.0
222,T MC MI,1403720197200.0
223,MI MC,31082200.0
223,T MC,1926059.0
223,T MI,323500.0
223,T MC MI,883429655100.0
224,MI MC,667332497.0
224,T MC,6000.0
224,T MI,56300.0
224,T MC MI,114108840000.0
225,MI MC,313400.0
225,T MC,1010600.0
225,T MI,1700.0
225,T MC MI,1078530000.0
226,MI MC,84830000.0
226,T MC,1270800.0
226,T MI,1345300.0
226,T MC MI,3241653756000.0
227,MI MC,31082200.0
227,T MC,5174.229050844991
227,T MI,48077.24145595955
227,T MC MI,113026004726.48932
228,MI MC,517100.0
228,T MC,6000.0
228,T MI,400.0
228,T MC MI,576000000.0
229,MI MC,40419500.0
229,T MC,1199500.0
229,T MI,618000.0
229,T MC MI,1565835131200.0
230,MI MC,23087900.0
230,T MC,5174.196301722255
230,T MI,48076.25906138166
230,T MC MI,112961657065.00104
231,MI MC,165855700.0
231,T MC,2056072.0
231,T MI,2434000.0
231,T MC MI,5767652726100.0
232,MI MC,731467719.0
232,T MC,1265300.0
232,T MI,13519814.0
232,T MC MI,28703597553939.0
233,MI MC,31082200.0
233,T MC,1879587.0
233,T MI,346400.0
233,T MC MI,953038727600.0
234,MI MC,6783800.0
234,T MC,5174.229050844991
234,T MI,14579.059150927576
234,T MC MI,44107498527.27065
235,MI MC,31077600.0
235,T MC,6000.0
235,T MI,56300.0
235,T MC MI,114108840000.0
236,MI MC,1952400.0
236,T MC,534800.0
236,T MI,13200.0
236,T MC MI,33944818000.0
237,MI MC,165832700.0
237,T MC,887500.0
237,T MI,2301900.0
237,T MC MI,5265476700399.999
238,MI MC,23087900.0
238,T MC,5174.196301722255
238,T MI,48076.25906138166
238,T MC MI,112961657065.00104
239,MI MC,731467719.0
239,T MC,1270800.0
239,T MI,13769531.0
239,T MC MI,28907857253339.0
240,MI MC,11385200.0
240,T MC,5174.196301722255
240,T MI,36774.3225915156
240,T MC MI,90075473604.25629
241,MI MC,84886700.0
241,T MC,237300.0
241,T MI,1150600.0
241,T MC MI,2689988498000.0
242,MI MC,31077600.0
242,T MC,1174400.0
242,T MI,435200.0
242,T MC MI,1286750505300.0
243,MI MC,76376300.0
243,T MC,2245768.0
243,T MI,1199100.0
243,T MC MI,2736173025900.0
244,MI MC,11385200.0
244,T MC,1217500.0
244,T MI,153500.0
244,T MC MI,525940229400.0
245,MI MC,667332497.0
245,T MC,1208600.0
245,T MI,13527442.0
245,T MC MI,26920102610338.0
246,MI MC,165855700.0
246,T MC,487200.0
246,T MI,2285100.0
246,T MC MI,5236756898800.0
247,MI MC,667332497.0
247,T MC,1225200.0
247,T MI,13648328.0
247,T MC MI,27251350326060.0
248,MI MC,31077600.0
248,T MC,239100.0
248,T MI,294500.0
