QueryID,Tables,mssql_Estimate
27,P V,582.491
27,C P U,579128.0
27,C U V,1450.94
27,P U V,607.837
27,C P V,5534.87
27,C P U V,7041.38
28,P V,292250.0
28,P U,79750.5
28,B P,285369.0
28,B U,68812.2
28,P U V,255473.0
28,B P V,914154.0
28,B P U,286466.0
28,B P U V,917668.0
29,P V,34230.0
29,P U,7509.48
29,B P,27525.5
29,B U,65050.6
29,P U V,28745.2
29,B P V,105364.0
29,B P U,26544.1
29,B P U V,101607.0
30,U V,32561.6
30,P U,33261.2
30,B U,68812.2
30,P V,60570.9
30,B V,110754.0
30,B P,119018.0
30,P U V,42835.9
30,B U V,116962.0
30,B P U,119475.0
30,B P V,188483.0
30,B P U V,153901.0
31,U V,31208.8
31,P U,36147.2
31,B U,62326.9
31,P V,67540.0
31,B V,102927.0
31,B P,125414.0
31,P U V,46164.8
31,B U V,72019.6
31,B P U,121680.0
31,B P V,196958.0
31,B P U V,155435.0
32,U V,31853.1
32,PH U,218502.0
32,PH V,452153.0
32,C V,429897.0
32,C PH,1908220.0
32,PH U V,276775.0
32,C U V,473065.0
32,C PH U,2107150.0
32,C PH V,4833930.0
32,C PH U V,4111390.0
33,U V,131.058
33,PH U,188218.0
33,PH V,2693.95
33,C V,2313.93
33,C PH,2150350.0
33,PH U V,1964.31
33,C U V,1963.88
33,C PH U,1831400.0
33,C PH V,29059.4
33,C PH U V,29409.9
34,C U,22977.9
34,U V,32457.7
34,B U,68592.7
34,C V,62595.2
34,B C,78203.0
34,B V,110754.0
34,C U V,69663.7
34,B C U,82543.0
34,B U V,116589.0
34,B C V,199366.0
34,B C U V,250269.0
35,C U,116190.0
35,U V,161.713
35,B U,64209.1
35,C V,1799.66
35,B C,422438.0
35,B V,589.477
35,C U V,1875.24
35,B C U,417386.0
35,B U V,580.881
35,B C V,5731.91
35,B C U V,6737.72
36,C U,120694.0
36,U V,166.785
36,B U,66697.9
36,C V,1786.84
36,B C,422438.0
36,B V,585.279
36,C U V,1934.06
36,B C U,433565.0
36,B U V,599.099
36,B C V,5691.09
36,B C U V,6949.04
37,C PL,36227.3
37,PH PL,33370.3
37,C PH,523919.0
37,C V,744212.0
37,PH V,986072.0
37,C PH PL,108889.0
37,C PL V,154667.0
37,PH PL V,142470.0
37,C PH V,2236910.0
37,C PH PL V,464898.0
38,C U,123434.0
38,PH U,35019.9
38,B U,68066.7
38,C PH,233265.0
38,B C,414219.0
38,B PH,123500.0
38,C PH U,168735.0
38,B C U,299632.0
38,B PH U,89342.2
38,B C PH,734760.0
38,B C PH U,689500.0
39,C U,118667.0
39,PH U,52624.5
39,B U,65662.8
39,C PH,370091.0
39,B C,421893.0
39,B PH,196615.0
39,C PH U,395739.0
39,B C U,426285.0
39,B PH U,189030.0
39,B C PH,1178340.0
39,B C PH U,1421880.0
40,P PL,9347.21
40,P U,75270.1
40,B P,277243.0
40,B U,66850.1
40,P PL U,7937.96
40,B P PL,29237.9
40,B P U,270372.0
40,B P PL U,28513.4
41,P PL,7479.07
41,P U,3026.91
41,B P,11800.5
41,B U,62680.8
41,P PL U,5978.05
41,B P PL,10737.0
41,B P U,10831.4
41,B P PL U,10737.0
42,P PH,114284.0
42,P U,37292.5
42,P V,163595.0
42,PH V,1081420.0
42,P PH U,99902.8
42,P PH V,454171.0
42,P U V,143008.0
42,P PH U V,397018.0
43,P U,79840.5
43,PH U,34856.3
43,P PH,295569.0
43,B P,287675.0
43,B PH,125132.0
43,P PH U,169600.0
43,B P U,286790.0
43,B PH U,125206.0
43,B P PH,511625.0
43,B P PH U,608648.0
44,P U,6137.36
44,PH U,234294.0
44,P PH,159224.0
44,B P,22579.6
44,B PH,858824.0
44,P PH U,89478.9
44,B P U,22045.6
44,B PH U,841599.0
44,B P PH,275614.0
44,B P PH U,321117.0
45,PH U,3117.96
45,U V,5392.76
45,B U,2495.44
45,PH V,154211.0
45,B PH,265105.0
45,B V,109699.0
45,PH U V,6144.52
45,B PH U,9779.99
45,B U V,4242.27
45,B PH V,417455.0
45,B PH U V,19274.8
46,C P,30049.1
46,P PL,958.675
46,P PH,29170.8
46,P V,42530.8
46,C PL,32432.8
46,C PH,560067.0
46,C V,738855.0
46,PH PL,32247.4
46,PL V,42559.1
46,PH V,1056720.0
46,C P PL,3137.14
46,C P PH,56809.8
46,C P V,94925.8
46,P PH PL,3120.67
46,P PL V,4357.94
46,P PH V,115651.0
46,C PH PL,104719.0
46,C PL V,138188.0
46,C PH V,2385570.0
46,PH PL V,137408.0
46,C P PH PL,10212.0
46,C P PL V,14258.8
46,C P PH V,258127.0
46,P PH PL V,14185.1
46,C PH PL V,446163.0
46,C P PH PL V,46412.8
47,C U,160908.0
47,P U,6058.01
47,C P,53092.9
47,C PH,304762.0
47,P PH,22272.1
47,P V,44.2644
47,PH V,289.274
47,C P U,59286.7
47,C PH U,341513.0
47,P PH U,12868.6
47,P U V,48.1797
47,C P PH,94447.5
47,C P V,543.593
47,C PH V,3120.37
47,P PH V,729.452
47,C P PH U,125831.0
47,C P U V,721.333
47,C PH U V,4155.14
47,P PH U V,102.633
47,C P PH V,966.706
47,C P PH U V,1530.97
48,B U,53802.4
48,PH U,295.644
48,B PH,1348.08
48,B V,110754.0
48,PH V,776.709
48,C PH,3274.81
48,C V,435811.0
48,B PH U,1061.97
48,B U V,91449.7
48,PH U V,582.621
48,C PH U,2869.25
48,B PH V,2122.97
48,B C PH,10426.8
48,B C V,1388060.0
48,C PH V,8341.7
48,B PH U V,2091.03
48,B C PH U,10309.2
48,B C U V,1366740.0
48,C PH U V,8700.57
48,B C PH V,26581.9
48,B C PH U V,31261.1
49,C U,22596.8
49,P U,77775.0
49,C P,99871.4
49,C V,251.479
49,P V,580.466
49,B P,278065.0
49,B V,434.688
49,C P U,109157.0
49,C U V,274.932
49,P U V,618.55
49,B P U,273294.0
49,C P V,1022.53
49,B C P,311048.0
49,B C V,783.606
49,B P V,1768.44
49,C P U V,1328.4
49,B C P U,383603.0
49,B C U V,966.278
49,B P U V,2171.37
49,B C P V,3183.86
49,B C P U V,4668.23
50,C U,20517.5
50,P U,5441.55
50,C P,7695.66
50,C V,62676.2
50,P V,11147.6
50,B P,21904.4
50,B V,110754.0
50,C P U,7638.93
50,C U V,62204.4
50,P U V,10785.9
50,B P U,19546.2
50,C P V,19602.7
50,B C P,24502.6
50,B C V,199624.0
50,B P V,34689.0
50,C P U V,23163.9
50,B C P U,27446.5
50,B C U V,223471.0
50,B P U V,38709.7
50,B C P V,62467.4
50,B C P U V,83227.7
51,C U,157872.0
51,P U,36848.3
51,PH U,74132.2
51,B U,65803.9
51,C P,324953.0
51,C PH,647706.0
51,B C,525273.0
51,P PH,293452.0
51,B P,129314.0
51,B PH,259205.0
51,C P U,358309.0
51,C PH U,716705.0
51,B C U,549327.0
51,P PH U,167427.0
51,B P U,128182.0
51,B PH U,257882.0
51,C P PH,1235500.0
51,B C P,1002110.0
51,B C PH,1997450.0
51,B P PH,492102.0
51,C P PH U,1626650.0
51,B C P U,1246760.0
51,B C PH U,2493830.0
51,B P PH U,581883.0
51,B C P PH,3810090.0
51,B C P PH U,5659340.0
52,C U,152077.0
52,P U,3985.63
52,PH U,234057.0
52,B U,63868.6
52,C P,36958.7
52,C PH,2150350.0
52,B C,536089.0
52,P PH,109393.0
52,B P,14819.0
52,B PH,867063.0
52,C P U,39005.4
52,C PH U,2277420.0
52,B C U,536604.0
52,P PH U,59737.7
52,B P U,14059.6
52,B PH U,825701.0
52,C P PH,463533.0
52,B C P,115578.0
52,B C PH,6724670.0
52,B P PH,186025.0
52,C P PH U,584123.0
52,B C P U,137631.0
52,B C PH U,8034860.0
52,B P PH U,210536.0
52,B C P PH,1449570.0
52,B C P PH U,2060820.0
53,P PL,4933.49
53,C P,115861.0
53,P U,37519.8
53,B P,134256.0
53,C PL,36001.1
53,B U,68812.2
53,C P PL,27754.0
53,P PL U,4312.66
53,B P PL,15431.9
53,C P U,101281.0
53,B C P,362410.0
53,B P U,134772.0
53,C P PL U,24261.4
53,B C P PL,86814.1
53,B P PL U,15491.2
53,B C P U,363803.0
53,B C P PL U,87147.8
54,P PL,567.395
54,C P,14940.9
54,P U,4569.94
54,B P,17206.9
54,C PL,32505.4
54,B U,65395.5
54,C P PL,1865.29
54,P PL U,471.366
54,B P PL,1774.8
54,C P U,12412.3
54,B C P,46735.1
54,B P U,16415.3
54,C P PL U,1549.6
54,B C P PL,5834.59
54,B P PL U,1693.16
54,B C P U,44585.3
54,B C P PL U,5566.19
55,P T,564.052
55,P U,78912.4
55,P PH,2085670.0
55,B P,280301.0
55,PH U,243060.0
55,B U,65800.5
55,B PH,860203.0
55,P T U,483.938
55,P PH T,12790.5
55,B P T,1718.97
55,P PH U,1182760.0
55,B P U,276184.0
55,B P PH,3518660.0
55,B PH U,850678.0
55,P PH T U,7253.38
55,B P T U,1693.72
55,B P PH T,21578.5
55,B P PH U,4138410.0
55,B P PH T U,25379.2
56,P T,564.052
56,P U,80401.8
56,P V,146417.0
56,B P,287700.0
56,U V,32561.6
56,B U,68812.2
56,B V,110754.0
56,P T U,493.072
56,P T V,897.916
56,B P T,1764.35
56,P U V,159368.0
56,B P U,288825.0
56,B P V,456019.0
56,B U V,116962.0
56,P T U V,977.34
56,B P T U,1771.25
56,B P T V,2796.58
56,B P U V,571927.0
56,B P T U V,3507.4
57,P T,564.052
57,P U,79614.8
57,P V,773.507
57,B P,287155.0
57,U V,170.336
57,B U,68009.8
57,B V,583.994
57,P T U,488.245
57,P T V,4.74361
57,B P T,1761.01
57,P U V,833.686
57,B P U,285457.0
57,B P V,2404.55
57,B U V,610.696
57,P T U V,5.11266
57,B P T U,1750.59
57,B P T V,14.7461
57,B P U V,2986.2
57,B P T U V,18.3132
58,P PL,10516.1
58,P U,72708.2
58,B P,284558.0
58,P PH,467260.0
58,P V,145467.0
58,B U,62205.2
58,PH U,50708.1
58,U V,29567.0
58,B PH,197730.0
58,B V,109995.0
58,PH V,114435.0
58,P PL U,8357.34
58,B P PL,32708.1
58,P PH PL,53708.5
58,P PL V,16720.5
58,B P U,259711.0
58,P PH U,245445.0
58,P U V,143945.0
58,B P PH,804533.0
58,B P V,450498.0
58,P PH V,3809550.0
58,B PH U,181116.0
58,B U V,105605.0
58,PH U V,64625.2
58,B PH V,311015.0
58,B P PL U,29852.0
58,P PH PL U,28212.3
58,P PL U V,16545.6
58,B P PH PL,92475.8
58,B P PL V,51781.8
58,P PH PL V,437883.0
58,B P PH U,875854.0
58,B P U V,513657.0
58,P PH U V,314402.0
58,B P PH V,1272440.0
58,B PH U V,230873.0
58,B P PH PL U,100674.0
58,B P PL U V,59041.6
58,P PH PL U V,36138.5
58,B P PH PL V,146258.0
58,B P PH U V,1122950.0
58,B P PH PL U V,129076.0
59,P PL,954.266
59,P U,7423.12
59,B P,28304.0
59,P PH,62202.7
59,P V,14379.8
59,B U,64577.1
59,PH U,70453.7
59,U V,30505.1
59,B PH,267653.0
59,B V,110563.0
59,PH V,153946.0
59,P PL U,782.841
59,B P PL,2984.93
59,P PH PL,6559.88
59,P PL V,10186.0
59,B P U,26664.1
59,P PH U,33728.3
59,P U V,9543.56
59,B P PH,107672.0
59,B P V,44746.8
59,P PH V,506874.0
59,B PH U,253074.0
59,B U V,109575.0
59,PH U V,89743.8
59,B PH V,420781.0
59,B P PL U,2811.99
59,P PH PL U,3556.98
59,P PL U V,10186.0
59,B P PH PL,11359.1
59,B P PL V,10186.0
59,P PH PL V,359047.0
59,B P PH U,121042.0
59,B P U V,34288.1
59,P PH U V,43332.7
59,B P PH V,170262.0
59,B PH U V,322432.0
59,B P PH PL U,12765.1
59,B P PL U V,10186.0
59,P PH PL U V,10186.0
59,B P PH PL V,38757.9
59,B P PH U V,155652.0
59,B P PH PL U V,46239.6
60,C P,145087.0
60,P PL,10572.0
60,P V,294637.0
60,P U,77923.3
60,B P,287700.0
60,C PL,36223.6
60,C V,744212.0
60,PL V,47556.8
60,B U,66691.0
60,C P PL,34755.1
60,C P V,660804.0
60,C P U,122920.0
60,B C P,453831.0
60,P PL V,48278.1
60,P PL U,8956.77
60,B P PL,33069.2
60,P U V,249620.0
60,B P V,921619.0
60,B P U,279921.0
60,C PL V,154759.0
60,C P PL V,158415.0
60,C P PL U,29445.0
60,B C P PL,108714.0
60,C P U V,559842.0
60,B C P V,2066990.0
60,B C P U,441561.0
60,P PL U V,40901.9
60,B P PL V,151013.0
60,B P PL U,32175.1
60,B P U V,896702.0
60,C P PL U V,134212.0
60,B C P PL V,495521.0
60,B C P PL U,105774.0
60,B C P U V,2011100.0
60,B P PL U V,146930.0
60,B C P PL U V,482124.0
61,C P,35040.5
61,P PL,1348.66
61,P V,39830.0
61,P U,10597.0
61,B P,40721.8
61,C PL,32353.0
61,C V,588401.0
61,PL V,34196.3
61,B U,64076.1
61,C P PL,4393.69
61,C P V,88524.5
61,C P U,28522.8
61,B C P,109606.0
61,P PL V,4913.66
61,P PL U,1097.8
61,B P PL,4218.6
61,P U V,32421.4
61,B P V,124588.0
61,B P U,38064.8
61,C PL V,110278.0
61,C P PL V,15977.9
61,C P PL U,3576.45
61,B C P PL,13743.4
61,C P U V,72058.5
61,B C P V,276904.0
61,B C P U,102455.0
61,P PL U V,3999.69
61,B P PL V,15369.9
61,B P PL U,3943.34
61,B P U V,116459.0
61,C P PL U V,13005.9
61,B C P PL V,49978.5
61,B C P PL U,12846.7
61,B C P U V,258836.0
61,B P PL U V,14367.0
61,B C P PL U V,46717.6
62,C P,1047.01
62,P PL,923.624
62,P V,30814.1
62,P U,7024.29
62,B P,25134.8
62,C PL,1737.77
62,C V,35702.3
62,PL V,47556.8
62,B U,68812.2
62,C P PL,250.809
62,C P V,4768.66
62,C P U,915.259
62,B C P,3275.05
62,P PL V,4217.81
62,P PL U,807.396
62,B P PL,2889.09
62,P U V,26936.5
62,B P V,96386.2
62,B P U,25231.4
62,C PL V,7424.31
62,C P PL V,1143.2
62,C P PL U,219.247
62,B C P PL,784.526
62,C P U V,4168.57
62,B C P V,14916.3
62,B C P U,3287.64
62,P PL U V,3687.04
62,B P PL V,13193.3
62,B P PL U,2900.19
62,B P U V,96756.7
62,C P PL U V,999.337
62,B C P PL V,3575.9
62,B C P PL U,787.542
62,B C P U V,14973.6
62,B P PL U V,13244.0
62,B C P PL U V,3589.65
63,C P,88706.5
63,P PL,4374.73
63,P V,818.661
63,P U,33095.1
63,B P,132014.0
63,C PL,25279.3
63,C V,2913.19
63,PL V,216.939
63,B U,61728.2
63,C P PL,11129.4
63,C P V,1420.86
63,C P U,69560.8
63,B C P,277473.0
63,P PL V,120.971
63,P PL U,3430.53
63,B P PL,13684.1
63,P U V,641.968
63,B P V,2560.76
63,B P U,118878.0
63,C PL V,546.312
63,C P PL V,307.177
63,C P PL U,8727.32
63,B C P PL,34812.6
63,C P U V,1114.19
63,B C P V,4444.42
63,B C P U,249865.0
63,P PL U V,94.8616
63,B P PL V,378.396
63,B P PL U,12322.5
63,B P U V,2305.97
63,C P PL U V,240.878
63,B C P PL V,960.844
63,B C P PL U,31348.8
63,B C P U V,4002.21
63,B P PL U V,340.746
63,B C P PL U V,865.242
64,P PL,4989.72
64,P PH,11143.3
64,C P,11879.5
64,PH PL,34050.2
64,C PL,35441.3
64,C PH,543321.0
64,C U,160446.0
64,C V,432947.0
64,U V,32356.9
64,P PH PL,1300.11
64,C P PL,2328.94
64,C P PH,21744.4
64,C P U,10966.4
64,C P V,29591.6
64,C PH PL,110789.0
64,C PL U,32717.2
64,C PL V,88283.9
64,C PH U,501561.0
64,C PH V,1353410.0
64,C U V,483472.0
64,C P PH PL,4262.88
64,C P PL U,2149.94
64,C P PL V,5801.37
64,C P PH U,20073.1
64,C P PH V,54165.0
64,C P U V,21420.9
64,C PH PL U,102274.0
64,C PH PL V,275975.0
64,C PL U V,63907.1
64,C PH U V,979708.0
64,C P PH PL U,3935.23
64,C P PH PL V,10618.8
64,C P PL U V,4199.51
64,C P PH U V,39209.0
64,C PH PL U V,199773.0
64,C P PH PL U V,7686.74
65,P PL,8147.0
65,P PH,4311.47
65,C P,14730.4
65,PH PL,8382.42
65,C PL,27961.8
65,C PH,101579.0
65,C U,120183.0
65,C V,337248.0
65,U V,31509.5
65,P PH PL,512.71
65,C P PL,2943.45
65,C P PH,6512.31
65,C P U,13158.9
65,C P V,36925.4
65,C PH PL,21111.7
65,C PL U,24978.7
65,C PL V,70093.2
65,C PH U,90741.9
65,C PH V,254633.0
65,C U V,364368.0
65,C P PH PL,1301.28
65,C P PL U,2629.42
65,C P PL V,7378.47
65,C P PH U,5817.54
65,C P PH V,16324.7
65,C P U V,25866.1
65,C PH PL U,18859.4
65,C PH PL V,52921.6
65,C PL U V,75729.6
65,C PH U V,178369.0
65,C P PH PL U,1162.45
65,C P PH PL V,3261.97
65,C P PL U V,5168.58
65,C P PH U V,11435.4
65,C PH PL U V,37071.3
65,C P PH PL U V,2285.0
66,P PL,8664.91
66,P PH,71949.2
66,C P,142005.0
66,PH PL,10873.6
66,C PL,36078.0
66,C PH,170013.0
66,C U,154860.0
66,C V,1742.42
66,U V,126.004
66,P PH PL,8556.04
66,C P PL,28375.6
66,C P PH,140221.0
66,C P U,126686.0
66,C P V,1425.41
66,C PH PL,35334.8
66,C PL U,32185.9
66,C PL V,362.142
66,C PH U,151672.0
66,C PH V,1706.55
66,C U V,1880.37
66,C P PH PL,28018.8
66,C P PL U,25314.4
66,C P PL V,284.827
66,C P PH U,125094.0
66,C P PH V,1407.5
66,C P U V,1538.27
66,C PH PL U,31522.8
66,C PH PL V,354.682
66,C PL U V,390.814
66,C PH U V,1841.66
66,C P PH PL U,24996.0
66,C P PH PL V,281.249
66,C P PL U V,307.378
66,C P PH U V,1518.94
66,C PH PL U V,382.763
66,C P PH PL U V,303.516
67,P PL,3698.2
67,P PH,1343.53
67,C P,7402.13
67,PH PL,4677.03
67,C PL,25158.5
67,C PH,62741.2
67,C U,119316.0
67,C V,336576.0
67,U V,31344.7
67,P PH PL,144.039
67,C P PL,1333.47
67,C P PH,2025.31
67,C P U,6577.84
67,C P V,18555.3
67,C PH PL,11756.0
67,C PL U,22356.9
67,C PL V,63066.0
67,C PH U,55754.4
67,C PH V,157276.0
67,C U V,361740.0
67,C P PH PL,364.849
67,C P PL U,1184.98
67,C P PL V,3342.67
67,C P PH U,1799.77
67,C P PH V,5076.94
67,C P U V,12929.9
67,C PH PL U,10446.8
67,C PH PL V,29469.2
67,C PL U V,43946.3
67,C PH U V,109595.0
67,C P PH PL U,324.22
67,C P PH PL V,914.583
67,C P PL U V,2329.27
67,C P PH U V,3537.76
67,C PH PL U V,20535.0
67,C P PH PL U V,637.309
68,C P,145087.0
68,P PL,10572.0
68,P PH,246395.0
68,P V,293416.0
68,C PL,36223.6
68,C PH,574579.0
68,C V,741128.0
68,B C,545886.0
68,PH PL,36601.7
68,PL V,47359.7
68,PH V,1076940.0
68,C P PL,34755.1
68,C P PH,482182.0
68,C P V,658066.0
68,B C P,454382.0
68,P PH PL,35133.8
68,P PL V,48078.1
68,P PH V,975126.0
68,C PH PL,119387.0
68,C PL V,154118.0
68,B C PL,113445.0
68,C PH V,2443040.0
68,B C PH,1799460.0
68,B C V,2321060.0
68,PH PL V,155985.0
68,C P PH PL,115504.0
68,C P PL V,157759.0
68,B C P PL,108846.0
68,C P PH V,2187010.0
68,B C P PH,1510090.0
68,B C P V,2060920.0
68,P PH PL V,159735.0
68,C PH PL V,507990.0
68,B C PH PL,373894.0
68,B C PL V,482664.0
68,B C PH V,7651100.0
68,C P PH PL V,524249.0
68,B C P PH PL,361734.0
68,B C P PL V,494068.0
68,B C P PH V,6849240.0
68,B C PH PL V,1590920.0
68,B C P PH PL V,1641840.0
69,C P,88120.0
69,P PL,4421.4
69,P PH,112313.0
69,P V,160299.0
69,C PL,25719.0
69,C PH,444641.0
69,C V,574218.0
69,B C,422438.0
69,PH PL,33581.8
69,PL V,43504.6
69,PH V,1078240.0
69,C P PL,11248.1
69,C P PH,292858.0
69,C P V,278214.0
69,B C P,275973.0
69,P PH PL,14693.5
69,P PL V,20131.3
69,P PH V,532733.0
69,C PH PL,84793.7
69,C PL V,109557.0
69,B C PL,80546.4
69,C PH V,1892850.0
69,B C PH,1392520.0
69,B C V,1798330.0
69,PH PL V,143393.0
69,C P PH PL,37381.6
69,C P PL V,51118.6
69,B C P PL,35226.7
69,C P PH V,924610.0
69,B C P PH,917169.0
69,B C P V,871306.0
69,P PH PL V,66884.4
69,C PH PL V,361111.0
69,B C PH PL,265556.0
69,B C PL V,343108.0
69,B C PH V,5927990.0
69,C P PH PL V,169872.0
69,B C P PH PL,117071.0
69,B C P PL V,160093.0
69,B C P PH V,2895680.0
69,B C PH PL V,1130920.0
69,B C P PH PL V,532003.0
70,C P,19865.9
70,P PL,843.529
70,P PH,19659.5
70,P V,22408.4
70,C PL,36103.0
70,C PH,572666.0
70,C V,590616.0
70,B C,538303.0
70,PH PL,36601.7
70,PL V,37867.7
70,PH V,861095.0
70,C P PL,4758.81
70,C P PH,66022.4
70,C P V,50089.8
70,B C P,61556.5
70,P PH PL,2803.28
70,P PL V,3671.76
70,P PH V,74471.2
70,C PH PL,118989.0
70,C PL V,122819.0
70,B C PL,111869.0
70,C PH V,1946900.0
70,B C PH,1774460.0
70,B C V,1830080.0
70,PH PL V,124722.0
70,C P PH PL,15815.3
70,C P PL V,12008.1
70,B C P PL,14745.6
70,C P PH V,166468.0
70,B C P PH,204577.0
70,B C P V,155208.0
70,P PH PL V,12199.1
70,C PH PL V,404825.0
70,B C PH PL,368700.0
70,B C PL V,380566.0
70,B C PH V,6032650.0
70,C P PH PL V,39904.0
70,B C P PH PL,49005.1
70,B C P PL V,37208.2
70,B C P PH V,515816.0
70,B C PH PL V,1254390.0
70,B C P PH PL V,123647.0
71,C P,145087.0
71,P PL,10572.0
71,P PH,74694.4
71,P V,30281.7
71,C PL,36223.6
71,C PH,174183.0
71,C V,76487.4
71,B C,545886.0
71,PH PL,11095.8
71,PL V,4887.72
71,PH V,33693.4
71,C P PL,34755.1
71,C P PH,146173.0
71,C P V,67915.1
71,B C P,454382.0
71,P PH PL,10650.8
71,P PL V,4961.85
71,P PH V,30508.0
71,C PH PL,36192.0
71,C PL V,15905.6
71,B C PL,113445.0
71,C PH V,76433.7
71,B C PH,545505.0
71,B C V,239542.0
71,PH PL V,4880.17
71,C P PH PL,35014.9
71,C P PL V,16281.4
71,B C P PL,108846.0
71,C P PH V,68423.2
71,B C P PH,457784.0
71,B C P V,212696.0
71,P PH PL V,4997.51
71,C PH PL V,15893.1
71,B C PH PL,113346.0
71,B C PL V,49812.9
71,B C PH V,239374.0
71,C P PH PL V,16401.8
71,B C P PH PL,109659.0
71,B C P PL V,50989.8
71,B C P PH V,214287.0
71,B C PH PL V,49773.8
71,B C P PH PL V,51366.9
72,C P,112194.0
72,P PL,10564.2
72,P PH,853.752
72,P V,294419.0
72,C PL,28031.8
72,C PH,1541.81
72,C V,575913.0
72,B C,410833.0
72,PH PL,126.918
72,PL V,47556.8
72,PH V,3749.87
72,C P PL,26875.6
72,C P PH,1292.92
72,C P V,510989.0
72,B C P,341715.0
72,P PH PL,121.738
72,P PL V,48242.4
72,P PH V,3392.85
72,C PH PL,320.36
72,C PL V,119761.0
72,B C PL,85378.2
72,C PH V,6582.89
72,B C PH,4695.99
72,B C V,1754090.0
72,PH PL V,543.133
72,C P PH PL,309.711
72,C P PL V,122500.0
72,B C P PL,81856.6
72,C P PH V,5888.62
72,B C P PH,3937.93
72,B C P V,1556350.0
72,P PH PL V,555.781
72,C PH PL V,1368.8
72,B C PH PL,975.739
72,B C PL V,364764.0
72,B C PH V,20049.9
72,C P PH PL V,1411.57
72,B C P PH PL,943.306
72,B C P PL V,373106.0
72,B C P PH V,17935.3
72,B C PH PL V,4169.04
72,B C P PH PL V,4299.29
73,C P,114983.0
73,P PL,4878.67
73,P PH,106835.0
73,P V,1080.01
73,C PL,36129.9
73,C PH,538472.0
73,C V,4925.43
73,B C,544475.0
73,PH PL,34390.6
73,PL V,315.562
73,PH V,6742.25
73,C P PL,27543.8
73,C P PH,208529.0
73,C P V,2415.96
73,B C P,360103.0
73,P PH PL,15233.7
73,P PL V,176.967
73,P PH V,2969.23
73,C PH PL,111884.0
73,C PL V,1024.24
73,B C PL,113151.0
73,C PH V,15255.3
73,B C PH,1686380.0
73,B C V,15425.4
73,PH PL V,976.553
73,C P PH PL,49952.0
73,C P PL V,579.181
73,B C P PL,86261.3
73,C P PH V,7014.75
73,B C P PH,653070.0
73,B C P V,7566.28
73,P PH PL V,513.779
73,C PH PL V,3172.08
73,B C PH PL,350399.0
73,B C PL V,3207.71
73,B C PH V,47776.3
73,C P PH PL V,1681.61
73,B C P PH PL,156439.0
73,B C P PL V,1813.87
73,B C P PH V,21968.7
73,B C PH PL V,9934.29
73,B C P PH PL V,5266.45
74,P U,20318.8
74,B U,68812.2
74,B P,72706.4
74,C P,63131.9
74,P PH,62268.0
74,P V,89134.7
74,C PH,574579.0
74,C V,744212.0
74,PH V,1081420.0
74,B P U,72985.9
74,C P U,55187.5
74,P PH U,54432.2
74,P U V,77918.0
74,B C P,197476.0
74,B P PH,194773.0
74,B P V,278812.0
74,C P PH,121855.0
74,C P V,199909.0
74,P PH V,247456.0
74,C PH V,2453210.0
74,B C P U,198235.0
74,B P PH U,195522.0
74,B P U V,279884.0
74,C P PH U,106521.0
74,C P U V,174753.0
74,P PH U V,216316.0
74,B C P PH,381162.0
74,B C P V,625314.0
74,B P PH V,774038.0
74,C P PH V,554992.0
74,B C P PH U,382627.0
74,B C P U V,627717.0
74,B P PH U V,777013.0
74,C P PH U V,485152.0
