QueryID,Tables,safebound_Estimate,safebound_InferenceTime
36,U C V B,1946720.8024377965,2.2169999999999996
37,PL C,116899.9073668162,0.17300000000000001
37,PL PH,117554.59401709402,0.196
37,C PH,1182884.314384961,0.21000000000000002
37,C V,2048323.730651355,0.224
37,PH V,2352115.488304902,0.263
37,PL C PH,1499108.3067850454,0.289
37,PL C V,5227333.762801828,0.323
37,PL PH V,4850583.91124006,0.36200000000000004
37,C PH V,25403777.700470515,0.404
37,PL C PH V,108599239.07103112,0.599
38,U C,132719.0,0.6679999999999999
38,U PH,42167.0,0.722
38,U B,79232.99999999999,0.384
38,C PH,8247476.000000002,1.1969999999999998
38,C B,13253487.8394255,0.93
38,PH B,989334.5893740642,0.98
38,U C PH,8247476.000000002,1.32
38,U C B,13253487.8394255,1.059
38,U PH B,989334.5893740642,1.1329999999999998
38,C PH B,2313475188.366085,1.627
38,U C PH B,2313475188.366085,1.675
39,U C,77361.99999999999,1.6620000000000001
39,U PH,68704.99777598183,1.589
39,U B,75443.0,1.123
39,C PH,105160904.0,1.1720000000000002
39,C B,13242122.32244531,0.75
39,PH B,8640479.533834102,0.762
39,U C PH,4256616.962695436,3.068
39,U C B,1494588.7330799918,2.604
39,U PH B,1946498.978806259,2.509
39,C PH B,34419101295.96672,1.3840000000000001
39,U C PH B,351044268.0614794,3.9050000000000002
40,P PL,10186.0,0.789
40,P U,55694.00000000001,1.3539999999999999
40,P B,4570256.111414227,0.915
40,U B,62836.0,0.621
40,P PL U,10186.00000000001,1.9589999999999999
40,P PL B,4419448.710890363,1.406
40,P U B,420619.7090634818,1.756
40,P PL U B,267143.2488911068,2.384
41,P PL,11017.0,0.983
41,P U,12323.012364390954,3.216
41,P B,344368.0198937687,2.436
41,U B,62836.00000000001,0.955
41,P PL U,11017.000000000004,3.9810000000000003
41,P PL B,1859874.3887249576,3.069
41,P U B,124143.34643730376,3.873
41,P PL U B,242066.7313746496,4.659
42,P PH,210078.80499692657,1.192
42,P U,42188.0,1.1219999999999999
42,P V,154616.99999999997,1.609
42,PH V,2285408.647625916,0.221
42,P PH U,209361.6582125926,2.075
42,P PH V,1553396.3156825851,2.29
42,P U V,154616.9999999999,2.527
42,P PH U V,1553396.3156825856,3.258
43,U P,60422.0,0.7929999999999999
43,U PH,42167.0,1.145
43,P PH,2815254.282589758,0.683
43,P B,4608093.042199582,0.34600000000000003
43,PH B,984214.3571033546,0.7060000000000001
43,U P PH,930186.5725085544,1.8699999999999999
43,U P B,1503269.306593065,1.185
43,U PH B,995417.5376497712,1.6039999999999999
43,P PH B,611707886.4587332,0.91
43,U P PH B,154474865.1503241,2.5660000000000003
44,U P,12761.000000000007,3.558
44,U PH,148177.00000000003,2.278
44,P PH,4280615.745555491,1.75
44,P B,360177.08120795095,1.5250000000000001
44,PH B,19363744.865153164,0.424
44,U P PH,675852.390494982,6.146000000000001
44,U P B,143680.71124945005,5.255
44,U PH B,1236851.7938186212,3.9769999999999994
44,P PH B,947864413.5858572,1.882
44,U P PH B,20355147.96117236,8.592
45,U PH,5519.049750214759,1.8699999999999999
45,U V,574.0,1.374
45,U B,2569.9999999999995,1.647
45,PH V,7617658.38354227,0.67
45,PH B,4995748.700988159,0.861
45,V B,2129670.431565404,0.477
45,U PH V,92534.0,2.575
45,U PH B,133436.31001157686,2.922
45,U V B,32928.78260869565,2.396
45,PH V B,1671368380.367761,1.101
45,U PH V B,9372319.043478262,3.58
46,C P,26041.15889521103,1.426
46,P PL,3457.0000000000005,1.355
46,PH P,62893.99999999999,1.171
46,P V,57954.000000000015,1.5430000000000001
46,C PL,114249.41872941874,0.655
46,PH C,1187082.3106023606,0.261
46,C V,2112161.386721006,0.26899999999999996
46,PH PL,111352.46947496948,0.637
46,V PL,300366.68781115627,0.662
46,PH V,2373765.558566504,0.296
46,P C PL,30607.659488118767,2.35
46,P C PH,228212.01679036315,2.1919999999999997
46,P C V,253818.2475156817,2.6719999999999997
46,P PL PH,37049.9992877493,2.1229999999999998
46,P PL V,43759.29706241474,2.5869999999999997
46,P PH V,426268.65697729663,2.552
46,C PL PH,1522423.4346505343,0.796
46,C PL V,5581763.901500174,0.8400000000000001
46,C PH V,26713242.073636662,0.46
46,PL PH V,4963789.056506155,0.819
46,P C PL PH,396680.94722857047,3.069
46,P C PL V,482558.1614192925,3.541
46,P C PH V,2710851.119839509,3.542
46,P PL PH V,548586.6478627482,3.4819999999999998
46,C PL PH V,120784436.2818506,0.949
46,P C PL PH V,7652553.601685828,4.301
47,U C,171499.0,0.339
47,U P,11063.999999999996,1.935
47,C P,3269833.072455405,1.774
47,PH C,11512370.589882445,0.648
47,PH P,190562.8469038209,2.196
47,P V,11285.950025170285,1.957
47,PH V,36020.68421052632,0.7789999999999999
47,U C P,3313368.456149633,2.366
47,U C PH,11652885.66261286,1.03
47,U P PH,190562.8469038209,2.779
47,U P V,11285.950025170285,2.513
47,C P PH,571260390.6582831,2.575
47,C P V,39563954.81987214,2.133
47,C PH V,153082991.59271282,0.9560000000000001
47,P PH V,1180640.2293584617,2.555
47,U C P PH,572684051.601387,3.57
47,U C P V,39657042.14618439,3.27
47,U C PH V,153355510.94464386,1.719
47,U P PH V,1180640.229358462,3.218
47,C P PH V,9530252529.825,3.2039999999999997
47,U C P PH V,9534354370.60661,4.139
48,U B,26948.0,0.8180000000000001
48,U PH,449.0,1.1
48,PH B,44976.99282346714,0.5379999999999999
48,V B,2121491.754788866,0.307
48,PH V,72987.47563391263,0.562
48,PH C,655106.6258426224,0.5559999999999999
48,C V,30216040.59042298,0.28800000000000003
48,U B PH,29988.228744939275,1.582
48,U B V,385677.4379225508,1.2570000000000001
48,U PH V,19727.45698051948,1.588
48,U PH C,28832.68831168831,1.656
48,B PH V,15723613.686619451,0.776
48,B PH C,196713689.0480764,0.771
48,B V C,9379154307.172184,0.508
48,PH V C,318917888.5655208,0.764
48,U B PH V,4694042.402645608,2.1719999999999997
48,U B PH C,7391664.6455123825,2.197
48,U B V C,159181581.53864506,1.954
48,U PH V C,7052179.394480519,2.128
48,B PH V C,120593859056.14967,1.1
48,U B PH V C,2214852706.731237,2.778
49,U C,24617.000000000007,1.3619999999999999
49,U P,71366.99999999999,1.4009999999999998
49,C P,16552607.74729894,0.9309999999999999
49,C V,193076.5789473684,0.784
49,P V,192394.9193473189,0.755
49,P B,4602171.983388143,0.772
49,V B,58808.43455639351,0.5379999999999999
49,U C P,5422675.429164771,2.628
49,U C V,157404.37401444733,2.33
49,U P V,89135.11380886025,2.4520000000000004
49,U P B,1356759.78817814,2.59
49,C P V,235347497.2717864,1.2830000000000001
49,C P B,5491528482.365014,1.2910000000000001
49,C V B,60724270.08311743,1.149
49,P V B,43212510.61050513,1.098
49,U C P V,61482027.829073,3.9659999999999997
49,U C P B,568536034.0595844,4.173
49,U C V B,16658951.086974384,3.633
49,U P V B,7287457.237361548,3.314
49,C P V B,92360579976.77055,1.797
49,U C P V B,8187412562.699917,5.25
50,U C,24617.000000000004,1.36
50,U P,12979.000000000004,2.132
50,C P,963068.8951685023,1.786
50,C V,7168938.485896701,0.6040000000000001
50,P V,505810.26227799966,1.562
50,P B,373124.9060299496,1.539
50,V B,2121491.754788866,0.296
50,U C P,167281.1665176017,3.443
50,U C V,233906.80497450824,2.322
50,U P V,128784.8651774811,3.1159999999999997
50,U P B,86183.52254509268,2.711
50,C P V,468199402.6002631,2.077
50,C P B,290116859.6340152,2.0149999999999997
50,C V B,2297901702.6541343,0.809
50,P V B,92589551.2415504,1.8010000000000002
50,U C P V,7068901.44059184,4.883
50,U C P B,2291458.001440988,4.394
50,U C V B,3540260.855617996,3.136
50,U P V B,2107231.422300352,3.614
50,C P V B,178956095129.78986,2.637
50,U C P V B,158103333.42417246,5.686
51,U C,79794.0,0.592
51,U P,42188.0,0.6859999999999999
51,U PH,90563.0,0.9
51,U B,79851.0,0.49700000000000005
51,C P,10759391.944340011,0.45399999999999996
51,PH C,70426700.51592332,0.666
51,C B,19172741.85464513,0.313
51,PH P,2768079.2879018662,0.85
51,P B,918578.3934017612,0.507
51,PH B,5021704.991986202,0.69
51,U C P,1165590.6657879308,1.2249999999999999
51,U C PH,4778919.974335041,1.4569999999999999
51,U C B,2079611.33038418,0.9940000000000001
51,U P PH,1994108.55485075,1.564
51,U P B,859459.6399152621,1.1219999999999999
51,U PH B,3975208.8171245726,1.3159999999999998
51,C P PH,12334670405.507538,1.055
51,C P B,3344657456.7450066,0.7010000000000001
51,C PH B,21851977355.623013,0.886
51,P PH B,558601954.1505183,1.0939999999999999
51,U C P PH,328294026.9884952,2.024
51,U C P B,115710147.76015256,1.6620000000000001
51,U C PH B,744692177.4220151,1.752
51,U P PH B,388628506.1282336,1.925
51,C P PH B,4966624254666.007,1.245
51,U C P PH B,101290356055.86584,2.386
52,U C,78016.0,1.532
52,U P,12978.999999999998,3.281
52,U PH,172633.00000000006,1.526
52,U B,69248.0,1.754
52,C P,4115206.144096897,1.828
52,PH C,305210522.0336394,0.235
52,C B,18871444.01071786,0.424
52,PH P,4413755.260424984,1.803
52,P B,375216.1558506831,2.04
52,PH B,19297420.574917484,0.438
52,U C P,551173.8084066727,4.821
52,U C PH,5378030.906503197,2.993
52,U C B,1128817.7702182098,3.201
52,U P PH,890439.452006747,4.84
52,U P B,185665.0990764316,5.072
52,U PH B,1915227.387464198,3.2560000000000002
52,C P PH,20262972451.73839,2.09
52,C P B,1168581694.4079025,2.3890000000000002
52,C PH B,99896502397.84642,0.631
52,P PH B,982159858.1697532,2.254
52,U C P PH,154587064.779944,6.164000000000001
52,U C P B,20827801.005179357,6.3790000000000004
52,U C PH B,197519001.8215518,4.542
52,U P PH B,33225855.896905065,6.381
52,C P PH B,7713862531441.687,2.4290000000000003
52,U C P PH B,8976256400.082474,7.828
53,P PL,11102.0,0.252
53,C P,90677.0,0.374
53,U P,42188.0,0.504
53,P B,908565.2645253465,0.309
53,C PL,172324.22331649833,0.241
53,U B,79851.0,0.33799999999999997
53,P PL C,141864.55292025834,0.49700000000000005
53,P PL U,11102.000000000002,0.6880000000000001
53,P PL B,2786232.170943034,0.389
53,P C U,90677.0,0.844
53,P C B,7364305.833447189,0.5569999999999999
53,P U B,918578.3934017612,0.736
53,P PL C U,141864.5529202583,0.9
53,P PL C B,46870828.980064936,0.625
53,P PL U B,2793538.208794461,0.948
53,P C U B,7412926.767192551,1.071
53,P PL C U B,46924306.9662347,1.1360000000000001
54,P PL,10186.0,1.1520000000000001
54,C P,31599.0,1.185
54,U P,12978.999999999998,1.081
54,P B,373124.9060299495,1.087
54,C PL,157054.92684742555,0.733
54,U B,79851.0,0.299
54,P PL C,102333.47834905727,1.776
54,P PL U,10186.000000000002,2.077
54,P PL B,1911200.3956205728,1.917
54,P C U,31598.99999999999,2.162
54,P C B,2960270.0410674075,2.0
54,P U B,377469.5637995448,1.374
54,P PL C U,102333.47834905727,2.6580000000000004
54,P PL C B,29243636.12111339,2.637
54,P PL U B,1917627.8146857035,2.2880000000000003
54,P C U B,2980881.532342654,2.3770000000000002
54,P PL C U B,29285352.766378537,3.068
55,T P,596.0,0.28200000000000003
55,U P,50205.000000000015,1.896
55,PH P,67953604.14342073,0.34900000000000003
55,P B,4620151.090426009,0.575
55,U PH,148177.00000000003,1.413
55,U B,62293.99999999999,1.754
55,PH B,19297420.574917484,0.47800000000000004
55,P T U,596.0,2.099
55,P T PH,4363316.0,0.488
55,P T B,270584.0,0.648
55,P U PH,1991935.6381341545,3.48
55,P U B,423315.3123494448,3.516
55,P PH B,17883258503.069374,0.832
55,U PH B,1238759.7578331782,3.3609999999999998
55,P T U PH,540145.267962842,3.2039999999999997
55,P T U B,36356.0,3.4949999999999997
55,P T PH B,1980945464.0,0.905
55,P U PH B,61171080.31820685,5.033
55,P T U PH B,32948861.34573337,4.62
56,T P,596.0,0.13799999999999998
56,U P,90585.0,0.38499999999999995
56,P V,6932980.089179966,0.35300000000000004
56,P B,4556475.815464461,0.356
56,U V,34789.0,0.41100000000000003
56,U B,79851.0,0.35300000000000004
56,V B,2121491.754788866,0.305
56,P T U,596.0,0.43600000000000005
56,P T V,424352.0,0.251
56,P T B,271776.0,0.22599999999999998
56,P U V,7032362.546321651,0.57
56,P U B,4642852.530501362,0.634
56,P V B,1630483739.7199962,0.626
56,U V B,2154802.077015839,0.646
56,P T U V,424352.0,0.608
56,P T U B,271776.0,0.609
56,P T V B,193504512.0,0.414
56,P U V B,1640782887.3316593,0.8350000000000001
56,P T U V B,193504512.0,0.957
57,T P,596.0,0.135
57,U P,90585.0,0.69
57,P V,259885.3481654412,0.365
57,P B,4593621.385981527,0.313
57,U V,1085.0,0.919
57,U B,79851.0,0.8400000000000001
57,V B,79080.90912917482,0.355
57,P T U,596.0,0.828
57,P T V,17284.0,0.326
57,P T B,271776.0,0.27
57,P U V,261985.82206401957,1.397
57,P U B,4642852.530501362,1.2730000000000001
57,P V B,63094354.785219625,0.5419999999999999
57,U V B,79080.90912917483,1.342
57,P T U V,17284.0,1.5050000000000001
57,P T U B,271776.0,1.295
57,P T V B,7881504.0,0.49
57,P U V B,63236111.14068951,1.931
57,P T U V B,7881504.0,1.786
58,P PL,11102.0,0.29
58,U P,89883.03103333333,1.093
58,P B,4618772.788456821,0.5860000000000001
58,PH P,31280186.15858316,1.4289999999999998
58,P V,6995153.664923294,0.55
58,U B,79233.0,0.844
58,U PH,68704.99777598183,1.5610000000000002
58,U V,34520.0,0.948
58,PH B,8685912.918281926,0.939
58,V B,2154802.0770158386,0.313
58,PH V,14144362.766016869,0.9269999999999999
58,P PL U,11102.0,1.6139999999999999
58,P PL B,4840250.085526316,0.602
58,P PL PH,47203018.96119592,1.167
58,P PL V,7596546.693586142,0.623
58,P U B,4617900.219490155,1.955
58,P U PH,31280186.15858316,2.35
58,P U V,6994195.636091668,1.849
58,P B PH,8924388075.383875,1.38
58,P B V,1628316848.492287,0.855
58,P PH V,14570202386.33713,1.496
58,U B PH,8685912.91102193,2.064
58,U B V,2153243.5129028508,1.63
58,U PH V,14144217.406821627,2.02
58,B PH V,3829314371.5619087,1.415
58,P PL U B,4840250.085526316,1.9369999999999998
58,P PL U PH,47203018.96119592,2.68
58,P PL U V,7596546.693586142,1.933
58,P PL B PH,20677426889.590145,1.646
58,P PL B V,3359380260.486029,0.785
58,P PL PH V,32441825643.851616,1.4549999999999998
58,P U B PH,8924388075.368958,3.028
58,P U B V,1628309065.6846073,2.5010000000000003
58,P U PH V,14570200193.06661,2.942
58,P B PH V,5263610035194.116,1.664
58,U B PH V,3829312382.086928,2.8019999999999996
58,P PL U B PH,20677426889.590145,3.092
58,P PL U B V,3359380260.486029,2.568
58,P PL U PH V,32441825643.851616,3.271
58,P PL B PH V,14393311817849.578,1.542
58,P U B PH V,5263610004583.701,3.5829999999999997
58,P PL U B PH V,14393311817849.578,3.85
59,P PL,10186.0,0.7240000000000001
59,U P,12979.000000000002,2.866
59,P B,373124.9060299496,0.549
59,PH P,1183172.9944755468,0.937
59,P V,509559.15043294977,0.553
59,U B,62293.99999999999,2.0660000000000003
59,U PH,90563.0,2.7
59,U V,20335.0,2.068
59,PH B,4983375.795725774,0.6719999999999999
59,V B,2135090.427063676,0.318
59,PH V,7666233.191927602,0.745
59,P PL U,10186.000000000004,3.611
59,P PL B,1911200.395620572,1.2349999999999999
59,P PL PH,7234731.490857534,1.454
59,P PL V,3084152.786255204,1.171
59,P U B,148657.72060850164,4.495
59,P U PH,689366.9923360548,5.495
59,P U V,249880.3985554096,4.574
59,P B PH,218226868.99587232,1.161
59,P B V,92818846.82462744,0.891
59,P PH V,359479227.3766715,1.185
59,U B PH,1101637.2398719648,4.632
59,U B V,339247.2560480039,3.875
59,U PH V,1989057.6962552683,4.592
59,B PH V,1679663397.9642944,0.915
59,P PL U B,372573.2496617493,5.071
59,P PL U PH,3851046.796063308,5.889
59,P PL U V,1557963.063532782,5.34
59,P PL B PH,2430257128.8131485,1.6980000000000002
59,P PL B V,1039248399.2049812,1.375
59,P PL PH V,3906319908.659168,1.688
59,P U B PH,21511919.26585749,6.866
59,P U B V,8908834.097269567,6.05
59,P U PH V,88346431.73611984,6.899
59,P B PH V,112993757977.88312,1.358
59,U B PH V,75564364.71609566,6.197
59,P PL U B PH,206667941.94433156,7.516
59,P PL U B V,83325333.4147655,6.879
59,P PL U PH V,1213836142.8751893,7.995
59,P PL B PH V,1549294527383.9487,1.897
59,P U B PH V,4728894989.4133215,8.639000000000001
59,P PL U B PH V,72169414452.21968,9.258000000000001
60,C P,174305.0,0.177
60,P PL,11102.0,0.16
60,P V,328064.0,0.19
60,U P,90585.0,0.545
60,P B,4556475.815464461,0.297
60,C PL,166534.11075460486,0.184
60,C V,2048323.730651355,0.216
60,V PL,610997.0843885707,0.241
60,U B,79851.0,0.566
60,P C PL,166534.11075460486,0.27099999999999996
60,P C V,2048323.730651355,0.33599999999999997
60,P C U,174305.0,0.713
60,P C B,29619525.068488076,0.35300000000000004
60,P PL V,610997.0843885707,0.357
60,P PL U,11102.0,0.709
60,P PL B,4850291.717105263,0.275
60,P V U,328064.0,0.775
60,P V B,58930603.68668564,0.419
60,P U B,4642852.530501362,0.907
60,C PL V,15522635.98996452,0.381
60,P C PL V,15522635.98996452,0.426
60,P C PL U,166534.11075460486,0.824
60,P C PL B,74241792.24094193,0.392
60,P C V U,2048323.7306513549,0.921
60,P C V B,665202330.584318,0.5599999999999999
60,P C U B,29803562.013884675,1.063
60,P PL V U,610997.0843885707,0.911
60,P PL V B,275803594.9439263,0.491
60,P PL U B,4850291.717105263,1.031
60,P V U B,59225609.01023009,1.119
60,P C PL V U,15522635.98996452,0.9959999999999999
60,P C PL V B,7055833407.125722,0.5599999999999999
60,P C PL U B,74241792.24094193,1.148
60,P C V U B,666123839.0741338,1.266
60,P PL V U B,275803594.9439263,1.237
60,P C PL V U B,7055833407.125722,1.322
61,C P,31599.0,0.923
61,P PL,10186.0,0.855
61,P V,106908.0,1.521
61,U P,12979.000000000002,1.0790000000000002
61,P B,373124.9060299496,0.862
61,C PL,162620.65309679616,0.734
61,C V,1790448.7887445893,0.8130000000000001
61,V PL,450649.26739631087,1.224
61,U B,79851.0,0.565
61,P C PL,103939.97312989327,1.4909999999999999
61,P C V,431371.4759395756,2.2030000000000003
61,P C U,31599.0,1.873
61,P C B,2960270.041067404,1.5399999999999998
61,P PL V,188717.0413215345,2.176
61,P PL U,10186.000000000004,1.8920000000000001
61,P PL B,1911200.3956205728,1.571
61,P V U,106908.0,2.523
61,P V B,5896821.315254066,2.212
61,P U B,377469.5637995449,1.471
61,C PL V,11097762.023025893,1.489
61,P C PL V,2477199.185828363,2.803
61,P C PL U,103939.9731298932,2.553
61,P C PL B,29976197.7411746,2.27
61,P C V U,431371.47593957576,3.2529999999999997
61,P C V B,61887844.09002406,2.906
61,P C U B,2980881.5323426547,2.341
61,P PL V U,188717.04132153437,3.205
61,P PL V B,48426060.32586718,2.8739999999999997
61,P PL U B,1917627.8146857028,2.433
61,P V U B,5945768.416432353,2.899
61,P C PL V U,2477199.1858283645,3.8289999999999997
61,P C PL V B,871024749.4624772,3.54
61,P C PL U B,30017914.38643976,2.955
61,P C V U B,62162235.24999775,3.588
61,P PL V U B,48516246.98845227,3.573
61,P C PL V U B,871626932.3351625,4.189
62,C P,8362.0,1.5590000000000002
62,P PL,11102.0,0.509
62,P V,77171.99999999999,1.847
62,U P,12323.012364390954,1.677
62,P B,340095.9879173611,1.658
62,C PL,40984.375,0.486
62,C V,334040.4894196279,0.46599999999999997
62,V PL,610997.0843885707,0.256
62,U B,79851.0,0.33399999999999996
62,P C PL,40984.375,1.66
62,P C V,140479.12630218084,3.003
62,P C U,8361.99999999999,3.005
62,P C B,1211119.3804953615,2.8249999999999997
62,P PL V,192061.3301877904,2.089
62,P PL U,11102.000000000013,2.091
62,P PL B,1864599.0841150663,1.913
62,P V U,77172.00000000004,3.569
62,P V B,5147087.304192775,3.326
62,P U B,344368.0198937689,2.021
62,C PL V,3262615.571293585,0.6759999999999999
62,P C PL V,914315.5447118918,3.13
62,P C PL U,40984.37499999999,3.1809999999999996
62,P C PL B,10385920.157142894,3.006
62,P C V U,140479.12630218075,4.529
62,P C V B,24894239.27623612,4.366
62,P C U B,1219954.044199426,3.2279999999999998
62,P PL V U,192061.3301877904,3.6879999999999997
62,P PL V B,48351988.38876765,3.525
62,P PL U B,1871532.486247488,2.341
62,P V U B,5188776.268432179,3.692
62,P C PL V U,914315.5447118914,4.715
62,P C PL V B,282335518.25259376,4.545999999999999
62,P C PL U B,10409575.66324829,3.4090000000000003
62,P C V U B,25018721.62297463,4.859999999999999
62,P PL V U B,48439220.3405499,3.922
62,P C PL V U B,282681408.9478332,4.923
63,C P,89928.99999999999,1.054
63,P PL,10186.0,0.803
63,P V,1725.0000000000002,0.919
63,U P,42030.00000000001,1.0759999999999998
