QueryID,Tables,bayescard_Estimate
34,B V U,1272748.932
34,U V,42966.65153
34,U B,82460.53417
34,B C V U,590831670.5
34,U C V,2159104.681
34,U C B,3227032.121
34,U V B,1221908.012
34,U C V B,587722597.1
35,V C U,343257.8558
35,B C U,10231155.86
35,U C,96751.82123
35,B V U,56517.53992
35,U V,2191.331579
35,U B,73678.30405
35,B C V U,91127934.32
35,U C V,65097.3083
35,U C B,1969085.208
35,U V B,30434.85975
35,U C V B,2720436.939
36,V C U,342049.3035
36,B C U,10231155.86
36,U C,51037.93766
36,B V U,56273.31881
36,U V,535.5276885
36,U B,56620.00123
36,B C V U,90818940.32
36,U C V,2701.806715
36,U C B,241673.2617
36,U V B,3928.482163
36,U C V B,32586.01406
37,PL C P,31075.84671
37,PH C P,646629.2025
37,V C P,860621.0671
37,PH PL P,76390.82134
37,V PL P,39466.23011
37,V PH P,1455757.248
37,PH C PL P,182454.6126
37,V C PL P,143651.722
37,V C PH P,3480000.0
37,V PL PH P,580239.8387
37,V C PL PH P,1400070.069
38,PH C U,1439501.658
38,B C U,9833038.013
38,U C,127778.0792
38,B PH U,429043.467
38,U PH,38913.23582
38,U B,80929.20455
38,B C PH U,6342180329.0
38,U C PH,1439501.658
38,U C B,9833038.013
38,U PH B,429043.467
38,U C PH B,6342180329.0
39,PH C U,73787473.26
39,B C U,10055107.76
39,U C,44102.8351
39,B PH U,5888916.021
39,U PH,16510.09652
39,U B,59097.65484
39,B C PH U,10303292086.0
39,U C PH,145092.1441
39,U C B,234703.7449
39,U PH B,92688.56651
39,U C PH B,1300000.0
40,P PL,12248.73928
40,U P,40698.51816
40,B P U,3498066.969
40,B U,61459.39742
40,U PL P,5691.049467
40,B PL P U,12220.21869
40,B P U,175043.6245
40,B PL P U,75291.78309
41,P PL,456.3575888
41,U P,1546.336397
41,B P U,20682.53201
41,B U,54642.06724
41,U PL P,302.6135657
41,B PL P U,13578.99809
41,B P U,5545.226705
41,B PL P U,3640.686875
42,P PH,215864.8068
42,V PH P,1571304.193
42,V P,161221.1056
42,U P,47257.02116
42,V PH P,1085396.849
42,U PH P,215864.8068
42,U P V,161221.1056
42,U PH P V,1085396.849
43,P PH U,984667.6778
43,U PH,36983.30427
43,B PH U,481916.5146
43,U P,61121.06987
43,B P U,3703709.483
43,B U,70993.94014
43,U PH P,355866.3646
43,B PH P U,1797322891.0
43,B PH U,256561.0155
43,B P U,535376.2509
43,B PH P U,21889269.44
44,P PH U,10219065.24
44,U PH,128156.1189
44,B PH U,15571861.65
44,U P,13395.5318
44,B P U,169897.2771
44,B U,56125.34092
44,U PH P,497750.8234
44,B PH P U,76312546.57
44,B PH U,708894.0145
44,B P U,53840.69847
44,B PH P U,2206751.415
45,V PH U,2834694.052
45,U PH,1801.50617
45,B PH U,3434264.808
45,U V,615.5618412
45,B V U,1247634.129
45,B U,2667.613277
45,U PH V,2914.825478
45,B PH V U,497312242.7
45,B PH U,7700.61323
45,B V U,7320.297406
45,B PH V U,17291.12834
46,P C,26434.98376
46,PL C P,24750.13016
46,PH C P,688139.7626
46,V C P,842157.7108
46,PL P,1060.551837
46,PH P,65470.42217
46,V P,54803.41901
46,PH PL P,27614.16584
46,V PL P,28801.29859
46,V PH P,1523074.097
46,PL C P,3869.802517
46,PH C P,156691.8653
46,V C P,141322.6413
46,PH C PL P,99674.16575
46,V C PL P,112933.221
46,V C PH P,3960000.0
46,PH P PL,5657.404746
46,V P PL,5391.395638
46,V P PH,357607.9823
46,V PL PH P,110451.3905
46,PH C P PL,22936.72636
46,V C P PL,21868.59284
46,V C P PH,929676.5379
46,V C PL PH P,523836.6095
46,V P PL PH,29071.56605
46,V C P PL PH,130846.1408
47,P C U,727972.0793
47,PH C U,2186838.53
47,V C U,356117.5002
47,U C,183155.5404
47,PH P U,137881.8516
47,V P U,5357.844104
47,U P,13076.22442
47,V PH U,16451.51524
47,U PH,42513.68867
47,U V,1964.902961
47,PH C P U,94162649.11
47,V C P U,55701434.02
47,U C P,727490.5328
47,V C PH U,280056826.2
47,U C PH,2186838.53
47,U C V,356117.5002
47,V P PH U,267250.8161
47,U P PH,137872.1955
47,U P V,5353.352391
47,U PH V,16451.51524
47,V C P PH U,54365706969.0
47,U C P PH,94156054.76
47,U C P V,55697533.17
47,U C PH V,280056826.2
47,U P PH V,267232.1001
47,U C P PH V,54361899660.0
48,PH C U,342511.4342
48,B C U,15640012.21
48,V C U,10959719.23
48,U C,16188.71037
48,B PH U,24443.6544
48,V PH U,20729.4493
48,U PH,63.87667395
48,V B U,1272748.932
48,U B,24858.25059
48,U V,4152.02835
48,B C PH U,123923951.5
48,V C PH U,91049282.75
48,U C PH,354.2444764
48,V C B U,2780000000.0
48,U C B,44538.05737
48,U C V,3106.407123
48,V PH B U,3954857.29
48,U PH B,221.9366073
48,U PH V,11.7038307
48,U B V,34616.38121
48,V C PH B U,28538738798.0
48,U C PH B,1538.500688
48,U C PH V,156.8776011
48,U C B V,272000.0
48,U PH B V,40.66442907
48,U C PH B V,25673.31115
49,P C U,8192354.499
49,V C U,71366.36741
49,B C U,3226674.496
49,U C,10549.64847
49,V P U,127008.3883
49,B P U,3512574.371
49,U P,66072.34064
49,B V U,55146.49197
49,U V,1681.437516
49,U B,69014.05164
49,V C P U,82326142.84
49,B C P U,3029774800.0
49,U C P,600082.8988
49,B C V U,18538248.14
49,U C V,4102.235551
49,U C B,210113.1127
49,B P V U,22537459.65
49,U P V,32871.81693
49,U P B,858277.2613
49,U V B,23657.03217
49,B C P V U,3260186.492
49,U C P V,334995.1401
49,U C P B,33088102.2
49,U C V B,172692.5766
49,U P V B,851955.0701
49,U C P V B,80654.85853
50,P C U,61278.15114
50,V C U,2200291.083
50,B C U,3321411.653
50,U C,2968.270105
50,V P U,69479.51291
50,B P U,69436.93455
50,U P,4142.479239
50,B V U,1272748.932
50,U V,14467.59503
50,U B,40983.78288
50,V C P U,195689681.0
50,B C P U,5220942.354
50,U C P,3059.261889
50,B C V U,595857578.7
50,U C V,2794.170292
50,U C B,7640.482221
50,B P V U,3216904.905
50,U P V,6024.63706
50,U P B,9499.274339
50,U V B,70284.62662
50,B C P V U,641270.6463
50,U C P V,3592.815504
50,U C P B,8761.868383
50,U C V B,23475.83569
50,U P V B,20367.12715
50,U C P V B,1429.608122
51,P C U,2214779.341
51,PH C U,49237360.66
51,B C U,15161993.91
51,U C,58457.5375
51,PH P U,6135276.733
51,B P U,376663.203
51,U P,35855.4616
51,B PH U,3427342.492
51,U PH,53437.81157
51,U B,65161.86321
51,PH C P U,24400000000.0
51,B C P U,134139565.0
51,U C P,525756.5348
51,B C PH U,23700000000.0
51,U C PH,655672.2515
51,U C B,386754.6498
51,B P PH U,56943201.83
51,U P PH,468456.0848
51,U P B,164301.0326
51,U PH B,319358.8866
51,B C P PH U,140000000000.0
51,U C P PH,14100000.0
51,U C P B,4580000.0
51,U C PH B,6130000.0
51,U P PH B,2138542.274
51,U C P PH B,165000000.0
52,P C U,483619.964
52,PH C U,263000000.0
52,B C U,15635530.53
52,U C,71344.35664
52,PH P U,627666.5875
52,B P U,77045.21595
52,U P,6934.164837
52,B PH U,16004197.25
52,U PH,156743.167
52,U B,60865.30814
52,PH C P U,470124387.3
52,B C P U,28071148.73
52,U C P,162919.2134
52,B C PH U,78500000000.0
52,U C PH,2700000.0
52,U C B,502781.3844
52,B P PH U,38402962.33
52,U P PH,215354.6471
52,U P B,35218.88546
52,U PH B,964053.2422
52,B C P PH U,93500000000.0
52,U C P PH,26019018.93
52,U C P B,1620757.004
52,U C PH B,37800000.0
52,U P PH B,2005807.029
52,U C P PH B,293000000.0
53,PL C P,29116.4968
53,P C,89258.70478
53,P PL,12212.33393
53,U P,46952.45533
53,B P U,429433.6724
53,B U,84231.00871
53,P C PL,23633.70319
53,U C P,88332.73206
53,B C P U,87720.54343
53,U PL P,31447.40354
53,B PL P U,287622.317
53,B P U,429111.8163
53,U C PL P,23388.52638
53,B C PL P U,23226.43256
53,B C P U,870738.3072
53,B PL P U,287406.747
53,B C PL P U,23209.02459
54,PL C P,26305.31906
54,P C,2940.903143
54,P PL,232.8900212
54,U P,4215.211942
54,B P U,39752.72334
54,B U,71081.49507
54,P C PL,468.9590037
54,U C P,6944.697417
54,B C P U,65493.89187
54,U PL P,209.917658
54,B PL P U,228.6488921
54,B P U,26949.97767
54,U C PL P,422.7007032
54,B C PL P U,460.4188539
54,B C P U,44400.95608
54,B PL P U,24737.95719
54,B C PL P U,312.1365478
55,P T,596.0
55,U P,51528.53865
55,PH P U,55100000.0
55,B P U,3582288.48
55,PH U,158377.8439
55,B U,58916.26855
55,B PH U,15795952.28
55,U T P,90.35179317
55,PH T P U,351247.3966
55,B T P U,76504.00047
55,PH P U,2340000.0
55,B P U,314584.1863
55,B P PH U,11900000000.0
55,B U PH,962336.3135
55,PH T P U,13037.96039
55,B T P U,1475.072092
55,B T P PH U,365019151.6
55,B P U PH,41900000.0
55,B T P U PH,345956.4206
56,P T,596.0
56,U P,95289.49854
56,V P U,2926357.61
56,B P U,3722463.855
56,V U,43960.43671
56,B U,84754.82705
56,B V U,1272748.932
56,U T P,674.4525166
56,V T P U,18287.1994
56,B T P U,78991.19024
56,V P U,2924508.72
56,B P U,3721147.368
56,B P V U,534978936.4
56,B U V,1271804.516
56,V T P U,68850.73266
56,B T P U,78979.32637
56,B T P V U,15585170.77
56,B P U V,534914624.7
56,B T P U V,15584245.87
57,P T,596.0
57,U P,70103.82885
57,V P U,154481.262
57,B P U,3655217.375
57,V U,2565.224631
57,B U,72437.50662
57,B V U,78657.06607
57,U T P,300.4540062
57,V T P U,1001.031053
57,B T P U,78136.0252
57,V P U,50682.80372
57,B P U,697146.2867
57,B P V U,33415253.23
57,B U V,39069.00713
57,V T P U,217.218541
57,B T P U,7918.281537
57,B T P V U,977585.5549
57,B P U V,1158212.383
57,B T P U V,22877.74761
58,PL P,14961.95563
58,PH P U,21191200.88
58,V P U,2470251.17
58,B P U,3594003.8
58,U P,79919.51442
58,V PH U,5092066.594
58,B PH U,5861412.411
58,U PH,56052.35351
58,B V U,1059767.291
58,U V,33583.88194
58,U B,73219.1653
58,PH P PL U,3331710.667
58,V P PL U,398669.9449
58,B P PL U,272977.4143
58,U P PL,27641.17012
58,V P PH U,4632864471.0
58,B P PH U,2643809091.0
58,U P PH,18561297.68
58,B P V U,445013010.0
58,U P V,1980466.304
58,U P B,2784762.473
58,B PH V U,1185378475.0
58,U PH V,4731338.707
58,U PH B,5197066.487
58,U V B,863737.7409
58,V P PL PH U,728385525.0
58,B P PL PH U,30142683.71
58,U P PL PH,6419658.458
58,B P PL V U,11299783.83
58,U P PL V,186986.3928
58,U P PL B,219420.7501
58,B P PH V U,594000000000.0
58,U P PH V,4513311503.0
58,U P PH B,2157119124.0
58,U P V B,357231489.4
58,U PH V B,1152633776.0
58,B P PL PH V U,3793014593.0
58,U P PL PH V,1560985599.0
58,U P PL PH B,16498877.18
58,U P PL V B,5570076.768
58,U P PH V B,494000000000.0
58,U P PL PH V B,2470172302.0
59,PL P,9329.910496
59,PH P U,3344743.877
59,V P U,183439.2489
59,B P U,212721.0097
59,U P,17832.54154
59,V PH U,2424090.356
59,B PH U,3593568.026
59,U PH,50585.93538
59,B V U,1177006.057
59,U V,19541.5626
59,U B,59531.98323
59,PH P PL U,2310.616781
59,V P PL U,72822.94271
59,B P PL U,9169.131693
59,U P PL,7079.281881
59,V P PH U,450771413.7
59,B P PH U,32581923.79
59,U P PH,336577.3351
59,B P V U,8886693.492
59,U P V,65433.83145
59,U P B,94750.02277
59,B PH V U,445003936.8
59,U PH V,142438.1618
59,U PH B,408954.4824
59,U V B,182421.1735
59,V P PL PH U,311402.018
59,B P PL PH U,1404412.054
59,U P PL PH,88516.17737
59,B P PL V U,383052.2573
59,U P PL V,25976.36105
59,U P PL B,89408.852
59,B P PH V U,4050766607.0
59,U P PH V,2696375.659
59,U P PH B,3514877.621
59,U P V B,1192453.09
59,U PH V B,3129856.419
59,B P PL PH V U,174604344.6
59,U P PL PH V,709117.4634
59,U P PL PH B,3316739.816
59,U P PL V B,1125233.1
59,U P PH V B,131510777.6
59,U P PL PH V B,124097359.6
60,P C,175934.265
60,PL C P,30022.81557
60,V C P,860621.0671
60,PL P,15050.2513
60,V P,332827.8177
60,B P U,3722463.855
60,U P,60216.64465
60,V PL P,535209.2025
60,U B,70887.2638
60,PL C P,30022.81557
60,V C P,860621.0671
60,B C P U,7754114.123
60,U C P,118041.0839
60,V C PL P,1005457.764
60,V P PL,535209.2025
60,B P PL U,287963.0421
60,U P PL,27981.30718
60,B P V U,19139025.77
60,U P V,262711.0048
60,U P B,446900.0398
60,V C P PL,1005457.764
60,B C P PL U,29947.75335
60,U C P PL,18307.67084
60,B C P V U,858000.0
60,U C P V,234100.8752
60,U C P B,899192.6373
60,B P PL V U,1453316.682
60,U P PL V,120357.0594
60,U P PL B,162935.8265
60,U P V B,2066496.136
60,B C P PL V U,1002943.946
60,U C P PL V,613120.037
60,U C P PL B,139460.9596
60,U C P V B,1840000.0
60,U P PL V B,739415.0425
60,U C P PL V B,4670518.135
61,P C,28323.7417
61,PL C P,25744.84336
61,V C P,644985.7947
61,PL P,4031.817444
61,V P,51742.59581
61,B P U,200336.1429
61,U P,18619.71578
61,V PL P,356039.8758
61,U B,69500.41923
61,PL C P,8120.263493
61,V C P,131357.0932
61,B C P U,27848.69818
61,U C P,24058.21248
61,V C PL P,628042.9292
61,V P PL,30159.16965
61,B P PL U,3964.196126
61,U P PL,3424.629478
61,B P V U,50874.77315
61,U P V,43950.20889
61,U P B,121994.3909
61,V C P PL,60985.35592
61,B C P PL U,7984.071088
61,U C P PL,6897.359346
61,B C P V U,129153.9826
61,U C P V,111574.8368
61,U C P B,232242.7165
61,B P PL V U,29653.34248
61,U P PL V,25617.22668
61,U P PL B,111768.3766
61,U P V B,352621.0691
61,B C P PL V U,59962.51444
61,U C P PL V,51801.01791
61,U C P PL B,4861.888002
61,U C P V B,78648.12218
61,U P PL V B,323037.1634
61,U C P PL V B,36514.0824
62,P C,1290.532485
62,PL C P,1596.971049
62,V C P,56462.86192
62,PL P,3714.286164
62,V P,60656.00324
62,B P U,149441.5224
62,U P,16200.49617
62,V PL P,535209.2025
62,U B,84477.14389
62,PL C P,389.1989603
62,V C P,9464.497059
62,B C P U,1269.262689
62,U C P,1285.180012
62,V C PL P,53547.989
62,V P PL,29036.19817
62,B P PL U,71313.59707
62,U P PL,7730.887893
62,B P V U,721680.2354
62,U P V,68873.66539
62,U P B,149131.532
62,V C P PL,3067.178341
62,B C P PL U,382.7844124
62,U C P PL,387.5847609
62,B C P V U,9308.508797
62,U C P V,9425.243138
62,U C P B,14178.99474
62,B P PL V U,344386.3037
62,U P PL V,32866.5604
62,U P PL B,71165.66944
62,U P V B,720364.4328
62,B C P PL V U,3016.626915
62,U C P PL V,3054.457245
62,U C P PL B,381.9903929
62,U C P V B,9289.199918
62,U P PL V B,343758.4018
62,U C P PL V B,3010.369449
63,P C,68926.40661
63,PL C P,19946.61002
63,V C P,3385.146503
63,PL P,7840.814268
63,V P,754.0518587
63,B P U,410386.3356
63,U P,37082.98129
63,V PL P,2660.072547
63,U B,66951.23476
63,PL C P,12229.79077
63,V C P,1346.199416
63,B C P U,67794.2428
63,U C P,57317.45862
63,V C PL P,3783.576609
63,V P PL,989.3382582
63,B P PL U,7712.023481
63,U P PL,6520.223083
63,B P V U,741.6660364
63,U P V,627.050478
63,U P B,212382.5814
63,V C P PL,1600.86948
63,B C P PL U,12028.90802
63,U C P PL,10169.98508
63,B C P V U,1324.087161
63,U C P V,1119.465429
63,U C P B,328214.267
63,B P PL V U,973.0876944
63,U P PL V,822.7087044
63,U P PL B,103129.2733
63,U P V B,5447.028925
63,B C P PL V U,1574.574093
63,U C P PL V,1331.242621
63,U C P PL B,6225.184207
63,U C P V B,685.2397968
63,U P PL V B,2644.98214
63,U C P PL V B,814.8714552
64,P C,3879.345204
64,PL C P,27222.25186
64,PH C P,669369.5134
64,V C U,10886290.25
64,U C,166974.439
64,PL P,199.6018684
64,PH P,9237.755851
64,PH PL P,30248.53326
64,U V,37539.62361
64,PL C P,624.6101382
64,PH C P,22057.66726
64,V C P U,243713.2439
64,U C P,3861.301491
64,PH C PL P,106631.5899
64,V C PL U P,27013.41709
64,U C PL P,27095.635
64,V C PH U P,664234.4632
64,U C PH P,666256.124
64,U C V,10886290.25
64,PH P PL,1013.374273
64,PH C P PL,3579.621797
64,V C P PL U,619.8184584
64,U C P PL,621.7049349
64,V C P PH U,21888.45246
64,U C P PH,21955.07205
64,U C P V,243713.2439
64,V C PL PH U P,105813.5686
64,U C PL PH P,106135.6222
64,U C PL V P,1612107.203
64,U C PH V P,10560242.3
64,V C P PL PH U,3552.160825
64,U C P PL PH,3562.972164
64,U C P PL V,619.8184584
64,U C P PH V,21888.45246
64,U C PL PH V P,6314744.092
64,U C P PL PH V,3552.160825
65,P C,18182.98845
65,PL C P,23691.04983
65,PH C P,147284.3413
65,V C U,7416948.633
65,U C,46878.68871
65,PL P,1306.16325
65,PH P,18504.10761
65,PH PL P,26095.16402
65,U V,25457.29057
65,PL C P,3270.646985
65,PH C P,32556.71196
65,V C P U,16634.10929
65,U C P,6666.896969
65,PH C PL P,45017.75696
65,V C PL U P,23574.12206
65,U C PL P,7864.527867
65,V C PH U P,146557.4157
65,U C PH P,54002.64819
65,U C V,180215.4736
65,PH P PL,7688.119788
65,PH C P PL,13484.67166
65,V C P PL U,3254.504624
65,U C P PL,1199.201469
65,V C P PH U,32396.02749
65,U C P PH,11937.10511
65,U C P V,24616.7455
65,V C PL PH U P,44795.57068
65,U C PL PH P,16506.0187
65,U C PL V P,30233.55929
65,U C PH V P,3561.021572
65,V C P PL PH U,13418.11772
65,U C P PL PH,4944.232179
65,U C P PL V,79.07727573
65,U C P PH V,787.1519308
65,U C PL PH V P,1088.43345
65,U C P PL PH V,326.0306306
66,P C,160169.1144
66,PL C P,30876.14412
66,PH C P,171643.0044
66,V C U,353040.6266
66,U C,163265.5596
66,PL P,10880.68351
66,PH P,71883.92665
66,PH PL P,14229.25985
66,U V,1676.954403
66,PL C P,28473.79086
66,PH C P,155971.9592
66,V C P U,325790.2867
66,U C P,155646.3574
66,PH C PL P,33219.23211
66,V C PL U P,59201.53148
66,U C PL P,27378.0705
66,V C PH U P,5513.666028
66,U C PH P,166796.2547
66,U C V,348840.4401
66,PH P PL,13377.53274
66,PH C P PL,29393.07301
66,V C P PL U,914.6599008
66,U C P PL,27669.76545
66,V C P PH U,5010.267071
66,U C P PH,151567.7189
66,U C P V,321914.3023
66,V C PL PH U P,1067.097096
66,U C PL PH P,32281.20786
66,U C PL V P,58497.20043
66,U C PH V P,86634.05292
66,V C P PL PH U,944.1898824
66,U C P PL PH,28563.08948
66,U C P PL V,53945.75968
66,U C P PH V,4950.659041
66,U C PL PH V P,16766.8745
66,U C P PL PH V,932.956689
67,P C,5503.782466
67,PL C P,21335.13469
67,PH C P,68297.46644
67,V C U,7407087.553
67,U C,37636.75531
67,PL P,373.2028334
67,PH P,2635.768632
67,PH PL P,4318.636359
67,U V,22613.97018
67,PL C P,935.4494269
67,PH C P,4575.581344
67,V C P U,3919.769713
67,U C P,1621.982369
67,PH C PL P,11317.1419
67,V C PL U P,21229.82578
67,U C PL P,6287.532714
67,V C PH U P,67960.35436
67,U C PH P,20127.48271
67,U C V,67433.53289
67,PH P PL,279.0085217
67,PH C P PL,768.7718455
67,V C P PL U,930.8321062
67,U C P PL,275.6799504
67,V C P PH U,4552.996556
67,U C P PH,1348.438517
67,U C P V,2791.458551
67,V C PL PH U P,11261.28119
67,U C PL PH P,3335.198065
67,U C PL V P,193.2746366
67,U C PH V P,618.7056327
67,V C P PL PH U,764.9772351
67,U C P PL PH,226.5595319
67,U C P PL V,8.474221076
67,U C P PH V,41.45011664
67,U C PL PH V P,102.5218036
67,U C P PL PH V,6.964291589
68,P C,175934.265
68,PL C P,30022.81557
68,PH C P,704085.0
68,V C P,858310.8576
68,B C U,15891541.62
68,PL P,15050.2513
68,PH P,303187.0
68,V P,331930.5118
68,PH PL P,86144.24986
68,V PL P,461225.2179
68,V PH P,1567128.66
68,PL C P,30022.81557
68,PH C P,704085.0
68,V C P,858310.8576
68,B C P U,15891541.62
68,PH C PL P,171339.1417
68,V C PL P,1100199.917
68,B C PL U P,30001.90883
68,V C PH P,4070000.0
68,B C PH U P,704000.0
68,B C V U P,858000.0
68,PH P PL,86144.24986
68,V P PL,461225.2179
68,V P PH,1567128.66
68,V PL PH P,3825757.93
68,PH C P PL,171339.1417
68,V C P PL,1100199.917
68,B C P PL U,30001.90883
68,V C P PH,4070000.0
68,B C P PH U,704000.0
68,B C P V U,858000.0
68,V C PL PH P,9132412.712
68,B C PL PH U P,171219.8276
68,B C PL V U P,1099433.78
68,B C PH V U P,4060000.0
68,V P PL PH,3825757.93
68,V C P PL PH,9132412.712
68,B C P PL PH U,171219.8276
68,B C P PL V U,1099433.78
68,B C P PH V U,4060000.0
68,B C PL PH V U P,9130000.0
68,B C P PL PH V U,9130000.0
69,P C,74457.79347
69,PL C P,20661.55797
69,PH C P,529790.0
69,V C P,585183.445
69,B C U,10231155.86
69,PL P,7439.023815
69,PH P,218457.6526
69,V P,139392.3241
69,PH PL P,78059.15104
69,V PL P,479293.8683
69,V PH P,1567128.66
69,PL C P,11398.46108
69,PH C P,385160.3778
69,V C P,246773.4659
69,B C P U,74386.07245
69,PH C PL P,116919.75
69,V C PL P,677502.7519
69,B C PL U P,20641.65585
69,V C PH P,2750000.0
69,B C PH U P,529000.0
69,B C V U P,585000.0
69,PH P PL,44259.22598
69,V P PL,84403.56379
69,V P PH,841961.9112
69,V PL PH P,3581311.996
69,PH C P PL,68255.89214
69,V C P PL,132280.3199
69,B C P PL U,11387.48158
69,V C P PH,1490222.795
69,B C P PH U,384789.3744
69,B C P V U,246535.7629
69,V C PL PH P,4970864.626
69,B C PL PH U P,116807.1278
69,B C PL V U P,676850.1514
69,B C PH V U P,2750000.0
69,V P PL PH,538274.3134
69,V C P PL PH,846059.9876
69,B C P PL PH U,68190.14507
69,B C P PL V U,132152.9016
69,B C P PH V U,1490000.0
69,B C PL PH V U P,4970000.0
69,B C P PL PH V U,845245.0254
70,P C,23885.95286
70,PL C P,29191.27159
70,PH C P,691649.4948
70,V C P,650385.0205
70,B C U,15516114.7
70,PL P,5522.762161
70,PH P,71149.0165
70,V P,58600.85769
70,PH PL P,86144.24986
70,V PL P,335765.0037
70,V PH P,1207800.075
70,PL C P,9446.981357
70,PH C P,134947.228
70,V C P,118487.5206
70,B C P U,2133693.663
70,PH C PL P,165788.2158
70,V C PL P,784571.4059
70,B C PL U P,2377411.615
70,V C PH P,3100000.0
70,B C PH U P,15500000.0
70,B C V U P,645000.0
70,PH P PL,34782.9061
70,V P PL,70158.32432
70,V P PH,389344.3822
70,V PL PH P,2738844.089
70,PH C P PL,59644.02726
70,V C P PL,141273.217
70,B C P PL U,9371.689979
70,V C P PH,787276.0859
70,B C P PH U,133871.7138
70,B C P V U,117543.1884
70,V C PL PH P,6412947.093
70,B C PL PH U P,13502215.16
70,B C PL V U P,778318.4601
70,B C PH V U P,3070000.0
70,V P PL PH,472380.165
70,V C P PL PH,951203.7933
70,B C P PL PH U,59168.67108
70,B C P PL V U,140147.2853
70,B C P PH V U,781001.5841
70,B C PL PH V U P,6360000.0
70,B C P PL PH V U,943622.8061
71,P C,175934.265
71,PL C P,30022.81557
71,PH C P,183699.086
71,V C P,92563.37393
71,B C U,15891541.62
71,PL P,15050.2513
71,PH P,79671.2584
71,V P,35587.2793
71,PH PL P,14652.78285
71,V PL P,105934.5377
71,V PH P,48456.52634
71,PL C P,30022.81557
71,PH C P,183699.086
