QueryID,Tables,factorjoin_Estimate
32,V PH U,13042153.144061323
32,U PH,141801.26726739676
32,U V,28212.70742154233
32,V C PH U,53709371849.85269
32,U C PH,4056338.61174105
32,U C V,1974779.6868441915
32,U PH V,1349552.6774949622
32,U C PH V,297503054.5925564
33,PH C U,266326115.0
33,V C U,615724.5145133645
33,U C,39463.445488081066
33,V PH U,531577.526468151
33,U PH,71789.10960672579
33,U V,649.3833493307984
33,V C PH U,2769575151.8907223
33,U C PH,598207.9573212859
33,U C V,39771.80494292984
33,U PH V,29440.572107929576
33,U C PH V,4066189.4175849673
34,V C U,3619342.620622564
34,B C U,3747565.1056638793
34,U C,23244.60267448824
34,B V U,1611310.0
34,U V,34524.34196160962
34,U B,79570.09131407103
34,B C V U,717323478.2273929
34,U C V,3352767.8959881496
34,U C B,3381111.943853082
34,U V B,1542635.3756940211
34,U C V B,630890738.1646899
35,V C U,484552.9949147226
35,B C U,12392805.0
35,U C,108183.46167216316
35,B V U,64606.66659034464
35,U V,1019.6416246813852
35,U B,77164.95624407205
35,B C V U,106875179.80728826
35,U C V,220660.95462881125
35,U C B,4924179.016536624
35,U V B,46245.670576420016
35,U C V B,19196314.782982007
36,V C U,481364.62471228
36,B C U,12392805.0
36,U C,72413.0164218777
36,B V U,64181.55319140248
36,U V,919.0908772424392
36,U B,69824.3077337522
36,B C V U,106171938.58856826
36,U C V,134957.18836449532
36,U C B,1645989.826822101
36,U V B,35216.641024305005
36,U C V B,9074331.38602164
37,PL C P,147999.0
37,PH C P,1039132.192221027
37,V C P,963474.0
37,PH PL P,90004.03189051614
37,V PL P,78582.0
37,V PH P,1296219.7296531596
37,PH C PL P,1335598.3507956774
37,V C PL P,1355009.0
37,V C PH P,7267859.851711423
37,V PL PH P,815906.6628263893
37,V C PL PH P,14362712.291090284
38,PH C U,4059400.018306007
38,B C U,12069932.469347533
38,U C,129777.8083634732
38,B PH U,1018567.5379930628
38,U PH,41393.214933369774
38,U B,78348.05250682085
38,B C PH U,395153942.5822272
38,U C PH,4059400.018306007
38,U C B,12069932.469347533
38,U PH B,1018567.5379930628
38,U C PH B,395153942.5822272
39,PH C U,85716142.89269286
39,B C U,12248265.9502467
39,U C,60138.70842319117
39,B PH U,7371139.240180644
39,U PH,23499.19951856404
39,U B,66895.99760078266
39,B C PH U,21919289345.32675
39,U C PH,1312356.2338207243
39,U C B,1060348.4085410447
39,U PH B,589248.8031596097
39,U C PH B,57657234.13267144
40,P PL,10178.335795373852
40,U P,49251.37682925202
40,B P U,4777494.546966313
40,B U,66134.79503490505
40,U PL P,10109.968711832897
40,B PL P U,4877146.89985041
40,B P U,705638.544139005
40,B PL P U,731903.3033696263
41,P PL,4492.911010900283
41,U P,1249.8792034607227
41,B P U,72694.47338071541
41,B U,63386.1844795156
41,U PL P,4122.973407259235
41,B PL P U,466187.1603874519
41,B P U,24945.79103203008
41,B PL P U,145170.34103624662
42,P PH,239867.2852846688
42,V PH P,1432995.0
42,V P,161821.96134817775
42,U P,41441.04197967898
42,V PH P,1152591.5334080935
42,U PH P,238515.77682127967
42,U P V,159175.29392281693
42,U PH P V,1144396.601888623
43,P PH U,1707781.1084886785
43,U PH,41611.642592592594
43,B PH U,1037933.0
43,U P,70727.01209931796
43,B P U,4921357.685633577
43,B U,74565.01614396067
43,U PH P,1428915.9189321448
43,B PH P U,137279064.4095355
43,B PH U,952675.5814814814
43,B P U,1825658.742005889
43,B PH P U,90579253.86588816
44,P PH U,11499564.294114891
44,U PH,131200.48210901656
44,B PH U,16414303.459823668
44,U P,32188.714477164605
44,B P U,1402562.8369701996
44,B U,67105.00484645317
44,U PH P,949342.9655933896
44,B PH P U,2644182269.6686106
44,B PH U,1109421.451494852
44,B P U,551438.6355704514
44,B PH P U,37100294.716218606
45,V PH U,4602569.0
45,U PH,5518.292447577545
45,B PH U,5121577.655042752
45,U V,11692.596911998236
45,B V U,1603497.019840732
45,B U,10099.3593267129
45,U PH V,117607.93623596124
45,B PH V U,695541558.7891189
45,B PH U,79665.9614086398
45,B V U,158771.42927960795
45,B PH V U,2211835.4801838608
46,P C,78160.56769499826
46,PL C P,132645.06674536824
46,PH C P,1026597.4148845676
46,V C P,930037.2303523036
46,PL P,9106.021147379231
46,PH P,81237.41140061384
46,V P,56909.3961389489
46,PH PL P,79906.89459272998
46,V PL P,72475.85490049914
46,V PH P,1392300.6613634753
46,PL C P,122748.08256157755
46,PH C P,599272.7065181662
46,V C P,432614.44661266514
46,PH C PL P,1199450.273181315
46,V C PL P,1249342.490793041
46,V C PH P,6997324.432128478
46,PH P PL,71902.69269391237
46,V P PL,44212.96020822093
46,V P PH,455163.3681011443
46,V PL PH P,755430.7561978585
46,PH C P PL,1079662.024297402
46,V C P PL,798498.0616151164
46,V C P PH,3615073.5085120928
46,V C PL PH P,13275480.332247514
46,V P PL PH,409049.4531956177
46,V C P PL PH,7668053.314620008
47,P C U,14225178.171292145
47,PH C U,4374265.0
47,V C U,13712269.62295082
47,U C,171470.0
47,PH P U,1456149.5733270457
47,V P U,1838524.4712900736
47,U P,39242.02112741862
47,V PH U,1466240.901639344
47,U PH,42167.0
47,U V,34489.19672131148
47,PH C P U,822833167.0458025
47,V C P U,3648393655.90982
47,U C P,14225178.171292145
47,V C PH U,561515792.6229508
47,U C PH,4374265.0
47,U C V,13712269.62295082
47,V P PH U,167781576.4923606
47,U P PH,1456149.5733270457
47,U P V,1838524.4712900736
47,U PH V,1466240.901639344
47,V C P PH U,120804669400.6136
47,U C P PH,822833167.0458025
47,U C P V,3648393655.90982
47,U C PH V,561515792.6229508
47,U P PH V,167781576.4923606
47,U C P PH V,120804669400.6136
48,PH C U,438395.0
48,B C U,17932241.0
48,V C U,13746590.999999998
48,U C,41992.99411030874
48,B PH U,33894.0
48,V PH U,63285.0
48,U PH,249.91891610691047
48,V B U,1611310.0
48,U B,57921.79113476076
48,U V,23164.965136600666
48,B C PH U,125019191.0
48,V C PH U,85850837.99999999
48,U C PH,22069.59709844916
48,V C B U,3126349189.9999995
48,U C B,600708.8298622135
48,U C V,863533.338359141
48,V PH B U,6790375.0
48,U PH B,7739.980385184447
48,U PH V,23498.62010753587
48,U B V,456143.3535936122
48,V C PH B U,23595321833.0
48,U C PH B,1146355.9867024077
48,U C PH V,3767318.359157859
48,U C B V,40183751.661348365
48,U PH B V,1059403.3395697812
48,U C PH B V,219725666.57969943
49,P C U,13407767.987544632
49,V C U,3645839.344262294
49,B C U,3737889.45494384
49,U C,13880.962511355849
49,V P U,3710082.7701390646
49,B P U,4779862.015458353
49,U P,71983.0667292519
49,B V U,1582999.920480933
49,U V,31847.209456120017
49,U B,73784.58234670633
49,V C P U,2663637006.162753
49,B C P U,3548313573.946282
49,U C P,2232028.863987924
49,B C V U,697874776.3334985
49,U C V,1577457.086934577
49,U C B,851810.7477676478
49,B P V U,619038218.5190843
49,U P V,1835517.0899483685
49,U P B,2013967.966923555
49,U V B,1048544.2678496988
49,B C P V U,750206080500.6528
49,U C P V,292505867.60851973
49,U C P B,217794787.88906345
49,U C V B,121821700.34941384
49,U P V B,137885356.08773375
49,U C P V B,29338480500.007
50,P C U,700811.3210599729
50,V C U,3668968.0
50,B C U,3795341.000000001
50,U C,4341.061598028906
50,V P U,323125.84650402
50,B P U,183772.8110071351
50,U P,2562.399680836624
50,B V U,1611310.0
50,U V,20451.26334832776
50,U B,58582.98017580629
50,V C P U,151188153.9129276
50,B C P U,134631672.08688968
50,U C P,41950.88685800461
50,B C V U,726290795.9999999
50,U C V,233062.4893743221
50,U C B,89046.63732250014
50,B P V U,33920215.8246126
50,U P V,99864.7225639403
50,U P B,46308.072462560434
50,U V B,324339.48412486224
50,B C P V U,35119452407.73996
50,U C P V,5215994.465145595
50,U C P B,1388367.2969260989
50,U C V B,7351435.960456016
50,U P V B,2658938.711979492
50,U C P V B,224906246.8418408
51,P C U,14829993.684292443
51,PH C U,62272042.0
51,B C U,17374568.596934196
51,U C,75818.32142857142
51,PH P U,5166442.953046384
51,B P U,1454365.920360476
51,U P,33836.79008349842
51,B PH U,5054534.8120320095
51,U PH,59527.78571428572
51,U B,66979.48362720589
51,PH C P U,15619861791.087616
51,B C P U,3424462259.4321017
51,U C P,1266008.035250503
51,B C PH U,15523856085.059616
51,U C PH,2517820.714285714
51,U C B,1393558.5948044355
51,B P PH U,784640213.1706631
51,U P PH,968970.4579913192
51,U P B,589484.8419509401
51,U PH B,1149804.3721405007
51,B C P PH U,4352901907067.357
51,U C P PH,135173039.81213614
51,U C P B,56356853.9563047
51,U C PH B,106328472.4051031
51,U P PH B,38514109.120950274
51,U C P PH B,7364491693.163481
52,P C U,1884787.921739476
52,PH C U,266326115.0
52,B C U,17957153.28427574
52,U C,82227.22360993446
52,PH P U,1532457.5611287437
52,B P U,185489.7395596752
52,U P,3636.4286607305057
52,B PH U,16391607.060716672
52,U PH,148912.361636509
52,U B,69487.4100224525
52,PH C P U,8263764081.076368
52,B C P U,457690539.7542208
52,U C P,222237.3006844533
52,B C PH U,80445410833.10698
52,U C PH,4103673.746318942
52,U C B,1708033.961683887
52,B P PH U,361731964.3073586
52,U P PH,159379.5395627297
52,U P B,89399.91052216009
52,U PH B,1491705.297153621
52,B C P PH U,2692100784452.1304
52,U C P PH,35523318.664878204
52,U C P B,12132665.28780943
52,U C PH B,173986287.30420566
52,U P PH B,8103286.816066615
52,U C P PH B,2530658820.7886715
53,PL C P,194534.0
53,P C,128174.0
53,P PL,10389.0
53,U P,40542.111328780025
53,B P U,1472990.3958586324
53,B U,79851.0
53,P C PL,182289.0
53,U C P,127903.82260873816
53,B C P U,5129036.492722456
53,U PL P,10376.525621118011
53,B PL P U,4511375.594632878
53,B P U,1472990.3958586322
53,U C PL P,182094.04736024849
53,B C PL P U,184539.0
53,B C P U,5129036.492722456
53,B PL P U,4511375.594632878
53,B C PL P U,184539.0
54,PL C P,169686.94805870648
54,P C,9253.38129211597
54,P PL,1966.981630465908
54,U P,1033.960575265673
54,B P U,35773.94291014694
54,B U,77803.55140681431
54,P C PL,20156.703329220945
54,U C P,8975.038050737447
54,B C P U,335174.3924847989
54,U PL P,1935.4040431796589
54,B PL P U,97525.69735123291
54,B P U,31837.916110937167
54,U C PL P,19649.878692942995
54,B C PL P U,75116.50966996152
54,B C P U,291933.3902125598
54,B PL P U,87061.33037016034
54,B C PL P U,74820.00493468257
55,P T,596.0
55,U P,60618.0
55,PH P U,55030611.99999999
55,B P U,4835658.873044195
55,PH U,151003.0
55,B U,69045.10426740476
55,B PH U,16253909.556753704
55,U T P,596.0
55,PH T P U,9217961.0
55,B T P U,1002357.0723755502
55,PH P U,2839122.0
55,B P U,1181002.537765817
55,B P PH U,12664898564.732738
55,B U PH,1776480.8659026213
55,PH T P U,1128213.0
55,B T P U,490412.1207414779
55,B T P PH U,1938162652.6634755
55,B P U PH,165489421.77602717
55,B T P U PH,74252594.0823073
56,P T,596.0
56,U P,90373.0
56,V P U,3790421.0
56,B P U,4921776.0
56,V U,34773.0
56,B U,79851.0
56,B V U,1611310.0
56,U T P,596.0
56,V T P U,1475602.0
56,B T P U,1011391.0
56,V P U,3790421.0
56,B P U,4921776.0
56,B P V U,655288030.0
56,B U V,1611310.0
56,V T P U,1475602.0
56,B T P U,1011391.0
56,B T P V U,156796108.0
56,B P U V,655288030.0
56,B T P U V,156796108.0
57,P T,596.0
57,U P,72632.6495671373
57,V P U,164045.47814207652
57,B P U,4868254.0
57,V U,983.6615479322676
57,B U,73671.22741023207
57,B V U,63718.55191256831
57,U T P,596.0
57,V T P U,84913.60200364298
57,B T P U,1006625.0
57,V P U,82376.10754401943
57,B P U,1872762.1275295075
57,B P V U,29697241.51639344
57,B U V,42498.17250219254
57,V T P U,69656.69126526345
57,B T P U,597376.1597883598
57,B T P V U,8703065.63752277
57,B P U V,6205143.666059502
57,B T P U V,4914366.495277609
58,PL P,11102.0
58,PH P U,27452776.324818805
58,V P U,3779456.882995427
58,B P U,4852757.070120332
58,U P,87374.53684035868
58,V PH U,8281534.999225408
58,B PH U,7534843.30195001
58,U PH,61855.95695469178
58,B V U,1603505.939483751
58,U V,34217.984033200104
58,U B,77983.85023370333
58,PH P PL U,26409813.322971623
58,V P PL U,3802471.6259789793
58,B P PL U,4842603.874171745
58,U P PL,11102.0
58,V P PH U,6155772621.019493
58,B P PH U,6042005901.529713
58,U P PH,23142838.489232782
58,B P V U,645059512.2976916
58,U P V,3322705.499537399
58,U P B,4378193.344258515
58,B PH V U,1648208565.9114714
58,U PH V,6880861.462291801
58,U PH B,6296741.989088518
58,U V B,1472165.3808006565
58,V P PL PH U,6178224711.917287
58,B P PL PH U,5896847767.518206
58,U P PL PH,22074670.846354723
58,B P PL V U,648604298.0473773
58,U P PL V,3342969.553696841
58,U P PL B,4357029.498294918
58,B P PH V U,1685929087801.1982
58,U P PH V,4570302219.860359
58,U P PH B,4694739867.097861
58,U P V B,506882129.80690825
58,U PH V B,1242138169.493924
58,B P PL PH V U,1694075018471.5786
58,U P PL PH V,4583282363.987828
58,U P PL PH B,4541707593.01631
58,U P PL V B,509594669.7167168
58,U P PH V B,1206582972849.493
58,U P PL PH V B,1211860427898.7976
59,PL P,10043.476924798966
59,PH P U,1536336.8426310462
59,V P U,781059.6306450764
59,B P U,450895.7183079302
59,U P,8794.502349317198
59,V PH U,4597008.234010797
59,B PH U,5156708.0
59,U PH,62204.9811054524
59,B V U,1609171.256094061
59,U V,28451.6434420816
59,U B,70111.31821496075
59,PH P PL U,11345382.08541504
59,V P PL U,3299508.063983544
59,B P PL U,3463951.414341595
59,U P PL,9942.64396335244
59,V P PH U,318376742.1022176
59,B P PH U,249845981.8204049
59,U P PH,457889.44042388
59,B P V U,82455955.55605169
59,U P V,499480.7503662981
59,U P B,224615.38804857503
59,B PH V U,702409135.8141202
59,U PH V,1439193.2152381346
59,U PH B,1401477.0960127204
59,U V B,740941.5082108807
59,V P PL PH U,2186774036.2842298
59,B P PL PH U,2086675951.435223
59,U P PL PH,1945174.2021635023
59,B P PL V U,548852242.1839404
59,U P PL V,1009274.5657347856
59,U P PL B,1046977.1338539706
59,B P PH V U,70617078370.07088
59,U P PH V,61478453.655980416
59,U P PH B,27692896.87590456
59,U P V B,24277320.476653524
59,U PH V B,78593078.06186146
59,B P PL PH V U,565915560757.1619
59,U P PL PH V,143951870.79605186
59,U P PL PH B,102245321.22168384
59,U P PL V B,52873405.39985704
59,U P PH V B,4175758603.4881535
59,U P PL PH V B,10094817972.714828
60,P C,174305.0
60,PL C P,195218.0
60,V C P,963474.0
60,PL P,11102.0
60,V P,328064.0
60,B P U,4921776.0
60,U P,65722.41570351679
60,V PL P,371124.0
60,U B,72859.30714113425
60,PL C P,195218.0
60,V C P,963474.0
60,B C P U,5134072.0
60,U C P,174201.26128052032
60,V C PL P,6042090.0
60,V P PL,371124.0
60,B P PL U,4911531.0
60,U P PL,11101.0
60,B P V U,5134072.0
60,U P V,242171.18590792653
60,U P B,1357027.2359313583
60,V C P PL,6042090.0
60,B C P PL U,195218.0
60,U C P PL,195213.0
60,B C P V U,963474.0
60,U C P V,962471.0640059252
60,U C P B,1395514.9339675163
60,B P PL V U,371124.0
60,U P PL V,371032.0
60,U P PL B,1392654.9339675163
60,U P V B,1395514.9339675163
60,B C P PL V U,6042090.0
60,U C P PL V,6041630.0
60,U C P PL B,195213.0
60,U C P V B,962830.0
60,U P PL V B,371032.0
60,U C P PL V B,6041630.0
61,P C,80206.11874691208
61,PL C P,170716.36445897902
61,V C P,925964.1268222672
61,PL P,7177.740461458163
61,V P,68503.74573881328
61,B P U,556253.7293135471
61,U P,11510.198391143234
61,V PL P,294167.98789167416
61,U B,77739.55435213953
61,PL C P,127867.10034371342
61,V C P,461322.9110305787
61,B C P U,4842482.734663283
61,U C P,78854.1141995198
61,V C PL P,5138177.595320631
61,V P PL,66355.326941456
61,B P PL U,3434036.793978696
61,U P PL,7159.328379907825
61,B P V U,3474656.24929645
61,U P V,65046.21490370337
61,U P B,452201.45674734126
61,V C P PL,1294968.3196883027
61,B C P PL U,135090.22037377473
61,U C P PL,127592.98023037642
61,B C P V U,652580.7600234139
61,U C P V,454704.3993307421
61,U C P B,3495290.8054827345
61,B P PL V U,77785.89112233237
61,U P PL V,65933.38596585779
61,U P PL B,2631017.959143588
61,U P V B,2639279.740056164
61,B C P PL V U,1511076.4751066186
61,U C P PL V,1287855.8151780604
61,U C P PL B,135090.22037377473
61,U C P V B,652580.7600234139
61,U P PL V B,77785.89112233237
61,U C P PL V B,1511076.4751066186
62,P C,5835.7233200903975
62,PL C P,30177.29886469203
62,V C P,46694.021626890026
62,PL P,7814.802173662926
62,V P,46597.32316071978
62,B P U,357688.1068126147
62,U P,8660.633923014953
62,V PL P,371124.0
62,U B,79851.0
62,PL C P,26399.44661681333
62,V C P,28849.50677010586
62,B C P U,4045092.099400983
62,U C P,5832.270607377756
62,V C PL P,565730.6767770306
62,V P PL,68797.44636289643
62,B P PL U,2245160.9064670014
62,U P PL,7803.153978100995
62,B P V U,2097035.40110861
62,U P V,45615.811381509935
62,U P B,357688.1068126147
62,V C P PL,222990.0778311999
62,B C P PL U,27036.237926025155
62,U C P PL,26383.482867728704
62,B C P V U,32583.371508372154
62,U C P V,28813.6777955017
62,U C P B,4045092.099400983
62,B P PL V U,101994.0
62,U P PL V,68586.16821249561
62,U P PL B,2245160.9064670014
62,U P V B,2097035.40110861
62,B C P PL V U,241043.35293305875
62,U C P PL V,222556.1871424009
62,U C P PL B,27036.237926025155
62,U C P V B,32583.371508372154
62,U P PL V B,101994.0
62,U C P PL V B,241043.35293305875
63,P C,118839.63231306
63,PL C P,170091.3480444765
63,V C P,743890.120809437
63,PL P,9725.638847307478
63,V P,155704.93555034936
63,B P U,1532668.808665485
63,U P,35931.48691965334
63,V PL P,321573.47319543635
63,U B,72128.90755995503
63,PL C P,170090.1083490858
63,V C P,653853.9583785096
63,B C P U,5133758.634422037
63,U C P,108834.42978353432
63,V C PL P,5121638.272811936
63,V P PL,321550.66280024726
63,B P PL U,4638259.014724761
63,U P PL,9723.510406730917
63,B P V U,4735366.819255729
63,U P V,128199.80981489224
63,U P B,746230.1612938332
63,V C P PL,5121524.22083599
63,B C P PL U,170091.3480444765
63,U C P PL,170056.1386976206
63,B C P V U,743890.120809437
63,U C P V,612072.0762048834
63,U C P B,1282565.0199190455
63,B P PL V U,321573.47319543635
63,U P PL V,321391.2098088128
63,U P PL B,1275778.5210907364
63,U P V B,1277630.727937348
63,B C P PL V U,5121638.272811936
63,U C P PL V,5119068.801523629
63,U C P PL B,170086.3480444765
63,U C P V B,742776.8831219435
63,U P PL V B,321481.47319543635
63,U C P PL V B,5121178.272811936
64,P C,47353.077070541294
64,PL C P,144252.84804043942
64,PH C P,1025454.5223411432
64,V C U,13658528.786321186
64,U C,168728.0
64,PL P,6402.812424839982
64,PH P,46616.42230366841
64,PH PL P,87904.49186973437
64,U V,34537.03227413872
64,PL C P,73699.9386947429
64,PH C P,337826.7138080101
64,V C P U,10125831.61567751
64,U C P,46003.18177949212
64,PH C PL P,1305716.5243748324
64,V C PL U P,14064998.012901677
64,U C PL P,141923.61962539997
64,V C PH U P,4234110.71144541
64,U C PH P,892763.2752462194
64,U C V,13658528.786321182
64,PH P PL,48085.77384174316
64,PH C P PL,626533.5421626306
64,V C P PL U,73699.9386947429
64,U C P PL,73699.9386947429
64,V C P PH U,439966.00601949776
64,U C P PH,323897.51914418576
64,U C P V,10125831.61567751
64,V C PL PH U P,1313720.108937042
64,U C PL PH P,1272839.9251372905
64,U C PL V P,14064998.01290167
64,U C PH V P,4234110.71144541
64,V C P PL PH U,626533.5421626306
64,U C P PL PH,626533.5421626306
64,U C P PL V,14064875.901543962
64,U C P PH V,439966.00601949776
64,U C PL PH V P,1313720.108937042
64,U C P PL PH V,626533.5421626306
65,P C,54137.9272043461
65,PL C P,146373.0290946465
65,PH C P,613325.3425909746
65,V C U,10638876.599984877
65,U C,71794.95174491737
65,PL P,10026.386431109398
65,PH P,41119.382027336615
65,PH PL P,87259.92880384222
65,U V,28523.11404244352
65,PL C P,132880.0597119538
65,PH C P,406131.6361662717
65,V C P U,8273413.214119378
65,U C P,35820.665536802
65,PH C PL P,1284063.9871075395
65,V C PL U P,14158486.374597697
65,U C PL P,122737.7431567078
65,V C PH U P,1088748.844467082
65,U C PH P,375487.3591784488
65,U C V,2181493.080664139
65,PH P PL,78091.20685091856
65,PH C P PL,1156339.8787737093
65,V C P PL U,133256.28602057585
65,U C P PL,116896.72359035088
65,V C P PH U,599868.068220103
65,U C P PH,268609.2334201686
65,U C P V,2092478.703360496
65,V C PL PH U P,1298758.0452471904
65,U C PL PH P,1066216.4278931497
65,U C PL V P,2217312.29691042
65,U C PH V P,1088734.3916864356
65,V C P PL PH U,1159004.5984323318
65,U C P PL PH,1008698.5160370652
65,U C P PL V,2217101.560948519
65,U C P PH V,599868.068220103
65,U C PL PH V P,1298743.5924665437
65,U C P PL PH V,1159004.5984323318
66,P C,169578.01675213675
66,PL C P,147914.0
66,PH C P,761709.5835396225
66,V C U,13556608.41395088
66,U C,168725.7498917813
66,PL P,10857.992136752137
66,PH P,87236.77667682452
66,PH PL P,87312.27678086501
66,U V,34349.624826526546
66,PL C P,143888.25606837607
66,PH C P,750905.3696530098
66,V C P U,13444524.061970048
66,U C P,150900.09547702954
66,PH C PL P,1292563.9196766478
66,V C PL U P,13952862.350568367
66,U C PL P,145305.89471759254
66,V C PH U P,1334732.5329949283
66,U C PH P,700201.6273806578
66,U C V,13556608.393388258
66,PH P PL,85372.51091822385
66,PH C P PL,1257791.8374084502
66,V C P PL U,144101.25606837607
66,U C P PL,142338.97431686005
66,V C P PH U,1322193.3174042937
66,U C P PH,692036.7102024662
66,U C P V,13444524.060174206
66,V C PL PH U P,1297827.7155912833
66,U C PL PH P,1272715.2864828245
66,U C PL V P,13952862.348521668
66,U C PH V P,1334732.5329949283
66,V C P PL PH U,1260231.4492940996
66,U C P PL PH,1243807.153446315
66,U C P PL V,13952851.349922294
66,U C P PH V,1322193.3174042937
66,U C PL PH V P,1297827.7155912833
66,U C P PL PH V,1260231.4492940996
67,P C,27055.08282636112
67,PL C P,127493.41461838128
67,PH C P,476625.4146455588
67,V C U,10638876.599984877
67,U C,47620.65034123827
67,PL P,3273.643229311473
67,PH P,10857.363652953896
67,PH PL P,70721.25065150896
67,U V,22350.301424059293
67,PL C P,64597.465388187054
67,PH C P,171108.00548714315
67,V C P U,3747056.686734116
67,U C P,12569.844524991588
67,PH C PL P,1011357.7053072648
67,V C PL U P,14158486.368929908
67,U C PL P,97681.91669034216
67,V C PH U P,570242.5588780124
67,U C PH P,252171.0999894201
67,U C V,496626.1985422357
67,PH P PL,28238.582464223924
67,PH C P PL,584316.6151289587
67,V C P PL U,64597.465388187054
67,U C P PL,54342.745119513726
67,V C P PH U,200403.86886424723
67,U C P PH,102401.0562785851
67,U C P V,462612.0318993754
67,V C PL PH U P,1011448.5211990844
67,U C PL PH P,803625.5982946046
67,U C PL V P,498975.42322744726
67,U C PH V P,570161.7773887804
67,V C P PL PH U,584316.6151289587
67,U C P PL PH,500071.7903861314
67,U C P PL V,494008.8702072563
67,U C P PH V,200403.86886424723
67,U C PL PH V P,1011210.1688624052
67,U C P PL PH V,584316.6151289587
68,P C,174305.0
68,PL C P,195218.0
68,PH C P,1043973.0
68,V C P,963462.9415652674
68,B C U,18123151.0
68,PL P,11102.0
68,PH P,303187.0
68,V P,327151.99999999994
68,PH PL P,108118.0
68,V PL P,371086.64864188
68,V PH P,1432319.639551204
68,PL C P,195218.0
68,PH C P,1043973.0
68,V C P,963462.9415652674
68,B C P U,17969393.21901727
68,PH C PL P,1927300.0
68,V C PL P,6042090.0
68,B C PL U P,197581.0
68,V C PH P,7283410.766261069
68,B C PH U P,4488242.0
68,B C V U P,19358490.957796067
68,PH P PL,108118.0
68,V P PL,371086.64864188
