QueryID,Tables,lpbound_Estimate
31,B V,2177432.3931766446
31,B P,871879.6350758531
31,P U V,1250433.101841116
31,B U V,2177432.3931766446
31,B P U,871879.6350758531
31,B P V,216805749.79469302
31,B P U V,216805749.79469302
32,U V,23112.999999999985
32,PH U,159930.0000000001
32,PH V,31902493.865157194
32,C V,32725864.28291057
32,C PH,332168379.17193866
32,PH U V,2317091.8028688473
32,C U V,1343333.7655132457
32,C PH U,3860092.014107428
32,C PH V,160853872913.2537
32,C PH U V,420284364.8716747
33,U V,5320.999999999992
33,PH U,65708.99999999999
33,PH V,32093920.35871283
33,C V,32725864.28291057
33,C PH,334206753.7134519
33,PH U V,142281.31437801567
33,C U V,91815.91200875792
33,C PH U,266379.6461556324
33,C PH V,161957524306.71106
33,C PH U V,4548783.866430303
34,C U,24617.00000000002
34,U V,34788.99999999994
34,B U,79850.99999999975
34,C V,7260508.306784454
34,B C,4601350.451337434
34,B V,2177432.3931766446
34,C U V,7260508.3067844715
34,B C U,4601350.451337458
34,B U V,2177432.3931766446
34,B C V,1799147184.8449688
34,B C U V,1799147184.8449688
35,C U,132711.99999999977
35,U V,34769.999999999985
35,B U,79698.9999999998
35,C V,20479330.18707491
35,B C,14309901.204419225
35,B V,2177432.3931766446
35,C U V,20479242.2265746
35,B C U,14309901.20441919
35,B U V,2177423.040915568
35,B C V,5073601439.427478
35,B C U V,5073601439.1528845
36,C U,52517.00000000003
36,U V,13458.000000000007
36,B U,58147.9999999999
36,C V,20479330.18707491
36,B C,14309901.204419225
36,B V,2177432.3931766446
36,C U V,453074.69336523203
36,B C U,469403.15526376216
36,B U V,195301.56023248166
36,B C V,5073601439.427478
36,B C U V,10334790.903819509
37,C PL,120153.50140549385
37,PH PL,116366.58885783135
37,C PH,1208624.8946448064
37,C V,2265966.0693578264
37,PH V,2629711.0586589836
37,C PH PL,1393437.8288129792
37,C PL V,5204443.9239460165
37,PH PL V,4276812.892999275
37,C PH V,22773771.24698911
37,C PH PL V,91431576.31495911
38,C U,132711.99999999977
38,PH U,42166.99999999996
38,B U,79244.99999999994
38,C PH,8151020.284583402
38,B C,14279461.175343635
38,B PH,872278.2747294568
38,C PH U,8151020.284583382
38,B C U,14279461.1753436
38,B PH U,872278.2747294547
38,B C PH,1811881206.6103797
38,B C PH U,1811881206.6103797
39,C U,60194.99999999994
39,PH U,68699.99999999993
39,B U,62862.99999999995
39,C PH,90099291.60225494
39,B C,14309901.204419225
39,B PH,9579664.683605563
39,C PH U,4702291.192802278
39,B C U,581270.8779289202
39,B PH U,1418651.5384393947
39,B C PH,29477029582.84057
39,B C PH U,98878220.72517239
40,P PL,10186.000000000015
40,P U,45128.99999999995
40,B P,4657928.650714281
40,B U,59524.99999999995
40,P PL U,10185.999999999989
40,B P PL,4644816.0
40,B P U,294487.42205907486
40,B P PL U,231500.64524808124
41,P PL,1597.0000000000002
41,P U,12512.999999999993
41,B P,344778.50886474916
41,B U,59524.99999999995
41,P PL U,1597.0000000000002
41,B P PL,578465.466586365
41,B P U,125965.43601475586
41,B P PL U,39924.99999999992
42,P PH,217850.99999999988
42,P U,42188.000000000015
42,P V,154617.00000000012
42,PH V,2629711.0586589836
42,P PH U,217850.99999999988
42,P PH V,1590707.246098846
42,P U V,154617.00000000012
42,P PH U V,1590707.246098842
43,P U,64490.999999999905
43,PH U,42166.99999999996
43,P PH,2725449.909842401
43,B P,4798324.077949289
43,B PH,876610.3257462801
43,P PH U,1004929.1791191036
43,B P U,1034495.8795640465
43,B PH U,512564.4936737211
43,B P PH,518641999.2196588
43,B P PH U,52819806.04339134
44,P U,12830.000000000004
44,PH U,147664.99999999953
44,P PH,5243393.427222103
44,B P,357875.93116888934
44,B PH,22354874.27417925
44,P PH U,579663.5285215027
44,B P U,157315.8005595189
44,B PH U,1150415.8448834887
44,B P PH,966585286.4245361
44,B P PH U,12912969.50469641
45,PH U,5518.000000000002
45,U V,573.9999999999999
45,B U,2570.0000000000005
45,PH V,6922097.319380352
45,B PH,4826516.249365685
45,B V,2177432.3931766446
45,PH U V,16103.302857503999
45,B PH U,25492.305191959396
45,B U V,4245.065938817645
45,B PH V,1507439289.3543963
45,B PH U V,119093.34923842349
46,C P,27554.000000000022
46,P PL,3739.0000000000023
46,P PH,66457.00000000004
46,P V,65079.99999999996
46,C PL,111478.05177701995
46,C PH,1208624.8946448064
46,C V,2265966.0693578264
46,PH PL,107563.37305896444
46,PL V,294779.82880787476
46,PH V,2629711.0586589836
46,C P PL,35046.92400115751
46,C P PH,248218.5994066306
46,C P V,295691.18183672545
46,P PH PL,42186.0325474358
46,P PL V,54081.74279084544
46,P PH V,478998.7261381793
46,C PH PL,1295641.844370248
46,C PL V,4918615.631257068
46,C PH V,22773771.24698911
46,PH PL V,4011394.178528082
46,C P PH PL,406130.6238085752
46,C P PL V,541413.4773708776
46,C P PH V,2876205.9570293967
46,P PH PL V,610188.328857089
46,C PH PL V,87037798.44298956
46,C P PH PL V,7316166.082175812
47,C U,171470.0000000001
47,P U,10085.000000000002
47,C P,3727000.452768657
47,C PH,13025447.045562401
47,P PH,154723.15691259652
47,P V,11171.977622605587
47,PH V,35952.57070085529
47,C P U,3727000.4527686476
47,C PH U,13025447.045562401
47,P PH U,154723.15691259652
47,P U V,11171.977622605587
47,C P PH,429968726.05874354
47,C P V,31769549.585252587
47,C PH V,124978528.76726279
47,P PH V,914208.4974027833
47,C P PH U,429968726.0587446
47,C P U V,31769549.58525251
47,C PH U V,124978528.76726249
47,P PH U V,914208.497402781
47,C P PH V,6686998351.794245
47,C P PH U V,6686998351.794245
48,B U,26947.999999999964
48,PH U,448.9999999999998
48,B PH,43458.44195320392
48,B V,2177432.3931766446
48,PH V,68392.84695054001
48,C PH,718313.6579914101
48,C V,32725864.28291057
48,B PH U,4413.13647121777
48,B U V,38561.37116971292
48,PH U V,9482.464922160276
48,C PH U,14688.663724110496
48,B PH V,14104645.95330722
48,B C PH,179204374.9302285
48,B C V,8107588999.032551
48,C PH V,292178814.87944466
48,B PH U V,121635.37350976189
48,B C PH U,165871.2954601388
48,B C U V,1036828.4382294341
48,C PH U V,556069.6459231727
48,B C PH V,104211011443.61903
48,B C PH U V,9107684.768457808
49,C U,24617.00000000002
49,P U,72944.00000000006
49,C P,15792379.962082861
49,C V,201841.90886740692
49,P V,194948.45480793118
49,B P,4765839.332914606
49,B V,56850.42370994253
49,C P U,7001228.16671477
49,C U V,196880.23721143632
49,P U V,95628.17304539487
49,B P U,1603291.6551550985
49,C P V,191485566.21247014
49,B C P,4432179294.918014
49,B C V,47159998.73946221
49,B P V,40255654.88893757
49,C P U V,61949509.06916686
49,B C P U,640341555.0435034
49,B C U V,18006925.963742997
49,B P U V,7778267.773325147
49,B C P V,71608487627.80011
49,B C P U V,7328243659.061624
50,C U,24617.00000000002
50,P U,30228.99999999998
50,C P,2581640.9880101606
50,C V,7260508.306784454
50,P V,1250281.0176464322
50,B P,873631.9829235893
50,B V,2177432.3931766446
50,C P U,208911.09687376552
50,C U V,244454.07233875286
50,P U V,171893.9214719359
50,B P U,139246.5794588858
50,C P V,1051177251.948404
50,B C P,645962898.6606953
50,B C V,1799147184.8449688
50,B P V,217928030.76817173
50,C P U V,10696752.93875018
50,B C P U,2113357.9078325164
50,B C U V,2472912.9022338553
50,B P U V,2254166.88516749
50,B C P V,396361251805.38477
50,B C P U V,155669057.57615575
51,C U,65646.00000000003
51,P U,42160.999999999935
51,PH U,90562.99999999991
51,B U,65175.99999999994
51,C P,13017910.790812407
51,C PH,72072793.3298096
51,B C,22867426.881261744
51,P PH,2753484.1448715394
51,B P,876103.1371094378
51,B PH,4850486.483672223
51,C P U,833506.35816411
51,C PH U,4614652.26305296
51,B C U,694807.6523151431
51,P PH U,2753484.1448715394
51,B P U,422527.8462184466
51,B PH U,1615078.3908529568
51,C P PH,11544412706.775757
51,B C P,2910972165.4899974
51,B C PH,19722580122.015057
51,B P PH,516453236.3506185
51,C P PH U,250006670.30794206
51,B C P U,16264351.22017752
51,B C PH U,90880576.3365826
51,B P PH U,56739285.02033103
51,B C P PH,4248460243606.212
51,B C P PH U,7553966092.170584
52,C U,74589.99999999997
52,P U,17573.000000000015
52,PH U,167884.00000000003
52,B U,68130.00000000009
52,C P,6079780.067613458
52,C PH,334206753.7134519
52,B C,22818783.27924061
52,P PH,5963112.81541351
52,B P,407146.10788880155
52,B PH,22382041.744637243
52,C P U,545485.2965149478
52,C PH U,4652803.978076017
52,B C U,1124586.0783808397
52,P PH U,925288.9600551784
52,B P U,223643.009217815
52,B PH U,1907598.7741660955
52,C P PH,26873312849.292953
52,B C P,1367700717.83398
52,B C PH,98802160516.7454
52,B P PH,1210701894.406878
52,C P PH U,158063676.80495134
52,B C P U,20711097.324779455
52,B C PH U,174960304.7289526
52,B P PH U,38956343.20537304
52,B C P PH,9681960484451.14
52,B C P PH U,8837946806.077316
53,P PL,11102.000000000004
53,C P,174304.99999999997
53,P U,90583.9999999997
53,B P,4798324.077949289
53,C PL,189237.5341673726
53,B U,79850.99999999975
53,C P PL,189237.5341673726
53,P PL U,11102.000000000004
53,B P PL,5062512.0
53,C P U,174304.99999999953
53,B C P,29957856.940549634
53,B P U,4798324.077949277
53,C P PL U,189237.53416737352
53,B C P PL,86292315.5803222
53,B P PL U,5062512.0
53,B C P U,29957856.940549564
53,B C P PL U,86292315.5803222
54,P PL,819.9999999999997
54,C P,37950.99999999997
54,P U,22900.999999999985
54,B P,1157928.369835112
54,C PL,173319.74187145248
54,B U,79850.99999999975
54,C P PL,11436.330529500556
54,P PL U,819.9999999999997
54,B P PL,373919.99999999977
54,C P U,37950.99999999993
54,B C P,6753769.567233808
54,B P U,1157928.369835112
54,C P PL U,11436.330529500556
54,B C P PL,5214966.721452252
54,B P PL U,373919.99999999977
54,B C P U,6753769.567233775
54,B C P PL U,5214966.721452252
55,P T,596.0000000000002
55,P U,50204.99999999994
55,P PH,69933111.28140904
55,B P,4774611.620896913
55,PH U,148177.00000000003
55,B U,62293.99999999996
55,B PH,22382041.744637243
55,P T U,595.9999999999994
55,P PH T,4363316.000000005
55,B P T,270583.99999999994
55,P PH U,1879214.9737230693
55,B P U,464576.4044266553
55,B P PH,18091199495.343014
55,B PH U,1381248.6621423354
55,P PH T U,555451.0919464395
55,B P T U,34582.23593477241
55,B P PH T,1980945464.000001
55,B P PH U,61089389.87380454
55,B P PH T U,32229430.72469581
56,P T,596.0000000000002
56,P U,90583.9999999997
56,P V,6844490.868370618
56,B P,4798324.077949289
56,U V,34788.99999999994
56,B U,79850.99999999975
56,B V,2177432.3931766446
56,P T U,595.9999999999994
56,P T V,424352.0000000009
56,B P T,271775.9999999997
56,P U V,6844490.868370618
56,B P U,4798324.077949277
56,B P V,1521333190.4955115
56,B U V,2177432.3931766446
56,P T U V,424352.0000000019
56,B P T U,271775.9999999997
56,B P T V,193504512.0000006
56,B P U V,1521333190.4955115
56,B P T U V,193504512.00000107
57,P T,596.0000000000002
57,P U,88413.99999999985
57,P V,6844490.868370618
57,B P,4798324.077949289
57,U V,34620.99999999995
57,B U,79321.00000000004
57,B V,2177432.3931766446
57,P T U,595.9999999999994
57,P T V,424352.0000000009
57,B P T,271775.9999999997
57,P U V,6262754.97281571
57,B P U,4083046.881273826
57,B P V,1521333190.4955115
57,B U V,2039881.4958190548
57,P T U V,424352.0000000009
57,B P T U,189528.0
57,B P T V,193504512.0000006
57,B P U V,1189895637.781438
57,B P T U V,134943936.00000057
58,P PL,11076.999999999989
58,P U,90418.99999999968
58,B P,4789124.10909594
58,P PH,30068663.312838875
58,P V,6834527.478706631
58,B U,79698.9999999998
58,PH U,68699.99999999993
58,U V,34769.999999999985
58,B PH,9579664.683605563
58,B V,2177432.3931766446
58,PH V,13828287.064310465
58,P PL U,11077.000000000016
58,B P PL,5051112.000000006
58,P PH PL,47730792.99999998
58,P PL V,7886824.000000015
58,B P U,4788733.10040349
58,P PH U,30068663.312838875
58,P U V,6834498.123818023
58,B P PH,8277215296.85901
58,B P V,1517357534.7230833
58,P PH V,13494339940.817247
58,B PH U,9579664.683605585
58,B U V,2177423.040915568
58,PH U V,13828227.670617532
58,B PH V,3425855070.1321893
58,B P PL U,5051112.000000006
58,P PH PL U,47730792.99999998
58,P PL U V,7886824.000000015
58,B P PH PL,21765241608.000065
58,B P PL V,3596391744.0000105
58,P PH PL V,33984324616.000042
58,B P PH U,8277215296.85901
58,B P U V,1517357511.1797075
58,P PH U V,13494339940.086906
58,B P PH V,4537275429736.203
58,B PH U V,3425855069.9467835
58,B P PH PL U,21765241608.000065
58,B P PL U V,3596391744.000019
58,P PH PL U V,33984324616.000042
58,B P PH PL V,15496852024896.072
58,B P PH U V,4537275429735.287
58,B P PH PL U V,15496852024896.072
59,P PL,10186.000000000015
59,P U,50204.99999999994
59,B P,4798324.077949289
59,P PH,15080540.989934081
59,P V,6844490.868370618
59,B U,62293.99999999996
59,PH U,90562.99999999991
59,U V,20333.99999999997
59,B PH,4850486.483672223
59,B V,2177432.3931766446
59,PH V,6922097.319380352
59,P PL U,10185.999999999976
59,B P PL,4644816.0
59,P PH PL,16582808.000000007
59,P PL V,7252432.000000023
59,B P U,464576.4044266553
59,P PH U,1879214.9737230646
59,P U V,688542.2763273135
59,B P PH,3605308146.4428344
59,B P V,1521333190.4955115
59,P PH V,5934011449.317527
59,B PH U,1280587.892420757
59,B U V,398537.7782679091
59,PH U V,2047129.5764132724
59,B PH V,1515414642.5698612
59,B P PL U,522414.87775111274
59,P PH PL U,6688765.0907024285
59,P PL U V,2813387.9277644046
59,B P PH PL,7561760448.0000105
59,B P PL V,3307108992.000014
59,P PH PL V,11806959295.999998
59,B P PH U,61089389.87380454
59,B P U V,22877910.741567206
59,P PH U V,244160424.61662462
59,B P PH V,1897572842296.8276
59,B PH U V,77842439.67223713
59,B P PH PL U,368532822.37425977
59,B P PL U V,151124379.15694973
59,P PH PL U V,2411430405.50207
59,B P PH PL V,5383973438976.018
59,B P PH U V,12760180644.584187
59,B P PH PL U V,144723230737.92456
60,C P,174304.99999999997
60,P PL,11102.000000000004
60,P V,328063.9999999989
60,P U,59775.9999999999
60,B P,4798324.077949289
60,C PL,189237.5341673726
60,C V,2265966.0693578264
60,PL V,647416.5759447307
60,B U,69429.99999999985
60,C P PL,189237.5341673726
60,C P V,2265966.0693578376
60,C P U,174304.99999999953
60,B C P,29957856.940549634
60,P PL V,647416.5759447307
60,P PL U,11101.99999999999
60,B P PL,5062512.0
60,P U V,316766.9999999995
60,B P V,69994110.23999625
60,B P U,631513.9362009347
60,C PL V,14798049.450864898
60,C P PL V,14798049.450864898
60,C P PL U,189237.53416737306
60,B C P PL,86292315.5803222
60,C P U V,2265966.0693578264
60,B C P V,766362473.9853532
60,B C P U,3389934.10210229
60,P PL U V,647416.5759447323
60,B P PL V,295221958.6307975
60,B P PL U,571742.6360892574
60,B P U V,7911861.137176254
60,C P PL U V,14798049.450864863
60,B C P PL V,6747910549.594383
60,B C P PL U,9745556.353079118
60,B C P U V,78817352.37703589
60,B P PL U V,38613729.431019776
60,B C P PL U V,902681016.5027579
61,C P,166414.99999999994
61,P PL,7527.999999999997
61,P V,260876.99999999953
61,P U,88448.9999999998
61,B P,4645702.640999642
61,C PL,173319.74187145248
61,C V,1717552.0443415982
61,PL V,473643.0998532969
61,B U,79698.9999999998
61,C P PL,108267.39941746421
61,C P V,1197716.6315013743
61,C P U,166414.99999999994
61,B C P,28591063.76708204
61,P PL V,120373.28897764058
61,P PL U,7527.999999999997
61,B P PL,3320477.159453768
61,P U V,260876.99999999953
61,B P V,36100772.137361884
61,B P U,4645323.341972545
61,C PL V,8934348.367214026
61,C P PL V,1731203.8996992637
61,C P PL U,108267.39941746368
61,B C P PL,47754971.68957855
61,C P U V,1197716.6315013743
61,B C P V,315617864.3471353
61,B C P U,28591042.614416935
61,P PL U V,120373.28897763998
61,B P PL V,53094680.746357955
61,B P PL U,3320477.159453768
61,B P U V,36100745.428752795
61,C P PL U V,1731203.8996992512
61,B C P PL V,777088161.4862312
61,B C P PL U,47754971.68957855
61,B C P U V,315617862.8991099
61,B P PL U V,53094680.746357955
61,B C P PL U V,777088161.4862293
62,C P,8362.000000000007
62,P PL,4139.000000000006
62,P V,65079.99999999996
62,P U,11619.0
62,B P,313153.10598012496
62,C PL,26137.969122353476
62,C V,224463.8231437229
62,PL V,647416.5759447307
62,B U,79850.99999999975
62,C P PL,9943.163150867706
62,C P V,76710.79650218744
62,C P U,8361.999999999998
62,B C P,607732.8095398238
62,P PL V,66356.8813387428
62,P PL U,4139.000000000011
62,B P PL,778690.807467834
62,P U V,65079.99999999996
62,B P V,4061268.465404594
62,B P U,313153.1059801242
62,C PL V,2042602.33365016
62,C P PL V,159409.83264892182
62,C P PL U,9943.163150867706
62,B C P PL,2337863.001154919
62,C P U V,76710.79650218744
62,B C P V,8897639.689176474
62,B C P U,607732.8095398252
62,P PL U V,66356.8813387428
62,B P PL V,15244224.113001222
62,B P PL U,778690.807467834
62,B P U V,4061268.4654045836
62,C P PL U V,159409.83264892182
62,B C P PL V,51157280.09946667
62,B C P PL U,2337863.001154919
62,B C P U V,8897639.689176474
62,B P PL U V,15244224.113001222
62,B C P PL U V,51157280.09946679
63,C P,89929.0000000001
63,P PL,10155.000000000005
63,P V,1690.0000000000005
63,P U,42030.00000000001
63,B P,872890.287061326
63,C PL,147560.81289311286
63,C V,23293.694486597415
63,PL V,10100.624111297899
63,B U,69429.99999999985
63,C P PL,138357.8990906638
63,C P V,22455.255529358958
63,C P U,89929.0000000001
63,B C P,7846650.769157425
63,P PL V,9842.21338579654
63,P PL U,10155.000000000005
63,B P PL,3034984.993691117
63,P U V,1690.0000000000025
63,B P V,480372.1894763183
63,B P U,478313.2893658701
63,C PL V,165388.96540393351
63,C P PL V,151337.26794298145
63,C P PL U,138357.8990906638
63,B C P PL,44627981.698226966
63,C P U V,22455.255529358958
63,B C P V,6537841.496531579
63,B C P U,2120026.8099901085
63,P PL U V,9842.213385796504
63,B P PL V,3572102.801194586
63,B P PL U,513974.6358212189
63,B P U V,84117.55514880909
63,C P PL U V,151337.2679429807
63,B C P PL V,62507723.13946135
63,B C P PL U,7002703.180513334
63,B C P U V,1117681.1806931654
63,B P PL U V,533587.418189987
63,B C P PL U V,8521713.294941965
64,P PL,1649.9999999999995
64,P PH,49602.99999999997
64,C P,28779.999999999956
64,PH PL,115736.52133229905
64,C PL,119637.83614308639
64,C PH,1208624.8946448064
64,C U,171470.0000000001
64,C V,32725864.28291057
64,U V,34788.99999999994
64,P PH PL,17993.94587942041
64,C P PL,18118.505528300015
64,C P PH,192861.48717484227
64,C P U,28347.999999999913
64,C P V,5251595.070006614
64,C PH PL,1387825.024764883
64,C PL U,119637.83614308639
64,C PL V,63999088.35726393
64,C PH U,1190850.5479092498
64,C PH V,321780277.57686335
64,C U V,32725864.28291049
64,C P PH PL,198634.3218911465
64,C P PL U,18118.50552830006
64,C P PL V,9058430.828490268
64,C P PH U,191891.64070422118
64,C P PH V,49689541.436606094
64,C P U V,5251595.070006614
64,C PH PL U,1387825.024764883
64,C PH PL V,842049729.115086
64,C PL U V,63999088.35726393
64,C PH U V,320331781.91532063
64,C P PH PL U,198634.321891147
64,C P PH PL V,113562191.99215592
64,C P PL U V,9058430.828490246
64,C P PH U V,49689541.436606094
64,C PH PL U V,840223763.0999415
64,C P PH PL U V,113562191.99215621
65,P PL,3043.000000000003
65,P PH,44400.96415619826
65,C P,23389.00000000003
65,PH PL,61499.571800698024
65,C PL,107498.14429481408
65,C PH,352417.10466860177
65,C U,61706.99999999994
65,C V,20479330.18707491
65,U V,20333.99999999997
65,P PH PL,25413.60862740181
65,C P PL,28236.580233053617
65,C P PH,144918.16530183886
65,C P U,22887.000000000036
65,C P V,4990845.004339643
65,C PH PL,670710.6860807183
65,C PL U,61090.67117918897
65,C PL V,48114883.25674972
65,C PH U,188072.3663566761
65,C PH V,116298896.75235346
65,C U V,1119851.5965242877
65,C P PH PL,249828.06167490417
65,C P PL U,25387.619484341576
65,C P PL V,11750797.082212178
65,C P PH U,143873.8611808697
65,C P PH V,42419035.556179486
65,C P U V,1119851.5965242877
65,C PH PL U,389451.0676714802
65,C PH PL V,388201745.644309
65,C PL U V,4707190.946890125
65,C PH U V,10370535.186382748
65,C P PH PL U,212024.65512864146
65,C P PH PL V,137231733.72021884
65,C P PL U V,3047110.735702135
65,C P PH U V,10370535.186382748
65,C PH PL U V,58671357.60078726
65,C P PH PL U V,38554766.18917699
66,P PL,10780.000000000011
66,P PH,91080.9999999997
66,C P,170789.99999999997
66,PH PL,11102.000000000004
66,C PL,120153.50140549385
66,C PH,174304.99999999953
66,C U,171373.00000000012
66,C V,921050.101298757
66,U V,810.0000000000005
66,P PH PL,10780.000000000011
66,C P PL,114903.40013727162
66,C P PH,170789.99999999997
66,C P U,168035.99999999983
66,C P V,910697.2310125409
66,C PH PL,120153.50140549385
66,C PL U,120153.50140549385
66,C PL V,1698887.539609575
66,C PH U,171373.00000000012
66,C PH V,921050.101298757
66,C U V,921050.101298757
66,C P PH PL,114903.4001372719
66,C P PL U,114903.40013727134
66,C P PL V,1530318.9555178261
66,C P PH U,168035.99999999983
66,C P PH V,910697.2310125387
66,C P U V,910697.2310125409
66,C PH PL U,120153.50140549385
66,C PH PL V,1698887.5396095791
66,C PL U V,1698887.539609575
66,C PH U V,921050.101298757
66,C P PH PL U,114903.40013727134
66,C P PH PL V,1530318.9555178185
66,C P PL U V,1530318.9555178224
66,C P PH U V,910697.2310125387
66,C PH PL U V,1698887.5396095791
66,C P PH PL U V,1530318.9555178185
67,P PL,793.0000000000005
67,P PH,6319.9999999999945
67,C P,13465.000000000018
67,PH PL,11102.000000000018
67,C PL,107498.14429481408
67,C PH,134887.00000000003
67,C U,60194.99999999994
67,C V,20479330.18707491
67,U V,21565.0
67,P PH PL,793.0000000000005
67,C P PL,8765.057094993464
67,C P PH,13465.000000000018
67,C P U,13216.999999999998
67,C P V,2554476.031871511
67,C PH PL,107498.14429481434
67,C PL U,61319.340442512104
67,C PL V,48114883.25674972
67,C PH U,60194.99999999994
67,C PH V,20479330.18707491
67,C U V,940821.239658736
67,C P PH PL,8765.057094993464
67,C P PL U,8765.057094993464
67,C P PL V,4395119.595007535
67,C P PH U,13216.999999999998
67,C P PH V,2554476.031871511
67,C P U V,854948.0061994003
67,C PH PL U,61319.34044251218
67,C PH PL V,48114883.25674984
67,C PL U V,3437741.2264214675
67,C PH U V,940821.239658736
67,C P PH PL U,8765.057094993464
67,C P PH PL V,4395119.595007535
67,C P PL U V,1316610.5832796912
67,C P PH U V,854948.0061994003
67,C PH PL U V,3437741.2264214675
67,C P PH PL U V,1316610.5832796912
68,C P,174304.99999999997
68,P PL,11102.000000000004
68,P PH,303186.99999999895
68,P V,328063.9999999989
68,C PL,189237.5341673726
68,C PH,1208624.8946448064
68,C V,2265966.0693578264
68,B C,22867426.881261744
68,PH PL,163008.92701059103
68,PL V,647416.5759447307
68,PH V,2629711.0586589836
68,C P PL,189237.5341673726
68,C P PH,1208624.8946448064
68,C P V,2265966.0693578376
68,B C P,22867426.881261744
68,P PH PL,163008.92701059103
68,P PL V,647416.5759447307
68,P PH V,2629711.058658977
68,C PH PL,2778545.072487254
68,C PL V,14798049.450864898
68,B C PL,80059780.93836302
68,C PH V,22773771.24698911
68,B C PH,195502126.01684174
68,B C V,624046908.0776607
68,PH PL V,11619826.250178667
68,C P PH PL,2778545.072487261
68,C P PL V,14798049.450864898
68,B C P PL,80059780.93836302
68,C P PH V,22773771.246988993
68,B C P PH,195502126.01684174
68,B C P V,624046908.0776607
68,P PH PL V,11619826.250178667
68,C PH PL V,342756538.161409
68,B C PH PL,1209991821.4740915
68,B C PL V,6747910549.594417
68,B C PH V,9294817140.898563
68,C P PH PL V,342756538.1614082
68,B C P PH PL,1209991821.4740915
68,B C P PL V,6747910549.594417
68,B C P PH V,9294817140.89861
68,B C PH PL V,156296981401.60266
68,B C P PH PL V,156296981401.60345
69,C P,90585.99999999996
69,P PL,10186.000000000015
69,P PH,217655.00000000015
69,P V,151773.00000000012
