QueryID,Tables,postgres_Estimate
54,P PL U,25720
54,B P PL,24174
54,C P U,24550
54,B C P,24341
54,B P U,23434
54,C P PL U,25003
54,B C P PL,25608
54,B P PL U,24769
54,B C P U,24203
54,B C P PL U,24790
55,P T,10188206
55,P U,11262460
55,P PH,10925790
55,B P,11322002
55,PH U,11148739
55,B U,11006848
55,B PH,10829275
55,P T U,11330941
55,P PH T,11301714
55,B P T,11576216
55,P PH U,11180353
55,B P U,12810918
55,B P PH,11069372
55,B PH U,11212753
55,P PH T U,11150603
55,B P T U,11418714
55,B P PH T,11686020
55,B P PH U,11802290
55,B P PH T U,11047926
56,P T,451034
56,P U,557919
56,P V,467053
56,B P,495740
56,U V,463514
56,B U,498216
56,B V,431237
56,P T U,434610
56,P T V,481464
56,B P T,445544
56,P U V,498661
56,B P U,472639
56,B P V,446289
56,B U V,498327
56,P T U V,583050
56,B P T U,462577
56,B P T V,462486
56,B P U V,462541
56,B P T U V,446610
57,P T,2150
57,P U,2492
57,P V,2131
57,B P,2256
57,U V,2383
57,B U,2592
57,B V,2212
57,P T U,2297
57,P T V,2542
57,B P T,2085
57,P U V,2744
57,B P U,2118
57,B P V,2321
57,B U V,2266
57,P T U V,2067
57,B P T U,2785
57,B P T V,2215
57,B P U V,2348
57,B P T U V,2447
58,P PL,979062455
58,P U,892594516
58,B P,850576484
58,P PH,996668312
58,P V,921475941
58,B U,1161930340
58,PH U,884640298
58,U V,1089408027
58,B PH,970345208
58,B V,921966542
58,PH V,1094179743
58,P PL U,1068570232
58,B P PL,1004119709
58,P PH PL,997471349
58,P PL V,1114186337
58,B P U,1093499280
58,P PH U,792433855
58,P U V,967345166
58,B P PH,943111314
58,B P V,970936841
58,P PH V,982360075
58,B PH U,1007368910
58,B U V,1013586912
58,PH U V,1011075615
58,B PH V,976983015
58,B P PL U,1017975640
58,P PH PL U,977533338
58,P PL U V,1088991624
58,B P PH PL,984460053
58,B P PL V,950209727
58,P PH PL V,1099085046
58,B P PH U,1005677534
58,B P U V,1045445454
58,P PH U V,833882368
58,B P PH V,1010990532
58,B PH U V,973027925
58,B P PH PL U,1056964073
58,B P PL U V,975101991
58,P PH PL U V,983155575
58,B P PH PL V,953183261
58,B P PH U V,928964150
58,B P PH PL U V,862485397
59,P PL,73549491
59,P U,98200502
59,B P,86379208
59,P PH,85651251
59,P V,87481683
59,B U,85584193
59,PH U,87141395
59,U V,82083382
59,B PH,85558982
59,B V,84957820
59,PH V,88563750
59,P PL U,85075136
59,B P PL,93005603
59,P PH PL,75012827
59,P PL V,75826901
59,B P U,79780425
59,P PH U,108414894
59,P U V,74235953
59,B P PH,85399167
59,B P V,98792929
59,P PH V,87106268
59,B PH U,93703986
59,B U V,90189976
59,PH U V,78188098
59,B PH V,87539188
59,B P PL U,88492849
59,P PH PL U,85764152
59,P PL U V,96421221
59,B P PH PL,75678035
59,B P PL V,83775534
59,P PH PL V,82206243
59,B P PH U,84432253
59,B P U V,82464743
59,P PH U V,95509860
59,B P PH V,67637038
59,B PH U V,88471043
59,B P PH PL U,84320953
59,B P PL U V,92536125
59,P PH PL U V,74679982
59,B P PH PL V,92366317
59,B P PH U V,79682957
59,B P PH PL U V,95271486
60,C P,2524768
60,P PL,2504314
60,P V,2435668
60,P U,2565659
60,B P,2580243
60,C PL,2523368
60,C V,2437987
60,PL V,2573220
60,B U,2504685
60,C P PL,2347857
60,C P V,2562081
60,C P U,2565239
60,B C P,2560891
60,P PL V,2475910
60,P PL U,2596918
60,B P PL,2486351
60,P U V,2438069
60,B P V,2499727
60,B P U,2374840
60,C PL V,2513997
60,C P PL V,2483445
60,C P PL U,2493951
60,B C P PL,2499662
60,C P U V,2429220
60,B C P V,2603140
60,B C P U,2487915
60,P PL U V,2617606
60,B P PL V,2513393
60,B P PL U,2500860
60,B P U V,2569501
60,C P PL U V,2493006
60,B C P PL V,2458017
60,B C P PL U,2499418
60,B C P U V,2556637
60,B P PL U V,2499277
60,B C P PL U V,2529695
61,C P,232845
61,P PL,231407
61,P V,241527
61,P U,242209
61,B P,241067
61,C PL,223465
61,C V,225515
61,PL V,232344
61,B U,229818
61,C P PL,242482
61,C P V,238249
61,C P U,224067
61,B C P,241274
61,P PL V,227647
61,P PL U,235227
61,B P PL,234108
61,P U V,236078
61,B P V,245276
61,B P U,238117
61,C PL V,226992
61,C P PL V,236997
61,C P PL U,239603
61,B C P PL,240358
61,C P U V,225911
61,B C P V,229309
61,B C P U,228467
61,P PL U V,239114
61,B P PL V,222316
61,B P PL U,234007
61,B P U V,233186
61,C P PL U V,233131
61,B C P PL V,244045
61,B C P PL U,234494
61,B C P U V,235267
61,B P PL U V,237598
61,B C P PL U V,229717
62,C P,7666
62,P PL,7215
62,P V,7334
62,P U,7550
62,B P,7340
62,C PL,6835
62,C V,7329
62,PL V,7390
62,B U,7137
62,C P PL,7160
62,C P V,7481
62,C P U,7223
62,B C P,6976
62,P PL V,7326
62,P PL U,7222
62,B P PL,6907
62,P U V,7304
62,B P V,7078
62,B P U,7561
62,C PL V,6991
62,C P PL V,7702
62,C P PL U,7957
62,B C P PL,7240
62,C P U V,6892
62,B C P V,7104
62,B C P U,7480
62,P PL U V,7162
62,B P PL V,7140
62,B P PL U,7609
62,B P U V,7073
62,C P PL U V,7610
62,B C P PL V,6894
62,B C P PL U,7112
62,B C P U V,6734
62,B P PL U V,7576
62,B C P PL U V,7434
63,C P,3388
63,P PL,3762
63,P V,3858
63,P U,3533
63,B P,4118
63,C PL,4209
63,C V,3710
63,PL V,3457
63,B U,3929
63,C P PL,3548
63,C P V,3861
63,C P U,3630
63,B C P,3241
63,P PL V,4057
63,P PL U,3912
63,B P PL,3524
63,P U V,3493
63,B P V,3353
63,B P U,3271
63,C PL V,3706
63,C P PL V,3661
63,C P PL U,3717
63,B C P PL,3220
63,C P U V,3649
63,B C P V,3749
63,B C P U,3931
63,P PL U V,3524
63,B P PL V,3776
63,B P PL U,3834
63,B P U V,3617
63,C P PL U V,3619
63,B C P PL V,3809
63,B C P PL U,3922
63,B C P U V,3565
63,B P PL U V,2964
63,B C P PL U V,3546
64,P PL,40452
64,P PH,40161
64,C P,34666
64,PH PL,36320
64,C PL,38194
64,C PH,40782
64,C U,32895
64,C V,45934
64,U V,34419
64,P PH PL,45286
64,C P PL,34818
64,C P PH,43972
64,C P U,34291
64,C P V,34475
64,C PH PL,40833
64,C PL U,38415
64,C PL V,39457
64,C PH U,43406
64,C PH V,33325
64,C U V,42339
64,C P PH PL,41860
64,C P PL U,36632
64,C P PL V,36308
64,C P PH U,38231
64,C P PH V,39058
64,C P U V,34966
64,C PH PL U,40604
64,C PH PL V,35490
64,C PL U V,45776
64,C PH U V,36899
64,C P PH PL U,31660
64,C P PH PL V,37751
64,C P PL U V,41739
64,C P PH U V,40918
64,C PH PL U V,41889
64,C P PH PL U V,38191
65,P PL,37333
65,P PH,30624
65,C P,27918
65,PH PL,35234
65,C PL,33945
65,C PH,30339
65,C U,36387
65,C V,31265
65,U V,36544
65,P PH PL,36138
65,C P PL,31247
65,C P PH,34236
65,C P U,31747
65,C P V,38731
65,C PH PL,34423
65,C PL U,35989
65,C PL V,35352
65,C PH U,33795
65,C PH V,33180
65,C U V,30896
65,C P PH PL,34370
65,C P PL U,36344
65,C P PL V,31180
65,C P PH U,39004
65,C P PH V,29382
65,C P U V,30928
65,C PH PL U,31887
65,C PH PL V,31156
65,C PL U V,34018
65,C PH U V,30736
65,C P PH PL U,36888
65,C P PH PL V,34035
65,C P PL U V,39244
65,C P PH U V,36213
65,C PH PL U V,34721
65,C P PH PL U V,32327
66,P PL,4064
66,P PH,3446
66,C P,3402
66,PH PL,3759
66,C PL,3142
66,C PH,4002
66,C U,4106
66,C V,3792
66,U V,4061
66,P PH PL,5154
66,C P PL,4160
66,C P PH,4525
66,C P U,3079
66,C P V,3511
66,C PH PL,4386
66,C PL U,4508
66,C PL V,4409
66,C PH U,3981
66,C PH V,4873
66,C U V,4016
66,C P PH PL,3474
66,C P PL U,3855
66,C P PL V,5034
66,C P PH U,4021
66,C P PH V,3874
66,C P U V,4591
66,C PH PL U,3778
66,C PH PL V,4737
66,C PL U V,3558
66,C PH U V,4331
66,C P PH PL U,4676
66,C P PH PL V,3726
66,C P PL U V,4265
66,C P PH U V,2982
66,C PH PL U V,3653
66,C P PH PL U V,3676
67,P PL,4806
67,P PH,5422
67,C P,5875
67,PH PL,5673
67,C PL,5646
67,C PH,4473
67,C U,6329
67,C V,4611
67,U V,5530
67,P PH PL,5280
67,C P PL,4750
67,C P PH,4606
67,C P U,5419
67,C P V,5631
67,C PH PL,5727
67,C PL U,5267
67,C PL V,5410
67,C PH U,5544
67,C PH V,5472
67,C U V,4467
67,C P PH PL,5780
67,C P PL U,5241
67,C P PL V,6090
67,C P PH U,5924
67,C P PH V,4912
67,C P U V,6107
67,C PH PL U,4461
67,C PH PL V,4817
67,C PL U V,5584
67,C PH U V,4957
67,C P PH PL U,5874
67,C P PH PL V,5605
67,C P PL U V,5536
67,C P PH U V,5463
67,C PH PL U V,4872
67,C P PH PL U V,5845
68,C P,21054551
68,P PL,20269534
68,P PH,21871252
68,P V,22000230
68,C PL,20872429
68,C PH,19993547
68,C V,20848587
68,B C,19918419
68,PH PL,20867375
68,PL V,21005672
68,PH V,20108747
68,C P PL,21110657
68,C P PH,20280389
68,C P V,21562156
68,B C P,21903140
68,P PH PL,21546469
68,P PL V,20167427
68,P PH V,21200355
68,C PH PL,21749577
68,C PL V,20909609
68,B C PL,20114671
68,C PH V,20790553
68,B C PH,20775570
68,B C V,22258191
68,PH PL V,22035367
68,C P PH PL,20156168
68,C P PL V,21123248
68,B C P PL,22593017
68,C P PH V,21372886
68,B C P PH,21138660
68,B C P V,22348463
68,P PH PL V,21242725
68,C PH PL V,21372188
68,B C PH PL,21356710
68,B C PL V,20622292
68,B C PH V,20417235
68,C P PH PL V,20568403
68,B C P PH PL,20187104
68,B C P PL V,20355230
68,B C P PH V,21365638
68,B C PH PL V,21226332
68,B C P PH PL V,20642056
69,C P,6613693
69,P PL,6482317
69,P PH,6520943
69,P V,6810721
69,C PL,6991179
69,C PH,6873632
69,C V,6618596
69,B C,6670198
69,PH PL,6898969
69,PL V,7036996
69,PH V,6865325
69,C P PL,6625338
69,C P PH,6809010
69,C P V,6685272
69,B C P,6755241
69,P PH PL,6968175
69,P PL V,6738468
69,P PH V,6568445
69,C PH PL,6574976
69,C PL V,6472364
69,B C PL,6926164
69,C PH V,6764802
69,B C PH,7018012
69,B C V,7209328
69,PH PL V,6790106
69,C P PH PL,6635916
69,C P PL V,6817289
69,B C P PL,6802105
69,C P PH V,6708374
69,B C P PH,6930321
69,B C P V,6609374
69,P PH PL V,6462492
69,C PH PL V,6854268
69,B C PH PL,7140688
69,B C PL V,6325098
69,B C PH V,6577699
69,C P PH PL V,7058765
69,B C P PH PL,6945364
69,B C P PL V,7132086
69,B C P PH V,6828287
69,B C PH PL V,6664529
69,B C P PH PL V,6695021
70,C P,480212
70,P PL,460155
70,P PH,455365
70,P V,445080
70,C PL,460349
70,C PH,448939
70,C V,477013
70,B C,483176
70,PH PL,505827
70,PL V,487319
70,PH V,461516
70,C P PL,512894
70,C P PH,459079
70,C P V,502873
70,B C P,474229
70,P PH PL,491497
70,P PL V,490411
70,P PH V,497782
70,C PH PL,484708
70,C PL V,467630
70,B C PL,509608
70,C PH V,469070
70,B C PH,497871
70,B C V,471860
70,PH PL V,494856
70,C P PH PL,469376
70,C P PL V,470336
70,B C P PL,466916
70,C P PH V,469664
70,B C P PH,483653
70,B C P V,482581
70,P PH PL V,451780
70,C PH PL V,443376
70,B C PH PL,474549
70,B C PL V,484751
70,B C PH V,488321
70,C P PH PL V,464910
70,B C P PH PL,509699
70,B C P PL V,505050
70,B C P PH V,486553
70,B C PH PL V,468091
70,B C P PH PL V,468689
71,C P,665246
71,P PL,685445
71,P PH,633103
71,P V,665739
71,C PL,641086
71,C PH,684435
71,C V,688076
71,B C,647718
71,PH PL,662239
71,PL V,715948
71,PH V,631902
71,C P PL,642378
71,C P PH,671678
71,C P V,664046
71,B C P,668026
71,P PH PL,656349
71,P PL V,678458
71,P PH V,653100
71,C PH PL,687476
71,C PL V,682115
71,B C PL,656803
71,C PH V,611723
71,B C PH,624373
71,B C V,687533
71,PH PL V,613191
71,C P PH PL,685219
71,C P PL V,659635
71,B C P PL,658427
71,C P PH V,663013
71,B C P PH,648753
71,B C P V,690979
71,P PH PL V,679032
71,C PH PL V,678518
71,B C PH PL,635681
71,B C PL V,700985
71,B C PH V,684280
71,C P PH PL V,693472
71,B C P PH PL,644574
71,B C P PL V,679543
71,B C P PH V,653103
71,B C PH PL V,615120
71,B C P PH PL V,672910
72,C P,61437
72,P PL,48867
72,P PH,56190
72,P V,44655
72,C PL,47918
72,C PH,55341
72,C V,60574
72,B C,45953
72,PH PL,44019
72,PL V,54911
72,PH V,49603
72,C P PL,54350
72,C P PH,53218
72,C P V,57705
72,B C P,54815
72,P PH PL,48903
72,P PL V,53622
72,P PH V,59184
72,C PH PL,54352
72,C PL V,50894
72,B C PL,56487
72,C PH V,61941
72,B C PH,56225
72,B C V,43933
72,PH PL V,54048
72,C P PH PL,57752
72,C P PL V,51600
72,B C P PL,56372
72,C P PH V,63345
72,B C P PH,61027
72,B C P V,50373
72,P PH PL V,49106
72,C PH PL V,55958
72,B C PH PL,49616
72,B C PL V,53901
72,B C PH V,59259
72,C P PH PL V,50632
72,B C P PH PL,59804
72,B C P PL V,56172
72,B C P PH V,46973
72,B C PH PL V,51220
72,B C P PH PL V,58398
73,C P,58317
73,P PL,54469
73,P PH,60154
73,P V,57132
73,C PL,58746
73,C PH,53170
73,C V,60358
73,B C,74683
73,PH PL,67148
73,PL V,59096
73,PH V,57358
73,C P PL,66540
73,C P PH,61769
73,C P V,52527
73,B C P,55874
73,P PH PL,64956
73,P PL V,55665
73,P PH V,56954
73,C PH PL,53139
73,C PL V,60938
73,B C PL,61447
73,C PH V,64265
73,B C PH,52910
73,B C V,55787
73,PH PL V,57018
73,C P PH PL,57374
73,C P PL V,63252
73,B C P PL,60144
73,C P PH V,58710
73,B C P PH,52701
73,B C P V,69593
73,P PH PL V,64262
73,C PH PL V,56894
73,B C PH PL,64479
73,B C PL V,56905
73,B C PH V,57149
73,C P PH PL V,63093
73,B C P PH PL,60776
73,B C P PL V,56519
73,B C P PH V,61325
73,B C PH PL V,55120
73,B C P PH PL V,58097
74,P U,6837476
74,B U,6946423
74,B P,6543308
74,C P,7011342
74,P PH,6905612
74,P V,7035867
74,C PH,6932004
74,C V,6938248
74,PH V,6821446
74,B P U,7078801
74,C P U,6605063
74,P PH U,6907436
74,P U V,6889518
74,B C P,6873897
74,B P PH,6764210
74,B P V,6723419
74,C P PH,6992138
74,C P V,7058034
74,P PH V,6642784
74,C PH V,6851433
74,B C P U,6776688
74,B P PH U,6871573
74,B P U V,7119453
74,C P PH U,7199396
74,C P U V,6814784
74,P PH U V,7313237
74,B C P PH,7217228
74,B C P V,7235565
74,B P PH V,6761139
74,C P PH V,6785042
74,B C P PH U,6848160
74,B C P U V,6910865
74,B P PH U V,6931355
74,C P PH U V,6892656
74,B C P PH V,6579098
74,B C P PH U V,6575594
75,P U,10595001
75,B U,10259573
75,B P,10052572
75,C P,10273395
75,P PH,9936109
75,P V,10438236
75,C PH,10524845
75,C V,10121985
75,PH V,10209871
75,B P U,10654556
75,C P U,10437216
75,P PH U,9875443
75,P U V,9944340
75,B C P,10186313
75,B P PH,9935737
75,B P V,10174919
75,C P PH,10137826
75,C P V,10214142
75,P PH V,10623021
75,C PH V,10106461
75,B C P U,10302157
75,B P PH U,9872395
75,B P U V,10140003
75,C P PH U,10313125
75,C P U V,10249578
75,P PH U V,10315037
75,B C P PH,10107498
75,B C P V,10251137
75,B P PH V,9976843
75,C P PH V,10316301
75,B C P PH U,9946874
75,B C P U V,10114525
75,B P PH U V,10417250
75,C P PH U V,10775992
75,B C P PH V,10275310
75,B C P PH U V,10419022
76,P U,3272171
76,B U,3330159
76,B P,3248442
76,C P,3334033
76,P PH,3161338
76,P V,3313471
76,C PH,3351273
76,C V,3302043
76,PH V,3430190
76,B P U,3321929
76,C P U,3363904
76,P PH U,3379996
76,P U V,3327691
76,B C P,3300400
76,B P PH,3345140
76,B P V,3242554
76,C P PH,3374942
76,C P V,3223844
76,P PH V,3411657
76,C PH V,3423447
76,B C P U,3252526
76,B P PH U,3283163
76,B P U V,3291960
76,C P PH U,3396824
76,C P U V,3339169
76,P PH U V,3243190
76,B C P PH,3504397
76,B C P V,3243401
76,B P PH V,3305038
76,C P PH V,3291484
76,B C P PH U,3351763
76,B C P U V,3259317
76,B P PH U V,3296087
76,C P PH U V,3421658
76,B C P PH V,3318305
76,B C P PH U V,3378994
77,P U,224392
77,B U,217637
77,B P,212256
77,C P,224668
77,P PH,195632
77,P V,215555
77,C PH,210497
77,C V,206238
77,PH V,217996
77,B P U,208566
77,C P U,222746
77,P PH U,211821
77,P U V,218608
77,B C P,206801
77,B P PH,221457
77,B P V,215020
77,C P PH,213503
77,C P V,211213
77,P PH V,218411
77,C PH V,223572
77,B C P U,223980
77,B P PH U,231635
77,B P U V,194815
77,C P PH U,220454
77,C P U V,225080
77,P PH U V,221333
77,B C P PH,210147
77,B C P V,222088
77,B P PH V,217845
77,C P PH V,206732
77,B C P PH U,222548
77,B C P U V,211319
77,B P PH U V,210180
77,C P PH U V,218651
77,B C P PH V,215510
77,B C P PH U V,206710
78,P U,18221
78,B U,17489
78,B P,15152
78,C P,19048
78,P PH,18833
78,P V,17625
78,C PH,18944
78,C V,17164
78,PH V,17937
78,B P U,18692
78,C P U,18338
78,P PH U,16430
78,P U V,19234
78,B C P,19448
78,B P PH,18811
78,B P V,15024
78,C P PH,18281
78,C P V,18491
78,P PH V,16212
78,C PH V,19490
78,B C P U,19173
78,B P PH U,19537
78,B P U V,17934
78,C P PH U,14377
78,C P U V,14761
78,P PH U V,19265
78,B C P PH,21308
78,B C P V,18659
78,B P PH V,18063
78,C P PH V,18492
78,B C P PH U,19680
78,B C P U V,17768
78,B P PH U V,18478
78,C P PH U V,19178
78,B C P PH V,18059
78,B C P PH U V,18847
79,P U,3342571
79,B U,3368412
79,B P,3246059
79,C P,3442833
79,P PH,3393454
79,P V,3469395
79,C PH,3261497
79,C V,3271438
79,PH V,3348516
79,B P U,3391481
79,C P U,3382089
79,P PH U,3184435
79,P U V,3459857
79,B C P,3337491
79,B P PH,3340887
79,B P V,3186470
