QueryID,Tables,mssql_Estimate
36,MI_IDX T,156035.0
36,MC T,1019760.0
36,MI MI_IDX,3573450.0
36,MC MI,2110050.0
36,MC MI_IDX,547259.0
36,MI MI_IDX T,1212080.0
36,MC MI T,715294.0
36,MC MI_IDX T,185625.0
36,MC MI MI_IDX,4251290.0
36,MC MI MI_IDX T,1441930.0
37,MI T,811355.0
37,MC T,807153.0
37,MI_IDX T,123504.0
37,MC MI,3596590.0
37,MI MI_IDX,6090940.0
37,MC MI_IDX,547259.0
37,MC MI T,965027.0
37,MI MI_IDX T,1635250.0
37,MC MI_IDX T,146924.0
37,MC MI MI_IDX,7246320.0
37,MC MI MI_IDX T,1945350.0
38,MI T,1048680.0
38,MK T,1900170.0
38,MI_IDX T,36438.1
38,MI MK,11352200.0
38,MI MI_IDX,2410350.0
38,MI_IDX MK,4366710.0
38,MI MK T,9953570.0
38,MI MI_IDX T,190924.0
38,MI_IDX MK T,345898.0
38,MI MI_IDX MK,22880100.0
38,MI MI_IDX MK T,1812390.0
39,MI T,321074.0
39,MK T,1214560.0
39,MI_IDX T,123504.0
39,MI MK,11352200.0
39,MI MI_IDX,2410350.0
39,MI_IDX MK,4366710.0
39,MI MK T,3047480.0
39,MI MI_IDX T,647113.0
39,MI_IDX MK T,1172390.0
39,MI MI_IDX MK,22880100.0
39,MI MI_IDX MK T,6142720.0
40,MI T,480834.0
40,MK T,1818890.0
40,MI_IDX T,184957.0
40,MI MK,11352200.0
40,MI MI_IDX,2410350.0
40,MI_IDX MK,4366710.0
40,MI MK T,4563850.0
40,MI MI_IDX T,969103.0
40,MI_IDX MK T,1755750.0
40,MI MI_IDX MK,22880100.0
40,MI MI_IDX MK T,9199210.0
41,MI T,1652480.0
41,MK T,2473680.0
41,MC T,1425920.0
41,MI MK,28687000.0
41,MC MI,7254550.0
41,MC MK,10855100.0
41,MI MK T,15684600.0
41,MC MI T,3964470.0
41,MC MK T,5935000.0
41,MC MI MK,68835900.0
41,MC MI MK T,37633800.0
42,MI T,587658.0
42,MK T,879692.0
42,MC T,1179210.0
42,MI MK,28687000.0
42,MC MI,7254550.0
42,MC MK,10855100.0
42,MI MK T,5577770.0
42,MC MI T,1409850.0
42,MC MK T,2110690.0
42,MC MI MK,68835900.0
42,MC MI MK T,13383400.0
43,MI T,2066480.0
43,MK T,3093410.0
43,MC T,1783150.0
43,MI MK,28687000.0
43,MC MI,7254550.0
43,MC MK,10855100.0
43,MI MK T,19614000.0
43,MC MI T,4957690.0
43,MC MK T,7421900.0
43,MC MI MK,68835900.0
43,MC MI MK T,47062200.0
44,CI T,36180800.0
44,MK T,41821.5
44,MC T,2606610.0
44,CI MK,650396.0
44,CI MC,40558300.0
44,MC MK,100394.0
44,CI MK T,650050.0
44,CI MC T,40515600.0
44,MC MK T,100345.0
44,CI MC MK,1560670.0
44,CI MC MK T,1559700.0
45,MI T,110714.0
45,MI_IDX T,459824.0
45,CI T,36180800.0
45,MI MI_IDX,223242.0
45,CI MI,1722530.0
45,CI MI_IDX,7150380.0
45,MI MI_IDX T,223214.0
45,CI MI T,1720710.0
45,CI MI_IDX T,7147210.0
45,CI MI MI_IDX,3469960.0
45,CI MI MI_IDX T,3469500.0
46,MI T,450625.0
46,MI_IDX T,116918.0
46,CI T,9975840.0
46,MI MI_IDX,3573450.0
46,CI MI,27572900.0
46,CI MI_IDX,7150300.0
46,MI MI_IDX T,908217.0
46,CI MI T,7003530.0
46,CI MI_IDX T,1817300.0
46,CI MI MI_IDX,55543800.0
46,CI MI MI_IDX T,14116800.0
47,MI T,1772230.0
47,MI_IDX T,459824.0
47,CI T,36180800.0
47,MI MI_IDX,3573490.0
47,CI MI,27572900.0
47,CI MI_IDX,7150380.0
47,MI MI_IDX T,3573040.0
47,CI MI T,27543700.0
47,CI MI_IDX T,7147210.0
47,CI MI MI_IDX,55544400.0
47,CI MI MI_IDX T,55537100.0
48,MI T,442850.0
48,MC T,888632.0
48,CI T,1182570.0
48,MC MI,7254550.0
48,CI MI,9662950.0
48,CI MC,8338940.0
48,MC MI T,1062440.0
48,CI MI T,1415110.0
48,CI MC T,1324250.0
48,CI MC MI,23186800.0
48,CI MC MI T,3395340.0
49,MI T,3020770.0
49,MC T,2606610.0
49,CI T,7438910.0
49,MC MI,7254550.0
49,CI MI,9662950.0
49,CI MC,8338940.0
49,MC MI T,7247130.0
49,CI MI T,9646920.0
49,CI MC T,8330160.0
49,CI MC MI,23186800.0
49,CI MC MI T,23146300.0
50,MI T,1652480.0
50,MC T,1425920.0
50,CI T,4412700.0
50,MC MI,7254550.0
50,CI MI,9662950.0
50,CI MC,8338940.0
50,MC MI T,3964470.0
50,CI MI T,5280430.0
50,CI MC T,4941380.0
50,CI MC MI,23186800.0
50,CI MC MI T,12669600.0
51,MK T,1152080.0
51,CI T,9995730.0
51,CI MK,70323800.0
51,CI MK T,17907300.0
52,MK T,898311.0
52,CI T,7793950.0
52,CI MK,70323800.0
52,CI MK T,13962800.0
53,MK T,3484.8
53,MC T,993636.0
53,MI T,4900460.0
53,MC MK,12543.0
53,MI MK,328042.0
53,MC MI,17645900.0
53,MC MK T,4145.27
53,MI MK T,108404.0
53,MC MI T,13553200.0
53,MC MI MK,390241.0
53,MC MI MK T,128946.0
54,MK T,3576.42
54,MC T,1019760.0
54,MI T,5029300.0
54,MC MK,12543.0
54,MI MK,328042.0
54,MC MI,17645900.0
54,MC MK T,4254.25
54,MI MK T,111254.0
54,MC MI T,13909600.0
54,MC MI MK,390241.0
54,MC MI MK T,132336.0
55,MK T,7293.98
55,MC T,894349.0
55,MI T,10257100.0
55,MC MK,12543.0
55,MI MK,328042.0
55,MC MI,17645900.0
55,MC MK T,8676.39
55,MI MK T,226899.0
55,MC MI T,12198900.0
55,MC MI MK,390241.0
55,MC MI MK T,269894.0
56,MI T,305587.0
56,MK T,1155970.0
56,MI_IDX T,117546.0
56,MC T,1549550.0
56,MI MK,11352200.0
56,MI MI_IDX,2410350.0
56,MC MI,2870820.0
56,MI_IDX MK,4366710.0
56,MC MK,10855100.0
56,MC MI_IDX,1103860.0
56,MI MK T,2900490.0
56,MI MI_IDX T,615899.0
56,MC MI T,733134.0
56,MI_IDX MK T,1115840.0
56,MC MK T,2773580.0
56,MC MI_IDX T,282061.0
56,MI MI_IDX MK,22880100.0
56,MC MI MK,27240200.0
56,MC MI MI_IDX,5783830.0
56,MC MI_IDX MK,10478300.0
56,MI MI_IDX MK T,5846420.0
56,MC MI MK T,6959480.0
56,MC MI MI_IDX T,1477890.0
56,MC MI_IDX MK T,2677540.0
56,MC MI MI_IDX MK,54902700.0
56,MC MI MI_IDX MK T,14029300.0
57,MI T,248283.0
57,MK T,939202.0
57,MI_IDX T,95504.0
57,MC T,1258980.0
57,MI MK,11352200.0
57,MI MI_IDX,2410350.0
57,MC MI,2870820.0
57,MI_IDX MK,4366710.0
57,MC MK,10855100.0
57,MC MI_IDX,1103860.0
57,MI MK T,2356580.0
57,MI MI_IDX T,500405.0
57,MC MI T,595656.0
57,MI_IDX MK T,906596.0
57,MC MK T,2253480.0
57,MC MI_IDX T,229169.0
57,MI MI_IDX MK,22880100.0
57,MC MI MK,27240200.0
57,MC MI MI_IDX,5783830.0
57,MC MI_IDX MK,10478300.0
57,MI MI_IDX MK T,4750090.0
57,MC MI MK T,5654430.0
57,MC MI MI_IDX T,1200760.0
57,MC MI_IDX MK T,2175440.0
57,MC MI MI_IDX MK,54902700.0
57,MC MI MI_IDX MK T,11398500.0
58,MI T,461892.0
58,MC T,926841.0
58,CI T,1233410.0
58,MK T,3666460.0
58,MC MI,7254550.0
58,CI MI,9662950.0
58,MI MK,28687000.0
58,CI MC,8338940.0
58,MC MK,10855100.0
58,CI MK,14458800.0
58,MC MI T,1108130.0
58,CI MI T,1475950.0
58,MI MK T,4384060.0
58,CI MC T,1381190.0
58,MC MK T,3857730.0
58,CI MK T,2396080.0
58,CI MC MI,23186800.0
58,MC MI MK,68835900.0
58,CI MI MK,91685700.0
58,CI MC MK,34693400.0
58,CI MC MI T,3541330.0
58,MC MI MK T,10519200.0
58,CI MI MK T,14010500.0
58,CI MC MK T,5748820.0
58,CI MC MI MK,220011000.0
58,CI MC MI MK T,33617100.0
59,MI T,461892.0
59,MC T,4.52668
59,CI T,1233410.0
59,MK T,3666460.0
59,MC MI,35.4312
59,CI MI,9662950.0
59,MI MK,28687000.0
59,CI MC,40.7273
59,MC MK,53.016
59,CI MK,14458800.0
59,MC MI T,12.5846
59,CI MI T,1475950.0
59,MI MK T,4384060.0
59,CI MC T,14.4566
59,MC MK T,18.8411
59,CI MK T,2396080.0
59,CI MC MI,113.241
59,MC MI MK,336.194
59,CI MI MK,91685700.0
59,CI MC MK,169.442
59,CI MC MI T,40.2248
59,MC MI MK T,119.463
59,CI MI MK T,14010500.0
59,CI MC MK T,60.2226
59,CI MC MI MK,1074.5
59,CI MC MI MK T,381.846
60,MI T,1652480.0
60,MC T,1425920.0
60,CI T,4412700.0
60,MK T,2473680.0
60,MC MI,7254550.0
60,CI MI,9662950.0
60,MI MK,28687000.0
60,CI MC,8338940.0
60,MC MK,10855100.0
60,CI MK,14458800.0
60,MC MI T,3964470.0
60,CI MI T,5280430.0
60,MI MK T,15684600.0
60,CI MC T,4941380.0
60,MC MK T,5935000.0
60,CI MK T,8572290.0
60,CI MC MI,23186800.0
60,MC MI MK,68835900.0
60,CI MI MK,91685700.0
60,CI MC MK,34693400.0
60,CI MC MI T,12669600.0
60,MC MI MK T,37633800.0
60,CI MI MK T,50124500.0
60,CI MC MK T,20567200.0
60,CI MC MI MK,220011000.0
60,CI MC MI MK T,120270000.0
61,MI T,1772230.0
61,MI_IDX T,459824.0
61,CI T,36180800.0
61,MK T,4521930.0
61,MI MI_IDX,3573490.0
61,CI MI,27572900.0
61,MI MK,16830200.0
61,CI MI_IDX,7150380.0
61,MI_IDX MK,4366760.0
61,CI MK,70323800.0
61,MI MI_IDX T,3573040.0
61,CI MI T,27543700.0
61,MI MK T,16821200.0
61,CI MI_IDX T,7147210.0
61,MI_IDX MK T,4364990.0
61,CI MK T,70286300.0
61,CI MI MI_IDX,55544400.0
61,MI MI_IDX MK,33921100.0
61,CI MI MK,261622000.0
61,CI MI_IDX MK,67874500.0
61,CI MI MI_IDX T,55537100.0
61,MI MI_IDX MK T,33918000.0
61,CI MI MK T,261459000.0
61,CI MI_IDX MK T,67846700.0
61,CI MI MI_IDX MK,527252000.0
61,CI MI MI_IDX MK T,527200000.0
62,MI T,270984.0
62,MI_IDX T,70309.5
62,CI T,5998980.0
62,MK T,3666460.0
62,MI MI_IDX,3573490.0
62,CI MI,27572900.0
62,MI MK,16830200.0
62,CI MI_IDX,7150380.0
62,MI_IDX MK,4366760.0
62,CI MK,70323800.0
62,MI MI_IDX T,546163.0
62,CI MI T,4211580.0
62,MI MK T,2572050.0
62,CI MI_IDX T,1092850.0
62,MI_IDX MK T,667431.0
62,CI MK T,11653900.0
62,CI MI MI_IDX,55544400.0
62,MI MI_IDX MK,33921100.0
62,CI MI MK,261622000.0
62,CI MI_IDX MK,67874500.0
62,CI MI MI_IDX T,8489250.0
62,MI MI_IDX MK T,5184450.0
62,CI MI MK T,39978500.0
62,CI MI_IDX MK T,10374100.0
62,CI MI MI_IDX MK,527252000.0
62,CI MI MI_IDX MK T,80584200.0
63,MK T,898311.0
63,CI T,7793950.0
63,MI_IDX T,91346.0
63,CI MK,70323800.0
63,MI_IDX MK,4366710.0
63,CI MI_IDX,7150300.0
63,CI MK T,13962800.0
63,MI_IDX MK T,867125.0
63,CI MI_IDX T,1419820.0
63,CI MI_IDX MK,67873800.0
63,CI MI_IDX MK T,13478000.0
64,MK T,4084690.0
64,CI T,6683290.0
64,MI_IDX T,78328.9
64,CI MK,70323800.0
64,MI_IDX MK,4366710.0
64,CI MI_IDX,7150300.0
64,CI MK T,12983200.0
64,MI_IDX MK T,743557.0
64,CI MI_IDX T,1217490.0
64,CI MI_IDX MK,67873800.0
64,CI MI_IDX MK T,11557400.0
65,MK T,1014.32
65,MC T,54541.0
65,MI T,2977790.0
65,MC MK,12543.0
65,MI MK,328042.0
65,MC MI,17645900.0
65,MC MK T,1205.26
65,MI MK T,31553.1
65,MC MI T,743941.0
65,MC MI MK,390241.0
65,MC MI MK T,37525.3
66,MI T,653929.0
66,MK T,2473680.0
66,MI_IDX T,251539.0
66,MC T,1425920.0
66,MI MK,11352200.0
66,MI MI_IDX,2410350.0
66,MC MI,2870820.0
66,MI_IDX MK,4366710.0
66,MC MK,10855100.0
66,MC MI_IDX,1103860.0
66,MI MK T,6206790.0
66,MI MI_IDX T,1317970.0
66,MC MI T,1568840.0
66,MI_IDX MK T,2387800.0
66,MC MK T,5935000.0
66,MC MI_IDX T,603586.0
66,MI MI_IDX MK,22880100.0
66,MC MI MK,27240200.0
66,MC MI MI_IDX,5783830.0
66,MC MI_IDX MK,10478300.0
66,MI MI_IDX MK T,12510800.0
66,MC MI MK T,14892700.0
66,MC MI MI_IDX T,3162560.0
66,MC MI_IDX MK T,5729690.0
66,MC MI MI_IDX MK,54902700.0
66,MC MI MI_IDX MK T,30021400.0
67,MI T,480834.0
67,MK T,1818890.0
67,MI_IDX T,184957.0
67,MC T,2438180.0
67,MI MK,11352200.0
67,MI MI_IDX,2410350.0
67,MC MI,2870820.0
67,MI_IDX MK,4366710.0
67,MC MK,10855100.0
67,MC MI_IDX,1103860.0
67,MI MK T,4563850.0
67,MI MI_IDX T,969103.0
67,MC MI T,1153570.0
67,MI_IDX MK T,1755750.0
67,MC MK T,4364170.0
67,MC MI_IDX T,443817.0
67,MI MI_IDX MK,22880100.0
67,MC MI MK,27240200.0
67,MC MI MI_IDX,5783830.0
67,MC MI_IDX MK,10478300.0
67,MI MI_IDX MK T,9199210.0
67,MC MI MK T,10950600.0
67,MC MI MI_IDX T,2325430.0
67,MC MI_IDX MK T,4213040.0
67,MC MI MI_IDX MK,54902700.0
67,MC MI MI_IDX MK T,22074700.0
68,MI T,1025070.0
68,MC T,2056920.0
68,CI T,2737290.0
68,MK T,38.7634
68,MC MI,7254550.0
68,CI MI,9662950.0
68,MI MK,724.683
68,CI MC,8338940.0
68,MC MK,274.217
68,CI MK,365.255
68,MC MI T,2459240.0
68,CI MI T,3275560.0
68,MI MK T,245.774
68,CI MC T,3065250.0
68,MC MK T,93.0072
68,CI MK T,123.88
68,CI MC MI,23186800.0
68,MC MI MK,1738.92
68,CI MI MK,2316.11
68,CI MC MK,876.453
68,CI MC MI T,7859220.0
68,MC MI MK T,589.68
68,CI MI MK T,785.442
68,CI MC MK T,297.231
68,CI MC MI MK,5557.48
68,CI MC MI MK T,1884.49
69,MI T,330283.0
69,MC T,662752.0
69,CI T,881971.0
69,MK T,66.23
69,MC MI,7254550.0
69,CI MI,9662950.0
69,MI MK,724.683
69,CI MC,8338940.0
69,MC MK,274.217
69,CI MK,365.255
69,MC MI T,792382.0
69,CI MI T,1055400.0
69,MI MK T,419.922
69,CI MC T,987639.0
69,MC MK T,158.909
69,CI MK T,211.405
69,CI MC MI,23186800.0
69,MC MI MK,1738.92
69,CI MI MK,2316.11
69,CI MC MK,876.453
69,CI MC MI T,2532280.0
69,MC MI MK T,1007.51
69,CI MI MK T,1341.5
69,CI MC MK T,507.326
69,CI MC MI MK,5557.48
69,CI MC MI MK T,3219.2
70,MI T,969481.0
70,MI_IDX T,251542.0
70,CI T,21462200.0
70,MK T,2473680.0
70,MI MI_IDX,3573490.0
70,CI MI,27572900.0
70,MI MK,16830200.0
70,CI MI_IDX,7150380.0
70,MI_IDX MK,4366760.0
70,CI MK,70323800.0
70,MI MI_IDX T,1953970.0
70,CI MI T,15067500.0
70,MI MK T,9201850.0
70,CI MI_IDX T,3909810.0
70,MI_IDX MK T,2387820.0
70,CI MK T,38449400.0
70,CI MI MI_IDX,55544400.0
70,MI MI_IDX MK,33921100.0
70,CI MI MK,261622000.0
70,CI MI_IDX MK,67874500.0
70,CI MI MI_IDX T,30371400.0
70,MI MI_IDX MK T,18548100.0
70,CI MI MK T,143028000.0
70,CI MI_IDX MK T,37114800.0
70,CI MI MI_IDX MK,527252000.0
70,CI MI MI_IDX MK T,288301000.0
