QueryID,Tables,truecardinality_Estimate
27,MC T,221088
27,CI MC,13355828
27,CI MC T,1381288
28,MC T,829639
28,CI T,4864041
28,CI MC,27322258
28,CI MC T,8720023
29,MC T,294635
29,CI T,1759319
29,CI MC,27322258
29,CI MC T,2873214
30,MC T,1508127
30,CI T,26775477
30,CI MC,80274241
30,CI MC T,56965403
31,MK T,5181
31,MC T,511921
31,MC MK,14102
31,MC MK T,7153
32,MK T,10544
32,MC T,1334883
32,MC MK,14102
32,MC MK T,14102
33,MK T,3961736
33,MC T,2229308
33,MC MK,34863638
33,MC MK T,31339132
34,MI T,107622
34,MI_IDX T,39862
34,MC T,97755
34,MI MI_IDX,546205
34,MC MI,1528236
34,MC MI_IDX,584222
34,MI MI_IDX T,45776
34,MC MI T,118187
34,MC MI_IDX T,52944
34,MC MI MI_IDX,815636
34,MC MI MI_IDX T,75440
35,MI T,121863
35,MI_IDX T,10
35,MC T,2609129
35,MI MI_IDX,4
35,MC MI,360355
35,MC MI_IDX,120
35,MI MI_IDX T,4
35,MC MI T,360355
35,MC MI_IDX T,120
35,MC MI MI_IDX,72
35,MC MI MI_IDX T,72
36,MI T,435634
36,MI_IDX T,157251
36,MC T,381320
36,MI MI_IDX,546205
36,MC MI,1528236
36,MC MI_IDX,584222
36,MI MI_IDX T,185501
36,MC MI T,474153
36,MC MI_IDX T,207561
36,MC MI MI_IDX,815636
36,MC MI MI_IDX T,305691
37,MI T,1083597
37,MC T,640620
37,MI_IDX T,209880
37,MC MI,3243070
37,MI MI_IDX,1118984
37,MC MI_IDX,584222
37,MC MI T,2250196
37,MI MI_IDX T,724731
37,MC MI_IDX T,302610
37,MC MI MI_IDX,2504990
37,MC MI MI_IDX T,1919495
38,MI T,108646
38,MK T,164339
38,MI_IDX T,17526
38,MI MK,5076091
38,MI MI_IDX,424997
38,MI_IDX MK,3461792
38,MI MK T,209492
38,MI MI_IDX T,20716
38,MI_IDX MK T,110975
38,MI MI_IDX MK,4168677
38,MI MI_IDX MK T,150780
39,MI T,705350
39,MK T,2886675
39,MI_IDX T,209880
39,MI MK,5076091
39,MI MI_IDX,424997
39,MI_IDX MK,3461792
39,MI MK T,3643079
39,MI MI_IDX T,238948
39,MI_IDX MK T,2503305
39,MI MI_IDX MK,4168677
39,MI MI_IDX MK T,3243247
40,MI T,455223
40,MK T,1253091
40,MI_IDX T,143567
40,MI MK,5076091
40,MI MI_IDX,424997
40,MI_IDX MK,3461792
40,MI MK T,1384108
40,MI MI_IDX T,125530
40,MI_IDX MK T,850677
40,MI MI_IDX MK,4168677
40,MI MI_IDX MK T,1043763
41,MI T,1798330
41,MK T,1970380
41,MC T,1170186
41,MI MK,36413233
41,MC MI,10905021
41,MC MK,34863638
41,MI MK T,21795195
41,MC MI T,6621484
41,MC MK T,16657594
41,MC MI MK,753818881
41,MC MI MK T,512575801
42,MI T,669960
42,MK T,777213
42,MC T,420388
42,MI MK,36413233
42,MC MI,10905021
42,MC MK,34863638
42,MI MK T,8542397
42,MC MI T,2557971
42,MC MK T,6670791
42,MC MI MK,753818881
42,MC MI MK T,206778521
43,MI T,2220025
43,MK T,2742670
43,MC T,1508127
43,MI MK,36413233
43,MC MI,10905021
43,MC MK,34863638
43,MI MK T,27653388
43,MC MI T,8193781
43,MC MK T,22579666
43,MC MI MK,753818881
43,MC MI MK T,625302823
44,CI T,36244344
44,MK T,41840
44,MC T,2609129
44,CI MK,1038393
44,CI MC,80274241
44,MC MK,148552
44,CI MK T,1038393
44,CI MC T,80274241
44,MC MK T,148552
44,CI MC MK,7796926
44,CI MC MK T,7796926
45,MI T,121863
45,MI_IDX T,459925
45,CI T,36244344
45,MI MI_IDX,45431
45,CI MI,2766914
45,CI MI_IDX,13626495
45,MI MI_IDX T,45431
45,CI MI T,2766914
45,CI MI_IDX T,13626495
45,CI MI MI_IDX,1831108
45,CI MI MI_IDX T,1831108
46,MI T,457047
46,MI_IDX T,84173
46,CI T,10385830
46,MI MI_IDX,546205
46,CI MI,26038298
46,CI MI_IDX,13626495
46,MI MI_IDX T,96377
46,CI MI T,7290341
46,CI MI_IDX T,2840669
46,CI MI MI_IDX,16461908
46,CI MI MI_IDX T,2936093
47,MI T,1533909
47,MI_IDX T,459925
47,CI T,36244344
47,MI MI_IDX,546205
47,CI MI,26038298
47,CI MI_IDX,13626495
47,MI MI_IDX T,546205
47,CI MI T,26038298
47,CI MI_IDX T,13626495
47,CI MI MI_IDX,16461908
47,CI MI MI_IDX T,16461908
48,MI T,495374
48,MC T,305063
48,CI T,1191990
48,MC MI,10905021
48,CI MI,14802622
48,CI MC,13355828
48,MC MI T,1816973
48,CI MI T,2647115
48,CI MC T,1837455
48,CI MC MI,132317651
48,CI MC MI T,24675801
49,MI T,3036719
49,MC T,2609129
49,CI T,7451973
49,MC MI,10905021
49,CI MI,14802622
49,CI MC,13355828
49,MC MI T,10905021
49,CI MI T,14802622
49,CI MC T,13355828
49,CI MC MI,132317651
49,CI MC MI T,132317651
50,MI T,1798330
50,MC T,1170186
50,CI T,4402268
50,MC MI,10905021
50,CI MI,14802622
50,CI MC,13355828
50,MC MI T,6621484
50,CI MI T,9273829
50,CI MC T,6991479
50,CI MC MI,132317651
50,CI MC MI T,90649862
51,MK T,2343162
51,CI T,8852321
51,CI MK,215765477
51,CI MK T,151179813
52,MK T,1053171
52,CI T,4911717
52,CI MK,215765477
52,CI MK T,84217062
53,MK T,5181
53,MC T,511921
53,MI T,5528038
53,MC MK,14102
53,MI MK,327572
53,MC MI,19468013
53,MC MK T,7153
53,MI MK T,169531
53,MC MI T,7274879
53,MC MI MK,777546
53,MC MI MK T,333474
54,MK T,2699
54,MC T,381320
54,MI T,4558886
54,MC MK,14102
54,MI MK,327572
54,MC MI,19468013
54,MC MK T,3411
54,MI MK T,95564
54,MC MI T,6872385
54,MC MI MK,777546
54,MC MI MK T,307213
55,MK T,8209
55,MC T,917428
55,MI T,10383441
55,MC MK,14102
55,MI MK,327572
55,MC MI,19468013
55,MC MK T,10936
55,MI MK T,272734
55,MC MI T,14623463
55,MC MI MK,777546
55,MC MI MK T,658557
56,MI T,296199
56,MK T,684042
56,MI_IDX T,84174
56,MC T,524576
56,MI MK,5076091
56,MI MI_IDX,424997
56,MC MI,2565724
56,MI_IDX MK,3461792
56,MC MK,34863638
56,MC MI_IDX,1354883
56,MI MK T,731643
56,MI MI_IDX T,71285
56,MC MI T,494243
56,MI_IDX MK T,447627
56,MC MK T,5553478
56,MC MI_IDX T,248594
56,MI MI_IDX MK,4168677
56,MC MI MK,50645370
56,MC MI MI_IDX,1582553
56,MC MI_IDX MK,33227886
56,MI MI_IDX MK T,532005
56,MC MI MK T,8559047
56,MC MI MI_IDX T,289007
56,MC MI_IDX MK T,5265503
56,MC MI MI_IDX MK,49077237
56,MC MI MI_IDX MK T,8275169
57,MI T,233592
57,MK T,475878
57,MI_IDX T,64063
57,MC T,409251
57,MI MK,5076091
57,MI MI_IDX,424997
57,MC MI,2565724
57,MI_IDX MK,3461792
57,MC MK,34863638
57,MC MI_IDX,1354883
57,MI MK T,488089
57,MI MI_IDX T,53013
57,MC MI T,374517
57,MI_IDX MK T,305628
57,MC MK T,3655294
57,MC MI_IDX T,183850
57,MI MI_IDX MK,4168677
57,MC MI MK,50645370
57,MC MI MI_IDX,1582553
57,MC MI_IDX MK,33227886
57,MI MI_IDX MK T,346794
57,MC MI MK T,5280948
57,MC MI MI_IDX T,208040
57,MC MI_IDX MK T,3432100
57,MC MI MI_IDX MK,49077237
57,MC MI MI_IDX MK T,5060606
58,MI T,436548
58,MC T,294635
58,CI T,1127791
58,MK T,299534
58,MC MI,10905021
58,CI MI,14802622
58,MI MK,36413233
58,CI MC,13355828
58,MC MK,34863638
58,CI MK,35805959
58,MC MI T,1258211
58,CI MI T,1984439
58,MI MK T,2742272
58,CI MC T,1637102
58,MC MK T,2116623
58,CI MK T,2583747
58,CI MC MI,132317651
58,MC MI MK,753818881
58,CI MI MK,540412309
58,CI MC MK,434306424
58,CI MC MI T,17669965
58,MC MI MK T,67597282
58,CI MI MK T,50166855
58,CI MC MK T,32897373
58,CI MC MI MK,12882774489
58,CI MC MI MK T,1352809555
59,MI T,436548
59,MC T,37
59,CI T,1127791
59,MK T,299534
59,MC MI,1680
59,CI MI,14802622
59,MI MK,36413233
59,CI MC,339
59,MC MK,2756
59,CI MK,35805959
59,MC MI T,430
59,CI MI T,1984439
59,MI MK T,2742272
59,CI MC T,86
59,MC MK T,449
59,CI MK T,2583747
59,CI MC MI,13040
59,MC MI MK,133709
59,CI MI MK,540412309
59,CI MC MK,20207
59,CI MC MI T,2967
59,MC MI MK T,21091
59,CI MI MK T,50166855
59,CI MC MK T,3340
59,CI MC MI MK,1135407
59,CI MC MI MK T,191935
60,MI T,1798330
60,MC T,1170186
60,CI T,4402268
60,MK T,1970380
60,MC MI,10905021
60,CI MI,14802622
60,MI MK,36413233
60,CI MC,13355828
60,MC MK,34863638
60,CI MK,35805959
60,MC MI T,6621484
60,CI MI T,9273829
60,MI MK T,21795195
60,CI MC T,6991479
60,MC MK T,16657594
60,CI MK T,18054021
60,CI MC MI,132317651
60,MC MI MK,753818881
60,CI MI MK,540412309
60,CI MC MK,434306424
60,CI MC MI T,90649862
60,MC MI MK T,512575801
60,CI MI MK T,365166393
60,CI MC MK T,251883732
60,CI MC MI MK,12882774489
60,CI MC MI MK T,9537310863
61,MI T,1533909
61,MI_IDX T,459925
61,CI T,36244344
61,MK T,4523930
61,MI MI_IDX,546205
61,CI MI,26038298
61,MI MK,8855087
61,CI MI_IDX,13626495
61,MI_IDX MK,3461792
61,CI MK,215765477
61,MI MI_IDX T,546205
61,CI MI T,26038298
61,MI MK T,8855087
61,CI MI_IDX T,13626495
61,MI_IDX MK T,3461792
61,CI MK T,215765477
61,CI MI MI_IDX,16461908
61,MI MI_IDX MK,7567972
61,CI MI MK,510924327
61,CI MI_IDX MK,200542501
61,CI MI MI_IDX T,16461908
61,MI MI_IDX MK T,7567972
61,CI MI MK T,510924327
61,CI MI_IDX MK T,200542501
61,CI MI MI_IDX MK,492943940
61,CI MI MI_IDX MK T,492943940
62,MI T,276630
62,MI_IDX T,43838
62,CI T,5935230
62,MK T,299534
62,MI MI_IDX,546205
62,CI MI,26038298
62,MI MK,8855087
62,CI MI_IDX,13626495
62,MI_IDX MK,3461792
62,CI MK,215765477
62,MI MI_IDX T,46654
62,CI MI T,4308755
62,MI MK T,464073
62,CI MI_IDX T,1490360
62,MI_IDX MK T,179616
62,CI MK T,17278181
62,CI MI MI_IDX,16461908
62,MI MI_IDX MK,7567972
62,CI MI MK,510924327
62,CI MI_IDX MK,200542501
62,CI MI MI_IDX T,1436245
62,MI MI_IDX MK T,306625
62,CI MI MK T,35755063
62,CI MI_IDX MK T,14791511
62,CI MI MI_IDX MK,492943940
62,CI MI MI_IDX MK T,32355583
63,MK T,1053171
63,CI T,4911717
63,MI_IDX T,86572
63,CI MK,215765477
63,MI_IDX MK,3461792
63,CI MI_IDX,13626495
63,CI MK T,84217062
63,MI_IDX MK T,897347
63,CI MI_IDX T,2693690
63,CI MI_IDX MK,200542501
63,CI MI_IDX MK T,81495003
64,MK T,682355
64,CI T,3785589
64,MI_IDX T,58024
64,CI MK,215765477
64,MI_IDX MK,3461792
64,CI MI_IDX,13626495
64,CI MK T,53765709
64,MI_IDX MK T,547364
64,CI MI_IDX T,1839592
64,CI MI_IDX MK,200542501
64,CI MI_IDX MK T,51282842
65,MK T,271
65,MC T,20455
65,MI T,250661
65,MC MK,14102
65,MI MK,327572
65,MC MI,19468013
65,MC MK T,372
65,MI MK T,8543
65,MC MI T,370041
65,MC MI MK,777546
65,MC MI MK T,19006
66,MI T,641527
66,MK T,1970380
66,MI_IDX T,221314
66,MC T,1170186
66,MI MK,5076091
66,MI MI_IDX,424997
66,MC MI,2565724
66,MI_IDX MK,3461792
66,MC MK,34863638
66,MC MI_IDX,1354883
66,MI MK T,2283714
66,MI MI_IDX T,198913
66,MC MI T,1195290
66,MI_IDX MK T,1402930
66,MC MK T,16657594
66,MC MI_IDX T,646073
66,MI MI_IDX MK,4168677
66,MC MI MK,50645370
66,MC MI MI_IDX,1582553
66,MC MI_IDX MK,33227886
66,MI MI_IDX MK T,1801122
66,MC MI MK T,27360458
66,MC MI MI_IDX T,784265
66,MC MI_IDX MK T,16001104
66,MC MI MI_IDX MK,49077237
66,MC MI MI_IDX MK T,26718423
67,MI T,455223
67,MK T,1253091
67,MI_IDX T,143567
67,MC T,829639
67,MI MK,5076091
67,MI MI_IDX,424997
67,MC MI,2565724
67,MI_IDX MK,3461792
67,MC MK,34863638
67,MC MI_IDX,1354883
67,MI MK T,1384108
67,MI MI_IDX T,125530
67,MC MI T,813700
67,MI_IDX MK T,850677
67,MC MK T,10326085
67,MC MI_IDX T,427700
67,MI MI_IDX MK,4168677
67,MC MI MK,50645370
67,MC MI MI_IDX,1582553
67,MC MI_IDX MK,33227886
67,MI MI_IDX MK T,1043763
67,MC MI MK T,16264315
67,MC MI MI_IDX T,508388
67,MC MI_IDX MK T,9861464
67,MC MI MI_IDX MK,49077237
67,MC MI MI_IDX MK T,15813608
68,MI T,1185103
68,MC T,760935
68,CI T,2832163
68,MK T,199
68,MC MI,10905021
68,CI MI,14802622
68,MI MK,4801
68,CI MC,13355828
68,MC MK,3218
68,CI MK,1821
68,MC MI T,4733307
68,CI MI T,6395484
68,MI MK T,3456
68,CI MC T,4673376
68,MC MK T,2178
68,CI MK T,1254
68,CI MC MI,132317651
68,MC MI MK,114260
68,CI MI MK,57861
68,CI MC MK,32299
68,CI MC MI T,64293817
68,MC MI MK T,83888
68,CI MI MK T,41636
68,CI MC MK T,23853
68,CI MC MI MK,1499619
68,CI MC MI MK T,1067496
69,MI T,380792
69,MC T,253054
69,CI T,888285
69,MK T,100
69,MC MI,10905021
69,CI MI,14802622
69,MI MK,4801
69,CI MC,13355828
69,MC MK,3218
69,CI MK,1821
69,MC MI T,1672786
69,CI MI T,2055206
69,MI MK T,1084
69,CI MC T,1571072
69,MC MK T,777
69,CI MK T,467
69,CI MC MI,132317651
69,MC MI MK,114260
69,CI MI MK,57861
69,CI MC MK,32299
69,CI MC MI T,22138603
69,MC MI MK T,22926
69,CI MI MK T,11235
69,CI MC MK T,7143
69,CI MC MI MK,1499619
69,CI MC MI MK T,268172
70,MI T,815187
70,MI_IDX T,221314
70,CI T,21334720
70,MK T,1970380
70,MI MI_IDX,546205
70,CI MI,26038298
70,MI MK,8855087
70,CI MI_IDX,13626495
70,MI_IDX MK,3461792
70,CI MK,215765477
70,MI MI_IDX T,257633
70,CI MI T,14392622
70,MI MK T,3564358
70,CI MI_IDX T,7097988
70,MI_IDX MK T,1402930
70,CI MK T,114182642
70,CI MI MI_IDX,16461908
70,MI MI_IDX MK,7567972
70,CI MI MK,510924327
70,CI MI_IDX MK,200542501
70,CI MI MI_IDX T,8005670
70,MI MI_IDX MK T,2912311
70,CI MI MK T,268238061
70,CI MI_IDX MK T,104984070
70,CI MI MI_IDX MK,492943940
70,CI MI MI_IDX MK T,258385218
