QueryID,Tables,factorjoin_Estimate
55,MI T,13763511.0
55,MC MK,742300.0
55,MI MK,7862800.0
55,MI MC,731467719.0
55,MC T MK,742300.0
55,MI T MK,7862800.0
55,MI T MC,728135707.0
55,MI MK MC,499102200.0
55,MI T MK MC,499102200.0
56,MI T,1201899.9999999998
56,MI_IDX T,444900.0
56,MK T,1321300.0
56,MC T,2407901.0
56,MI_IDX MI,4985299.999999999
56,MK MI,6525800.0
56,MC MI,75769099.99999999
56,MK MI_IDX,3992480.0
56,MC MI_IDX,10398417.0
56,MC MK,38203198.0
56,MI_IDX T MI,4966099.999999999
56,MK T MI,5125500.0
56,MC T MI,75267099.99999999
56,MK T MI_IDX,2974600.0
56,MC T MI_IDX,10059104.0
56,MC T MK,20264274.0
56,MK MI MI_IDX,25923600.0
56,MC MI MI_IDX,314980799.99999994
56,MC MI MK,421779800.0
56,MC MI_IDX MK,127777158.0
56,MK T MI MI_IDX,23131100.0
56,MC T MI MI_IDX,313798299.99999994
56,MC T MI MK,337412199.99999994
56,MC T MI_IDX MK,89309183.0
56,MC MI MI_IDX MK,1704851800.0
56,MC T MI MI_IDX MK,1536310900.0
57,MI T,1193399.9999999998
57,MI_IDX T,437100.0
57,MK T,964600.0
57,MC T,2361558.0
57,MI_IDX MI,4985299.999999999
57,MK MI,6525800.0
57,MC MI,75769099.99999999
57,MK MI_IDX,3992480.0
57,MC MI_IDX,10398417.0
57,MC MK,38203198.0
57,MI_IDX T MI,4928099.999999999
57,MK T MI,4643900.0
57,MC T MI,74699299.99999999
57,MK T MI_IDX,2597700.0
57,MC T MI_IDX,9859834.0
57,MC T MK,17291042.0
57,MK MI MI_IDX,25923600.0
57,MC MI MI_IDX,314980799.99999994
57,MC MI MK,421779800.0
57,MC MI_IDX MK,127777158.0
57,MK T MI MI_IDX,20974200.0
57,MC T MI MI_IDX,311252599.99999994
57,MC T MI MK,305906100.0
57,MC T MI_IDX MK,76752003.0
57,MC MI MI_IDX MK,1704851800.0
57,MC T MI MI_IDX MK,1394651500.0
58,MI T,2444800.0
58,MC T,2302287.0
58,CI T,6602000.0
58,MK T,665000.0
58,MC MI,165855700.0
58,CI MI,1912776600.0
58,MK MI,38636900.0
58,CI MC,426660300.0
58,MK MC,38203198.0
58,MK CI,44315500.0
58,MC T MI,152201100.0
58,CI T MI,1817291900.0
58,MK T MI,12468700.0
58,CI T MC,414859100.0
58,MK T MC,14157624.0
58,MK T CI,25850000.0
58,CI MI MC,121131407099.99998
58,MK MI MC,2439106800.0
58,MK MI CI,19127207400.0
58,MK MC CI,2877140900.0
58,CI T MI MC,114999030799.99998
58,MK T MI MC,798761300.0
58,MK T MI CI,8610934800.0
58,MK T MC CI,1715189300.0
58,MK MI MC CI,1244625326700.0
58,MK T MI MC CI,574886601400.0
59,MI T,2444800.0
59,MC T,100.0
59,CI T,6602000.0
59,MK T,665000.0
59,MC MI,56300.0
59,CI MI,1912776600.0
59,MK MI,38636900.0
59,CI MC,72400.0
59,MK MC,100.0
59,MK CI,44315500.0
59,MC T MI,56300.0
59,CI T MI,1817291900.0
59,MK T MI,12468700.0
59,CI T MC,72400.0
59,MK T MC,100.0
59,MK T CI,25850000.0
59,CI MI MC,40761200.0
59,MK MI MC,56300.0
59,MK MI CI,19127207400.0
59,MK MC CI,72400.0
59,CI T MI MC,40761200.0
59,MK T MI MC,56300.0
59,MK T MI CI,8610934800.0
59,MK T MC CI,72400.0
59,MK MI MC CI,40761200.0
59,MK T MI MC CI,40761200.0
60,MI T,2605900.0
60,MC T,2488424.0
60,CI T,6755400.0
60,MK T,2697770.0
60,MC MI,165855700.0
60,CI MI,1912776600.0
60,MK MI,38636900.0
60,CI MC,426660300.0
60,MK MC,38203198.0
60,MK CI,44315500.0
60,MC T MI,162702000.0
60,CI T MI,1893914600.0
60,MK T MI,27646300.0
60,CI T MC,424816100.0
60,MK T MC,28866528.0
60,MK T CI,38170300.0
60,CI MI MC,121131407099.99998
60,MK MI MC,2439106800.0
60,MK MI CI,19127207400.0
60,MK MC CI,2877140900.0
60,CI T MI MC,119981888799.99998
60,MK T MI MC,1794788400.0
60,MK T MI CI,15425273100.0
60,MK T MC CI,2512696100.0
60,MK MI MC CI,1244625326700.0
60,MK T MI MC CI,1022107670300.0
61,MI T,1444900.0
61,MI_IDX T,453464.0
61,CI T,33374508.0
61,MK T,4495273.0
61,MI_IDX MI,5994400.0
61,CI MI,1075801900.0
61,MK MI,10185100.0
61,CI MI_IDX,137793667.0
61,MK MI_IDX,4010496.0
61,MK CI,263476410.0
61,MI_IDX T MI,5994400.0
61,CI T MI,1075801900.0
61,MK T MI,10185100.0
61,CI T MI_IDX,137793667.0
61,MK T MI_IDX,4010496.0
61,MK T CI,263476410.0
61,CI MI MI_IDX,4489118500.0
61,MK MI MI_IDX,43239400.0
61,MK MI CI,6556879900.0
61,MK MI_IDX CI,1013183332.0
61,CI T MI MI_IDX,4489118500.0
61,MK T MI MI_IDX,43239400.0
61,MK T MI CI,6556879900.0
61,MK T MI_IDX CI,1013183332.0
61,MK MI MI_IDX CI,28244942600.0
61,MK T MI MI_IDX CI,28244942600.0
62,MI T,1397500.0
62,MI_IDX T,404600.0
62,CI T,32104551.0
62,MK T,665000.0
62,MI_IDX MI,5994400.0
62,CI MI,1075801900.0
62,MK MI,10185100.0
62,CI MI_IDX,137793667.0
62,MK MI_IDX,4010496.0
62,MK CI,263476410.0
62,MI_IDX T MI,5786200.0
62,CI T MI,1051456900.0
62,MK T MI,5888800.0
62,CI T MI_IDX,132771912.0
62,MK T MI_IDX,1941300.0
62,MK T CI,133780077.0
62,CI MI MI_IDX,4489118500.0
62,MK MI MI_IDX,43239400.0
62,MK MI CI,6556879900.0
62,MK MI_IDX CI,1013183332.0
62,CI T MI MI_IDX,4382007700.0
62,MK T MI MI_IDX,26521800.0
62,MK T MI CI,4398411600.0
62,MK T MI_IDX CI,593218673.0
62,MK MI MI_IDX CI,28244942600.0
62,MK T MI MI_IDX CI,19768067200.0
63,CI T,33046228.0
63,MK T,1196663.0
63,MI_IDX T,445900.0
63,MK CI,263476410.0
63,MI_IDX CI,137632332.0
63,MI_IDX MK,3992480.0
63,MK T CI,208766955.0
63,MI_IDX T CI,136587325.0
63,MI_IDX T MK,3178100.0
63,MI_IDX CI MK,985773748.0
63,MI_IDX T CI MK,848216289.0
64,CI T,32751431.0
64,MK T,807252.0
64,MI_IDX T,418500.0
64,MK CI,263476410.0
64,MI_IDX CI,137632332.0
64,MI_IDX MK,3992480.0
64,MK T CI,179206143.0
64,MI_IDX T CI,135533865.0
64,MI_IDX T MK,2532100.0
64,MI_IDX CI MK,985773748.0
64,MI_IDX T CI MK,756831124.0
65,MK T,9700.0
65,MC T,1204000.0
65,MI T,11924051.0
65,MC MK,742300.0
65,MI MK,7862800.0
65,MI MC,731467719.0
65,MC T MK,616200.0
65,MI T MK,5966000.0
65,MI T MC,673158844.0
65,MI MK MC,499102200.0
65,MI T MK MC,376726500.0
66,MI T,1206299.9999999998
66,MI_IDX T,453400.0
66,MK T,2697770.0
66,MC T,2488424.0
66,MI_IDX MI,4985299.999999999
66,MK MI,6525800.0
66,MC MI,75769099.99999999
66,MK MI_IDX,3992480.0
66,MC MI_IDX,10398417.0
66,MC MK,38203198.0
66,MI_IDX T MI,4978099.999999999
66,MK T MI,5731100.0
66,MC T MI,75552199.99999999
66,MK T MI_IDX,3532400.0
66,MC T MI_IDX,10295739.0
66,MC T MK,28866528.0
66,MK MI MI_IDX,25923600.0
66,MC MI MI_IDX,314980799.99999994
66,MC MI MK,421779800.0
66,MC MI_IDX MK,127777158.0
66,MK T MI MI_IDX,24631100.0
66,MC T MI MI_IDX,314555299.99999994
66,MC T MI MK,376171600.0
66,MC T MI_IDX MK,109225541.0
66,MC MI MI_IDX MK,1704851800.0
66,MC T MI MI_IDX MK,1630042900.0
67,MI T,1202999.9999999998
67,MI_IDX T,450200.0
67,MK T,2102076.0
67,MC T,2448233.0
67,MI_IDX MI,4985299.999999999
67,MK MI,6525800.0
67,MC MI,75769099.99999999
67,MK MI_IDX,3992480.0
67,MC MI_IDX,10398417.0
67,MC MK,38203198.0
67,MI_IDX T MI,4966099.999999999
67,MK T MI,5318900.0
67,MC T MI,75341699.99999999
67,MK T MI_IDX,3233000.0
67,MC T MI_IDX,10189164.0
67,MC T MK,23734683.0
67,MK MI MI_IDX,25923600.0
67,MC MI MI_IDX,314980799.99999994
67,MC MI MK,421779800.0
67,MC MI_IDX MK,127777158.0
67,MK T MI MI_IDX,23131100.0
67,MC T MI MI_IDX,313798299.99999994
67,MC T MI MK,350051200.0
67,MC T MI_IDX MK,96384911.0
67,MC MI MI_IDX MK,1704851800.0
67,MC T MI MI_IDX MK,1536310900.0
68,MI T,2605900.0
68,MC T,2488424.0
68,CI T,6755400.0
68,MK T,700.0
68,MC MI,165855700.0
68,CI MI,1912776600.0
68,MK MI,505500.0
68,CI MC,426660300.0
68,MK MC,45100.0
68,MK CI,568500.0
68,MC T MI,162702000.0
68,CI T MI,1893914600.0
68,MK T MI,505500.0
68,CI T MC,424816100.0
68,MK T MC,45100.0
68,MK T CI,568500.0
68,CI MI MC,121131407099.99998
68,MK MI MC,33275600.0
68,MK MI CI,461480200.0
68,MK MC CI,37866800.0
68,CI T MI MC,119981888799.99998
68,MK T MI MC,33275600.0
68,MK T MI CI,461480200.0
68,MK T MC CI,37866800.0
68,MK MI MC CI,31440942800.0
68,MK T MI MC CI,31440942800.0
69,MI T,2535700.0
69,MC T,2378629.0
69,CI T,6682400.0
69,MK T,700.0
69,MC MI,165855700.0
69,CI MI,1912776600.0
69,MK MI,505500.0
69,CI MC,426660300.0
69,MK MC,45100.0
69,MK CI,568500.0
69,MC T MI,158358000.0
69,CI T MI,1857346700.0
69,MK T MI,505500.0
69,CI T MC,420282000.0
69,MK T MC,45100.0
69,MK T CI,568500.0
69,CI MI MC,121131407099.99998
69,MK MI MC,33275600.0
69,MK MI CI,461480200.0
69,MK MC CI,37866800.0
69,CI T MI MC,117721912399.99998
69,MK T MI MC,33275600.0
69,MK T MI CI,461480200.0
69,MK T MC CI,37866800.0
69,MK MI MC CI,31440942800.0
69,MK T MI MC CI,31440942800.0
70,MI T,1437900.0
70,MI_IDX T,450700.0
70,CI T,33137146.0
70,MK T,2697770.0
70,MI_IDX MI,5994400.0
70,CI MI,1075801900.0
70,MK MI,10185100.0
70,CI MI_IDX,137793667.0
70,MK MI_IDX,4010496.0
70,MK CI,263476410.0
70,MI_IDX T MI,5971900.0
70,CI T MI,1072271000.0
70,MK T MI,8897100.0
70,CI T MI_IDX,137147988.0
70,MK T MI_IDX,3498300.0
70,MK T CI,214987791.0
70,CI MI MI_IDX,4489118500.0
70,MK MI MI_IDX,43239400.0
70,MK MI CI,6556879900.0
70,MK MI_IDX CI,1013183332.0
70,CI T MI MI_IDX,4477454200.0
70,MK T MI MI_IDX,39637500.0
70,MK T MI CI,5924079700.0
70,MK T MI_IDX CI,896664521.0
70,MK MI MI_IDX CI,28244942600.0
70,MK T MI MI_IDX CI,26391441600.0
