QueryID,Tables,bayescard_Estimate
18,CI MK,52802.82374754964
18,CI T,21398940.553508293
18,CI MK T,23427.351996570487
19,T MK,1987661.0447618084
19,CI MK,216537251.11608315
19,CI T,21398940.553508293
19,CI MK T,112597699.85207906
20,T CI,4552514.891449695
21,T CI,696453.6884621446
22,T CI,21525381.38841268
23,T CI,7471177.8930495
23,MC CI,15533937.432829125
23,MC T,2609129.0
23,MC CI T,15533937.432829125
24,T CI,2740531.3207475003
24,MC CI,4819523.584779931
24,MC T,2609129.0
24,MC CI T,4819523.584779931
25,T CI,276634.9808215
25,MC CI,620298.337523693
25,MC T,2609129.0
25,MC CI T,620298.337523693
26,T CI,3301336.5027377643
26,MC CI,15533937.432829125
26,MC T,887345.449262656
26,MC CI T,5643436.549380959
27,T CI,875973.7333810872
27,MC CI,15533937.432829125
27,MC T,235537.5872121488
27,MC CI T,1587514.7555594333
28,CI T,5607398.38971259
28,MC T,887906.8672031214
28,MC CI,27336288.75608951
28,MC T CI,9894867.979923503
29,CI T,2084397.6211096048
29,MC T,317418.965422538
29,MC CI,27336288.75608951
29,MC T CI,3209010.5144954
30,CI T,26856237.17776889
30,MC T,1594837.5815990695
30,MC CI,80528201.3927534
30,MC T CI,55865334.59383193
31,MK T,1988.47529441997
31,MC T,491299.6958774335
31,MC MK,16807.845722502843
31,MC T MK,6613.2551559336
32,MK T,4930.288461538462
32,MC T,1334883.0
32,MC MK,16807.845722502843
32,MC T MK,16807.845722502843
33,MK T,3926115.162580465
33,MC T,2256979.7720960528
33,MC MK,34073677.40713399
33,MC T MK,30606068.39232729
34,MI T,111326.87185351344
34,MI_IDX T,37695.00672141545
34,MC T,107041.9817507363
34,MI_IDX MI,716257.7079401833
34,MC MI,1903612.6656094124
34,MC MI_IDX,644631.0104811115
34,MI_IDX T MI,44696.37794675736
34,MC T MI,143257.12053505552
34,MC T MI_IDX,48233.27389725339
34,MC MI MI_IDX,3029370.134659518
34,MC T MI MI_IDX,89758.90573465153
35,MI T,121830.87709439998
35,MI_IDX T,10.000000000000002
35,MC T,2609129.0
35,MI_IDX MI,28.78430512893637
35,MC MI,396341.9835803315
35,MC MI_IDX,276.4616462231836
35,MI_IDX T MI,28.78430512893637
35,MC T MI,396341.9835803315
35,MC T MI_IDX,276.4616462231836
35,MC MI MI_IDX,901.6153656875618
35,MC T MI MI_IDX,901.6153656875618
36,MI T,437467.47998977714
36,MI_IDX T,145549.25303578257
36,MC T,408191.5067451577
36,MI_IDX MI,716257.7079401833
36,MC MI,1903612.6656094124
36,MC MI_IDX,644631.0104811115
36,MI_IDX T MI,173270.99758355744
36,MC T MI,562663.2230038217
36,MC T MI_IDX,186797.13444180536
36,MC MI MI_IDX,3029370.134659518
36,MC T MI MI_IDX,352611.0711419789
37,MI T,1168832.0318362245
37,MC T,696974.8670094426
37,MI_IDX T,228420.27304542463
37,MC MI,5053630.388772708
37,MI_IDX MI,1418250.2705949787
37,MI_IDX MC,644631.0104811115
37,MC T MI,2240812.326174634
37,MI_IDX T MI,724669.224371769
37,MI_IDX T MC,318041.76219613594
37,MI_IDX MI MC,5998406.670650466
37,MI_IDX T MI MC,1937784.678935668
38,MI T,77001.75483618859
38,MI_IDX T,23020.179695017403
38,MK T,185024.1495908317
38,MI_IDX MI,619893.7484429919
38,MK MI,5063015.525361419
38,MK MI_IDX,3173170.2246840363
38,MI_IDX T MI,27390.23562441244
38,MK T MI,291266.36644037446
38,MK T MI_IDX,160725.34760185287
38,MK MI MI_IDX,20094922.05280877
38,MK T MI MI_IDX,203417.00523953376
39,MI T,633990.9490063043
39,MI_IDX T,228420.27304542463
39,MK T,2925815.677383488
39,MI_IDX MI,619893.7484429919
39,MK MI,5063015.525361419
39,MK MI_IDX,3173170.2246840363
39,MI_IDX T MI,251935.90693209728
39,MK T MI,3566929.437125429
39,MK T MI_IDX,2296950.794528388
39,MK MI MI_IDX,20094922.05280877
39,MK T MI MI_IDX,2850243.8595584007
40,MI T,446785.9656284252
40,MI_IDX T,152561.2981259967
40,MK T,1300263.7293472665
40,MI_IDX MI,619893.7484429919
40,MK MI,5063015.525361419
40,MK MI_IDX,3173170.2246840363
40,MI_IDX T MI,140542.14578250685
40,MK T MI,1502883.986609171
40,MK T MI_IDX,894439.0253027347
40,MK MI MI_IDX,20094922.05280877
40,MK T MI MI_IDX,1044423.2083477556
41,MI T,1587533.4364136497
41,MC T,1241729.5814383237
41,MK T,1987661.0447618084
41,MC MI,9877699.845325882
41,MK MI,34733056.66317707
41,MK MC,34073677.40713399
41,MC T MI,4440279.59222978
41,MK T MI,15517527.671531916
41,MK T MC,15312475.880087135
41,MK MI MC,607757797.8623046
41,MK T MI MC,275523412.1798441
42,MI T,563550.4465098793
42,MC T,443941.1181950529
42,MK T,764458.7196133941
42,MC MI,9877699.845325882
42,MK MI,34733056.66317707
42,MK MC,34073677.40713399
42,MC T MI,1618544.4206848545
42,MK T MI,5642654.780205325
42,MK T MC,5918761.637237594
42,MK MI MC,607757797.8623046
42,MK T MI MC,95668304.44519408
43,MI T,2035460.091254604
43,MC T,1594837.5815990695
43,MK T,2716403.9075923823
43,MC MI,9877699.845325882
43,MK MI,34733056.66317707
43,MK MC,34073677.40713399
43,MC T MI,6314991.084242713
43,MK T MI,22821484.190227624
43,MK T MC,21484193.16110688
43,MK MI MC,607757797.8623046
43,MK T MI MC,421231378.686912
44,T CI,36378886.56017
44,MK CI,1040671.9587608732
44,MC CI,80528201.3927534
44,MK T,38686.28571428572
44,MC T,2609129.0
44,MC MK,132565.4057178676
44,MK CI T,1040671.9587608732
44,MC CI T,80528201.3927534
44,MC CI MK,8251602.962759374
44,MC T MK,132565.4057178676
44,MC CI T MK,8251602.962759374
45,MI T,121830.87709439998
45,MI_IDX T,459925.0
45,CI T,36378886.56017
45,MI_IDX MI,56874.22681854394
45,CI MI,2962691.068911725
45,CI MI_IDX,11386135.043476958
45,MI_IDX T MI,56874.22681854394
45,CI T MI,2962691.068911725
45,CI T MI_IDX,11386135.043476958
45,CI MI MI_IDX,2832309.066640197
45,CI T MI MI_IDX,2832309.066640197
46,MI T,342994.8389466107
46,MI_IDX T,94487.73393436208
46,CI T,10417344.32758478
46,MI_IDX MI,716257.7079401833
46,CI MI,30808482.855825227
46,CI MI_IDX,11386135.043476958
46,MI_IDX T MI,123502.0448773049
46,CI T MI,6286534.7063653
46,CI T MI_IDX,2129432.4408876053
46,CI MI MI_IDX,35669288.42342447
46,CI T MI MI_IDX,2995829.357709297
47,MI T,1534303.1398455
47,MI_IDX T,459925.0
47,CI T,36378886.56017
47,MI_IDX MI,716257.7079401833
47,CI MI,30808482.855825227
47,CI MI_IDX,11386135.043476958
47,MI_IDX T MI,716257.7079401833
47,CI T MI,30808482.855825227
47,CI T MI_IDX,11386135.043476958
47,CI MI MI_IDX,35669288.42342447
47,CI T MI MI_IDX,35669288.42342447
48,MI T,413399.39184448135
48,MC T,320665.3242166712
48,CI T,1144369.1994897414
48,MC MI,9877699.845325882
48,CI MI,15862603.314389722
48,CI MC,15533937.432829125
48,MC T MI,1205058.1373684527
48,CI T MI,2045923.99014735
48,CI T MC,2175550.806103464
48,CI MI MC,156190105.71307173
48,CI T MI MC,18859902.379244912
49,MI T,3038048.7625305
49,MC T,2609129.0
49,CI T,7471177.8930495
49,MC MI,9877699.845325882
49,CI MI,15862603.314389722
49,CI MC,15533937.432829125
49,MC T MI,9877699.845325882
49,CI T MI,15862603.314389722
49,CI T MC,15533937.432829125
49,CI MI MC,156190105.71307173
49,CI T MI MC,156190105.71307173
50,MI T,1587533.4364136497
50,MC T,1241729.5814383237
50,CI T,4402530.575205981
50,MC MI,9877699.845325882
50,CI MI,15862603.314389722
50,CI MC,15533937.432829125
50,MC T MI,4440279.59222978
50,CI T MI,7609742.367588247
50,CI T MC,8138599.903125563
50,CI MI MC,156190105.71307173
50,CI T MI MC,70807640.91059737
51,CI T,9581458.527210938
51,MK T,2507004.788848592
51,MK CI,216537251.11608315
51,MK T CI,153317265.1510309
52,CI T,5335513.778879147
52,MK T,1225436.2118195817
52,MK CI,216537251.11608315
52,MK T CI,85547574.3406821
53,MK T,1988.47529441997
53,MC T,491299.6958774335
53,MI T,5519103.531792422
53,MC MK,16807.845722502843
53,MI MK,218127.0818560428
53,MI MC,29471819.510429487
53,MC T MK,6613.2551559336
53,MI T MK,92317.95137861972
53,MI T MC,11921065.96274104
53,MI MK MC,2204685.7106908564
53,MI T MK MC,930569.0224416016
54,MK T,1576.5461179737797
54,MC T,408191.5067451577
54,MI T,4545446.262815381
54,MC MK,16807.845722502843
54,MI MK,218127.0818560428
54,MI MC,29471819.510429487
54,MC T MK,5845.28269125921
54,MI T MK,82667.83275017419
54,MI T MC,10256799.325716926
54,MI MK MC,2204685.7106908564
54,MI T MK MC,847744.7050913228
55,MK T,3676.535368197761
55,MC T,924826.547737574
55,MI T,10359921.64432503
55,MC MK,16807.845722502843
55,MI MK,218127.0818560428
55,MI MC,29471819.510429487
55,MC T MK,12874.8815045905
55,MI T MK,180787.10545479425
55,MI T MC,22898688.764974825
55,MI MK MC,2204685.7106908564
55,MI T MK MC,1842267.473545675
56,MI T,286858.9791897673
56,MI_IDX T,95017.26514642534
56,MK T,742498.4108884856
56,MC T,567241.54298645
56,MI_IDX MI,619893.7484429919
56,MK MI,5063015.525361419
56,MC MI,2540077.756769628
56,MK MI_IDX,3173170.2246840363
56,MC MI_IDX,1259979.6864186388
56,MC MK,34073677.40713399
56,MI_IDX T MI,89466.81895494382
56,MK T MI,883296.0407478596
56,MC T MI,507340.0771551966
56,MK T MI_IDX,498998.5504718206
56,MC T MI_IDX,220062.51899691692
56,MC T MK,4633503.64610533
56,MK MI MI_IDX,20094922.05280877
56,MC MI MI_IDX,5124513.448012546
56,MC MI MK,41759442.50834104
56,MC MI_IDX MK,29368847.41219525
56,MK T MI MI_IDX,583383.6985566154
56,MC T MI MI_IDX,242292.1654708995
56,MC T MI MK,5803171.605963527
56,MC T MI_IDX MK,3935846.5451104254
56,MC MI MI_IDX MK,403789513.5226372
56,MC T MI MI_IDX MK,5296329.34468329
57,MI T,224865.9632577401
57,MI_IDX T,73674.42967896722
57,MK T,535805.009733872
57,MC T,443965.7490080684
57,MI_IDX MI,619893.7484429919
57,MK MI,5063015.525361419
57,MC MI,2540077.756769628
57,MK MI_IDX,3173170.2246840363
57,MC MI_IDX,1259979.6864186388
57,MC MK,34073677.40713399
57,MI_IDX T MI,69362.52750164089
57,MK T MI,657275.6422450222
57,MC T MI,391172.23349757417
57,MK T MI_IDX,360982.053721303
57,MC T MI_IDX,164036.8338462372
57,MC T MK,3102349.199238579
57,MK MI MI_IDX,20094922.05280877
57,MC MI MI_IDX,5124513.448012546
57,MC MI MK,41759442.50834104
57,MC MI_IDX MK,29368847.41219525
57,MK T MI MI_IDX,421139.15295412135
57,MC T MI MI_IDX,180738.99909089447
57,MC T MI MK,4113087.73653453
57,MC T MI_IDX MK,2764472.927408145
57,MC MI MI_IDX MK,403789513.5226372
57,MC T MI MI_IDX MK,3713551.998928424
58,MI T,416726.11439527135
58,MC T,317418.965422538
58,CI T,1229524.4594675754
58,MK T,350818.1397003145
58,MC MI,9877699.845325882
58,CI MI,15862603.314389722
58,MK MI,34733056.66317707
58,CI MC,15533937.432829125
58,MK MC,34073677.40713399
58,MK CI,39846229.78256438
58,MC T MI,740936.9448725346
58,CI T MI,1561478.5647543874
58,MK T MI,2186187.3464164883
58,CI T MC,1844661.139321138
58,MK T MC,1844373.816535152
58,MK T CI,3903420.933508663
58,CI MI MC,156190105.71307173
58,MK MI MC,607757797.8623046
58,MK MI CI,660794493.4203
58,MK MC CI,497719661.1078915
58,CI T MI MC,9181672.634329546
58,MK T MI MC,32962694.965847757
58,MK T MI CI,36737872.38261879
58,MK T MC CI,42152000.56301418
58,MK MI MC CI,14690778677.76964
58,MK T MI MC CI,749181200.4772332
59,MI T,416726.11439527135
59,MC T,49.89069661714967
59,CI T,1229524.4594675754
59,MK T,350818.1397003145
59,MC MI,1541.0175355970853
59,CI MI,15862603.314389722
59,MK MI,34733056.66317707
59,CI MC,2423.445777428145
59,MK MC,5032.828924489561
59,MK CI,39846229.78256438
59,MC T MI,192.90644253865
59,CI T MI,1561478.5647543874
59,MK T MI,2186187.3464164883
59,CI T MC,240.92115138700396
59,MK T MC,396.54059345748976
59,MK T CI,3903420.933508663
59,CI MI MC,24367.180169429943
59,MK MI MC,94816.1453139176
59,MK MI CI,660794493.4203
59,MK MC CI,77649.12252741115
59,CI T MI MC,2764.046225449866
59,MK T MI MC,10682.214369071497
59,MK T MI CI,36737872.38261879
59,MK T MC CI,6267.884296054463
59,MK MI MC CI,2291904.7863892536
59,MK T MI MC CI,259835.79500967968
60,MI T,1587533.4364136497
60,MC T,1241729.5814383237
60,CI T,4402530.575205981
60,MK T,1987661.0447618084
60,MC MI,9877699.845325882
60,CI MI,15862603.314389722
60,MK MI,34733056.66317707
60,CI MC,15533937.432829125
60,MK MC,34073677.40713399
60,MK CI,39846229.78256438
60,MC T MI,4440279.59222978
60,CI T MI,7609742.367588247
60,MK T MI,15517527.671531916
60,CI T MC,8138599.903125563
60,MK T MC,15312475.880087135
60,MK T CI,20623726.51712945
60,CI MI MC,156190105.71307173
60,MK MI MC,607757797.8623046
60,MK MI CI,660794493.4203
60,MK MC CI,497719661.1078915
60,CI T MI MC,70807640.91059737
60,MK T MI MC,275523412.1798441
60,MK T MI CI,300272768.3186864
60,MK T MC CI,269906119.5268717
60,MK MI MC CI,14690778677.76964
60,MK T MI MC CI,6729475217.909494
61,MI T,1534303.1398455
61,MI_IDX T,459925.0
61,CI T,36378886.56017
61,MK T,4523929.999999999
61,MI_IDX MI,716257.7079401833
61,CI MI,30808482.855825227
61,MK MI,8113486.883482334
61,CI MI_IDX,11386135.043476958
61,MK MI_IDX,3173170.2246840363
61,MK CI,216537251.11608315
61,MI_IDX T MI,716257.7079401833
61,CI T MI,30808482.855825227
61,MK T MI,8113486.883482334
61,CI T MI_IDX,11386135.043476958
61,MK T MI_IDX,3173170.2246840363
61,MK T CI,216537251.11608315
61,CI MI MI_IDX,35669288.42342447
61,MK MI MI_IDX,23218725.542777605
61,MK MI CI,454134600.16990125
61,MK MI_IDX CI,175454690.1220586
61,CI T MI MI_IDX,35669288.42342447
61,MK T MI MI_IDX,23218725.542777605
61,MK T MI CI,454134600.16990125
61,MK T MI_IDX CI,175454690.1220586
61,MK MI MI_IDX CI,2307339481.3482165
61,MK T MI MI_IDX CI,2307339481.3482165
62,MI T,196583.37910510288
62,MI_IDX T,51610.57728506489
62,CI T,5951997.557650439
62,MK T,350818.1397003145
62,MI_IDX MI,716257.7079401833
62,CI MI,30808482.855825227
62,MK MI,8113486.883482334
62,CI MI_IDX,11386135.043476958
62,MK MI_IDX,3173170.2246840363
62,MK CI,216537251.11608315
62,MI_IDX T MI,68179.92711601313
62,CI T MI,3461624.364398957
62,MK T MI,684740.63807973
62,CI T MI_IDX,1110352.9486904086
62,MK T MI_IDX,237098.79192778328
62,MK T CI,20842474.709656425
62,CI MI MI_IDX,35669288.42342447
62,MK MI MI_IDX,23218725.542777605
62,MK MI CI,454134600.16990125
62,MK MI_IDX CI,175454690.1220586
62,CI T MI MI_IDX,1549828.1924621405
62,MK T MI MI_IDX,461163.64290490205
62,MK T MI CI,29875444.085597303
62,MK T MI_IDX CI,11195174.394980907
62,MK MI MI_IDX CI,2307339481.3482165
62,MK T MI MI_IDX CI,26127941.19366929
63,CI T,5335513.778879147
63,MK T,1225436.2118195817
63,MI_IDX T,103370.44967044413
63,MK CI,216537251.11608315
63,MI_IDX CI,11386135.043476958
63,MI_IDX MK,3173170.2246840363
63,MK T CI,85547574.3406821
63,MI_IDX T CI,2938787.77694741
63,MI_IDX T MK,1000107.5964411454
63,MI_IDX CI MK,175454690.1220586
63,MI_IDX T CI MK,62693931.87227089
64,CI T,3797583.236935657
64,MK T,774055.518586695
64,MI_IDX T,71151.64763177428
64,MK CI,216537251.11608315
64,MI_IDX CI,11386135.043476958
64,MI_IDX MK,3173170.2246840363
64,MK T CI,54207355.245899945
64,MI_IDX T CI,1966020.3822668605
64,MI_IDX T MK,629559.2050256041
64,MI_IDX CI MK,175454690.1220586
64,MI_IDX T CI MK,37007120.03443213
65,MK T,92.94723529268563
65,MC T,21403.37968971933
65,MI T,250279.22659851905
65,MC MK,16807.845722502843
65,MI MK,218127.0818560428
65,MI MC,29471819.510429487
65,MC T MK,336.16643105407974
65,MI T MK,4972.158284954903
65,MI T MC,611967.950352026
65,MI MK MC,2204685.7106908564
65,MI T MK MC,57372.10443954496
66,MI T,628988.8758234014
66,MI_IDX T,219223.6827147497
66,MK T,1987661.0447618084
66,MC T,1241729.5814383237
66,MI_IDX MI,619893.7484429919
66,MK MI,5063015.525361419
66,MC MI,2540077.756769628
66,MK MI_IDX,3173170.2246840363
66,MC MI_IDX,1259979.6864186388
66,MC MK,34073677.40713399
66,MI_IDX T MI,196478.25314968824
66,MK T MI,2256934.090560523
66,MC T MI,1151062.2816048798
66,MK T MI_IDX,1392288.4430504022
66,MC T MI_IDX,562698.9782385115
66,MC T MK,15312475.880087135
66,MK MI MI_IDX,20094922.05280877
66,MC MI MI_IDX,5124513.448012546
66,MC MI MK,41759442.50834104
66,MC MI_IDX MK,29368847.41219525
66,MK T MI MI_IDX,1627119.2068775536
66,MC T MI MI_IDX,603758.9373457042
66,MC T MI MK,18501932.598871198
66,MC T MI_IDX MK,12890736.99412771
66,MC MI MI_IDX MK,403789513.5226372
66,MC T MI MI_IDX MK,17523084.74716434
67,MI T,446785.9656284252
67,MI_IDX T,152561.2981259967
67,MK T,1300263.7293472665
67,MC T,887906.8672031214
67,MI_IDX MI,619893.7484429919
67,MK MI,5063015.525361419
67,MC MI,2540077.756769628
67,MK MI_IDX,3173170.2246840363
67,MC MI_IDX,1259979.6864186388
67,MC MK,34073677.40713399
67,MI_IDX T MI,140542.14578250685
67,MK T MI,1502883.986609171
67,MC T MI,807141.1166283459
67,MK T MI_IDX,894439.0253027347
67,MC T MI_IDX,375004.95015294285
67,MC T MK,9021110.836476171
67,MK MI MI_IDX,20094922.05280877
67,MC MI MI_IDX,5124513.448012546
67,MC MI MK,41759442.50834104
67,MC MI_IDX MK,29368847.41219525
67,MK T MI MI_IDX,1044423.2083477556
67,MC T MI MI_IDX,408088.8737664948
67,MC T MI MK,10900254.275328545
67,MC T MI_IDX MK,7541992.35687375
67,MC MI MI_IDX MK,403789513.5226372
67,MC T MI MI_IDX MK,10135049.042256037
68,MI T,1012303.6370228945
68,MC T,797763.8324302555
68,CI T,2702085.052501383
68,MK T,674.0204876167977
68,MC MI,9877699.845325882
68,CI MI,15862603.314389722
68,MK MI,16219.251377607025
68,CI MC,15533937.432829125
68,MK MC,16738.26116858684
68,MK CI,18606.94333817344
68,MC T MI,3330559.2525577126
68,CI T MI,5357430.7248274
68,MK T MI,5638.690270188861
68,CI T MC,5497804.853664492
68,MK T MC,5993.81951266126
68,MK T CI,7247.682255226296
68,CI MI MC,156190105.71307173
68,MK MI MC,283803.88734056003
68,MK MI CI,308570.36573705304
68,MK MC CI,232419.51830990557
68,CI T MI MC,56449620.756641045
68,MK T MI MC,103864.36797422753
68,MK T MI CI,112457.04023193014
68,MK T MC CI,119417.7429231635
68,MK MI MC CI,6860134.2697300045
68,MK T MI MC CI,2569495.955166146
69,MI T,334037.2962791471
69,MC T,263258.36657268094
69,CI T,815536.3858650225
69,MK T,242.50396154991324
69,MC MI,9877699.845325882
69,CI MI,15862603.314389722
69,MK MI,16219.251377607025
69,CI MC,15533937.432829125
69,MK MC,16738.26116858684
69,MK CI,18606.94333817344
69,MC T MI,1327822.3457388713
69,CI T MI,1980588.9722409055
69,MK T MI,2377.380264880227
69,CI T MC,1862768.269314297
69,MK T MC,2382.1758283468243
69,MK T CI,2815.459398284835
69,CI MI MC,156190105.71307173
69,MK MI MC,283803.88734056003
69,MK MI CI,308570.36573705304
69,MK MC CI,232419.51830990557
69,CI T MI MC,25046183.650380548
69,MK T MI MC,47758.9072765997
69,MK T MI CI,51046.50182413766
69,MK T MC CI,49897.486920265605
69,MK MI MC CI,6860134.2697300045
69,MK T MI MC CI,1228815.0291226862
70,MI T,711756.9705070731
70,MI_IDX T,219223.6827147497
70,CI T,21398940.553508293
70,MK T,1987661.0447618084
70,MI_IDX MI,716257.7079401833
70,CI MI,30808482.855825227
70,MK MI,8113486.883482334
70,CI MI_IDX,11386135.043476958
70,MK MI_IDX,3173170.2246840363
70,MK CI,216537251.11608315
70,MI_IDX T MI,269915.1043372494
70,CI T MI,14015318.449499376
70,MK T MI,3583070.0408669207
70,CI T MI_IDX,5233354.94296849
70,MK T MI_IDX,1392288.4430504022
70,MK T CI,112597699.85207906
70,CI MI MI_IDX,35669288.42342447
70,MK MI MI_IDX,23218725.542777605
70,MK MI CI,454134600.16990125
70,MK MI_IDX CI,175454690.1220586
70,CI T MI MI_IDX,7340267.975046786
70,MK T MI MI_IDX,2788373.464580922
70,MK T MI CI,201737286.8474236
70,MK T MI_IDX CI,77108553.05467659
70,MK MI MI_IDX CI,2307339481.3482165
70,MK T MI MI_IDX CI,188774312.1671481
