QueryID,factorjoin_Estimate
236,33944818000.0
237,5265476700399.999
238,112961657065.00104
239,28907857253339.0
240,90075473604.25629
241,2689988498000.0
242,1286750505300.0
243,2736173025900.0
244,525940229400.0
245,26920102610338.0
246,5236756898800.0
247,27251350326060.0
248,714235135100.0
249,255807138200.0
250,149937253000.0
251,121717254400.0
252,26106233154354.0
253,114108840000.0
254,5554711264399.999
255,27142555954716.0
256,904650398000.0
257,1496793476100.0
258,3015692426999.9995
259,5521286249299.999
260,5503802861800.0
261,5972439407599.999
262,3109944559200.0
263,3239245715100.0
264,31158165518177.0
265,113099704217.77531
266,2614949181200.0
267,112961657065.00104
268,113099704217.77531
269,900000000.0
270,576000000.0
271,1489766032700.0
272,33435677600346.0
273,113107412423.69328
274,2658698784500.0
275,24285365791328.0
276,5991741900.0
277,86818572200.0
278,4639678800.0
279,183788808.6454593
280,273776400.00000006
281,184221344.55203757
282,104835200.0
283,26263499200.0
284,544090943.6758201
285,477636073800.0
286,1515489258.283234
287,144817224.0937581
288,2010552814.5265305
289,822414123000.0
290,1490884200.0
291,139383029.56694347
292,1062760000.0
293,128444539.0842522
294,10.0
295,16362400.0
296,4567746400.0
297,282713086000.0
298,10.0
299,865371968000.0
300,184546673.04742876
301,913253200.0
302,4178846500.0
303,9054850000.0
304,6158816400.0
305,73606586000.0
306,8008387300.0
307,102373759600.0
308,179820041.97040278
309,139364913.4720452
310,39884791200.0
311,1031284424000.0
312,139383029.56694347
313,2279998957.5979548
314,568324985800.0
315,320647118400.0
316,23374616000.0
317,10.0
318,10351185500.0
319,17866160300.0
320,368740000.0
321,24133904900.0
322,2937228983860.0
323,8325999.999999999
324,226832853700.0
325,76245804900.0
326,14043082900.0
327,2479117312100.0
328,913253200.0
329,23703507600.0
330,27505604800.0
331,2171100.0
332,3288800.0
333,677000.0
334,61967.63611453017
335,61841.12929891565
336,11515000.0
337,11380500.0
338,17543600.0
339,10925800.0
340,6455400.0
341,654300.0
342,579200.0
343,3618200.0
344,3551700.0
345,3641500.0
346,1528300.0
347,72400.0
348,61966.66716765969
349,1596600.0
350,61967.63611453017
351,316900.0
352,6762100.0
353,61950.28505184487
354,11303300.0
355,11260800.0
356,7251500.0
357,61871.65543651259
358,1314300.0
359,418700.0
360,688600.0
361,1385000.0
362,584300.0
363,61967.60518480314
364,61967.63611453017
365,198000.0
366,11024900.0
367,11175100.0
368,289600.0
369,61930.62980360018
370,72400.0
371,61967.63611453017
372,1.0
373,11100.0
374,61957.30163049498
375,111900.0
376,4732100.0
377,61965.05787260434
378,144800.0
379,264100.0
380,61967.63611453017
381,11227300.0
382,61966.97464553426
383,61950.28505184487
384,4099300.0
385,4619700.0
386,73469617000.0
387,189201905688.51056
388,652322456600.0
389,6347392047600.0
390,43733084377486.0
391,4690053833900.0
392,188995666281.6957
393,7673734956999.999
394,710469458200.0
395,168910142600.0
396,188838379573.92395
397,2250312417800.0
398,80842980629820.0
399,1245650615600.0
400,20796128245000.0
401,13329841801100.0
402,189202978000.83945
403,12864748282800.0
404,189201673860.4325
405,20715483736800.0
406,11641104359500.0
407,2830550400000.0
408,189201960271.5608
409,189208461862.2834
410,881658240000.0
411,8070427310300.001
412,11329401822400.0
413,754813440000.0
414,11535878874200.0
415,83308468942168.0
416,1887033600000.0
417,13369951003400.0
418,35289551799400.0
419,35590233856600.0
420,8207263958400.0
421,11262716911200.0
422,13439438148200.0
423,189208516445.3336
424,42137026645238.0
425,44362792339224.0
426,11667947195900.0
427,570662756800.0
428,34260447244400.0
429,3019253760000.0
430,130551872245.02132
431,7779998230999.999
432,249269845800.0
433,391041392400.0
434,34337021900800.0
435,36199184426100.0
436,46532335548600.0
437,1132220160000.0
438,8025181544400.0
439,35605985721000.0
440,958524117200.0
441,2.573835866757737e+18
442,3.974312867533497e+17
443,8649172165649274.0
444,1.211963276074577e+20
445,1.0880940820537855e+20
446,9.544425056618e+17
447,1.2214478424451663e+20
448,1.1463803116166652e+20
449,3.974043630712923e+17
450,6.78656995793134e+18
451,1.6457110397999998e+16
452,5.071911188173279e+18
453,1.2213997449459229e+19
454,2.03329901782e+16
455,2.351890626522429e+19
456,9.48344053479574e+17
457,5.587787746061245e+19
458,7.593623797248e+17
459,2.413805347601537e+18
460,2.047570736627694e+17
461,1.3886738573650048e+17
462,4.10288988820494e+19
463,7.206711604855608e+17
464,4.924739363601866e+18
465,3.9578822356174e+17
466,3.966192486164146e+17
467,7.978304002128315e+18
468,1.1608388764226594e+20
469,7.26701145062209e+18
470,1.3276791751680002e+17
471,2.399841589851e+18
472,2.466941833728e+17
473,7.006246285375e+17
474,4.745611997998119e+19
475,3.974043630712923e+17
476,9.125134144877644e+18
477,3.950692804893408e+17
478,6.093046284774662e+18
479,7.006246285375e+17
480,1.0495980080881392e+19
481,1.4239293446348e+19
482,1.1372611732136582e+20
483,3.76430561789952e+17
484,3.519009455765447e+18
485,4.884855639838861e+18
486,3.950243822305509e+17
487,3.974043630712923e+17
488,3.9506440878960704e+17
489,884736000000000.0
490,6.204515725930252e+19
491,2.37905743834555e+18
492,4.130236032896756e+18
493,2.466941833728e+17
494,1.0131752569656532e+18
495,9.8370510657662e+18
496,100743073220471.95
497,10.0
498,3.1318651943634515e+17
499,1142102700800.0
500,10.0
501,61326621806603.64
502,10.0
503,91506844464100.0
504,55662062662198.52
505,6.312366805026685e+17
506,3.018223956852552e+18
507,6.071920499648302e+18
508,9.755106231017466e+17
509,1.479829190026816e+17
510,1.19725087360993e+16
511,5.258524888785688e+17
512,2008370775462500.0
513,3.06491516341441e+16
514,119171262193650.92
515,1.686912485889253e+18
516,1.2061593906410852e+20
517,51941330309633.52
518,1114281825021500.0
519,1924624259113802.5
520,9.708478510403362e+16
521,8.472922212731347e+16
522,2.163683130446495e+17
523,1.2174594072475496e+20
524,4568410803200.0
525,1.08923772166566e+16
526,4.19387203546868e+17
527,10.0
528,5.365496081564469e+18
529,4.826025261715382e+18
530,10.0
531,10.0
532,4.049370841983404e+17
533,5.655417676080208e+17
534,10.0
535,7.973152987174035e+18
536,1.393535797321985e+17
537,2.65810149393344e+16
538,1.78531452720384e+16
539,614666284800.0
540,427266523476900.0
541,2867449052700900.0
542,52032842134892.33
543,1.64360244534597e+17
544,419377527012953.7
545,1.8863819292303144e+16
546,29878737414400.004
547,1.1124861352702684e+16
548,7024041061337700.0
549,1.989519531319611e+17
550,8039076279594.014
551,2.4166929265238567e+20
552,3.4801951077224684e+20
553,3.748346187695398e+17
554,2.4434860840988803e+19
555,2.598447920465685e+22
556,2.01516865742824e+20
557,3.5766560272274843e+21
558,1.87468643490548e+22
559,10.0
560,6.34091899009485e+21
561,3.851874595612589e+20
562,3854596615200000.0
563,3.4388551195597524e+20
564,4.231183641885071e+20
565,1.5314171413086131e+22
566,2.549540208332075e+17
567,2.296948369788e+19
568,10.0
569,3.503171574580062e+20
570,10.0
571,1.1465406274854096e+17
572,5.107118114658503e+18
573,4.304061885230272e+17
574,2.934363284513464e+18
575,1.0000059932026424e+18
576,6.28244407115141e+21
577,7.282526697872654e+19
578,3.764189006643276e+17
579,2.06108854375725e+19
580,7709193230400000.0
581,2.440425477921669e+21
582,2.5414836603867686e+17
583,3.896919790369763e+17
584,3.1534849287949926e+17
585,1.2330888940259804e+21
586,2.8235054182421067e+20
587,2.167720154428244e+20
588,2.173920354874028e+22
589,1.6111043601098398e+19
590,1.5670905713150022e+21
591,2.085801066650753e+21
592,1.2200004245143612e+21
593,2074498711200000.0
594,1.1912638707159294e+19
595,7.542575383187651e+21
596,1.6974088351585125e+21
597,1.9987374399000995e+20
598,8.132380465172972e+21
599,1.371733315825111e+18
600,4.29505350461418e+17
601,3854596615200000.0
602,4.30334994968022e+17
603,8.62117174237291e+19
604,4.8983475390679616e+22
605,4.09064216167476e+16
606,1.068724317782214e+20
607,1.9476426874003328e+18
608,1.2651229288649853e+20
609,1.3465961651480904e+22
610,5.551371927275042e+17
611,7.305455318616239e+19
612,1.3753434492726154e+21
613,4.416958776712666e+17
614,1.4552738403381323e+21
615,10.0
616,1.5724033988460743e+22
617,4.5737313052549385e+21
618,2.7775065832570462e+19
619,7.039321016889821e+19
620,1559586305311211.0
621,9.42029437513254e+19
622,4.462141556621725e+17
623,8.570123401771382e+19
624,4.625424037752888e+20
625,5.569960692290411e+17
626,5.625184794047927e+17
627,1.995366835394009e+20
628,4.1974807674545976e+21
629,10.0
630,2.45918218752e+16
631,5.096120415554336e+18
632,1.26060311803833e+20
633,1559586305311211.0
634,8.573497832440598e+19
635,1.0334339132123622e+18
636,1.1550818070178166e+21
637,1.5823692321567118e+22
638,5.625134114946433e+17
639,4.162437197404703e+20
640,10.0
641,2.1424368692158045e+22
642,1.1598510770405668e+21
643,8197273958400000.0
644,3.7187696108892366e+21
645,8.09560516309e+17
646,1.63945479168e+16
647,1.917539967596109e+19
648,1.18674507744128e+18
649,2.8153760490237424e+19
650,2.569634480562946e+19
651,10.0
652,5.619992477376015e+17
653,1.9254994012825476e+21
654,5.66532845379254e+19
655,5.622845401111325e+17
656,8.019547971863196e+19
657,7.133811556755009e+19
658,2.951025949168958e+21
659,8197273958400000.0
660,7.072533620993788e+19
661,9.268632215784468e+20
662,3.2191737201702908e+19
663,2.328690523551532e+22
664,4.338711066403249e+22
665,1.1704970733730238e+23
666,2.5455349227065207e+22
667,1.3030399201563155e+22
668,4.004951372055842e+22
669,1.1784735151753272e+21
670,9.137811550953434e+22
671,9.261949040090604e+20
672,8.668637710264951e+20
673,2.0162003845747124e+21
674,4.334318855132476e+20
675,6.312862275681403e+19
676,7.148488435523025e+21
677,10.0
678,4.334318855132476e+20
679,1.1867074540921462e+22
680,2.3898798698521628e+23
681,6.895314333666637e+21
682,2.07686418356925e+19
683,1.1438153217757795e+22
684,2.5420916057058957e+23
685,9.906597330844018e+20
686,1.7576529492858508e+22
687,3.980301180945309e+22
688,2.0162372334920355e+22
689,9.259039763034138e+20
690,1.8228096742666623e+22
691,9.376595599263082e+21
692,1.0304018038720123e+21
693,1.4416621248898591e+22
694,1.2723764489954414e+22
695,8.882137436518061e+21
696,4.001853015660912e+21
697,4.756033142440846e+22
698,1.0378207878711531e+23
699,3.7091439732432857e+21
700,7.431962560575579e+22
701,3.680191936227285e+21
702,7.559445990771897e+21
703,9.505259438521962e+22
704,9.265832342679286e+20
705,2.0366857186610095e+21
706,1.9168613097314563e+23
707,1.061504970912889e+23
708,9.270032624448077e+20
709,4.508195856547576e+20
710,2.3318462903060508e+21
711,2.037893046872108e+23
712,10.0
713,9.263961819326168e+20
714,1.049119937174112e+23
715,9.047234277140246e+20
716,7.461870191870465e+24
717,9.22234073977169e+25
718,4.459184989236709e+24
719,8.136194518953902e+25
720,2.925665227214421e+24
721,1.062305960505872e+26
722,4.459280130596884e+24
723,5.8126861184105774e+25
724,2.102953931383348e+25
725,5.4496589235738594e+26
726,4.956155875515615e+26
727,4.459280130596884e+24
728,1.2840700166932164e+25
729,2.437629683523824e+25
730,2.0118993862746265e+26
731,7.492932535723032e+25
732,8.693580145807277e+25
733,4.4485966829254495e+25
734,4.872925936406976e+26
735,2.012224805700466e+26
736,2.4749442401446816e+25
737,8.137211813709664e+24
738,2.0425071991570244e+26
739,1.242562773689666e+25
740,9.242299445084095e+25
741,1.9637696063816224e+26
742,4.459281188681212e+24
743,6.299370951983955e+25
744,6.429131729299301e+25
745,1.0589509569051371e+26
746,1.0906319360355504e+27
747,6.175720396444313e+25
748,1.0653833214265597e+26
749,4.590928777173872e+26
750,1.2034298200722106e+26
751,9.74596823502065e+24
752,1.0592730436745356e+27
753,4.486181461437182e+25
754,4.283731893690968e+25
755,4.283432514982439e+23
756,5.246255333376e+21
757,1.3994710660715236e+23
758,7.638104220327204e+24
759,2.6160272310703877e+25
760,1.2484806856520911e+25
761,4.553205641980849e+25
762,6.30846414458206e+25
763,9.818806413347418e+26
764,3.755453103524648e+24
765,4.355120966016663e+23
766,3.953572648297085e+24
767,5.243145998108934e+24
768,3.091743062910955e+26
769,5.031825175361341e+26
770,1.0196371436604023e+23
771,10.0
772,1.4568629112577963e+33
773,4.8977614115512375e+28
774,3.3333318057332738e+22
775,6.4160549365790365e+32
776,3.79095636794502e+29
777,1.006288107634114e+29
778,1.9182872497734883e+29
779,1.5443351945690162e+33
780,8.77995277564934e+31
781,5.429647485595397e+29
782,5.955451030628624e+29
783,6.7464086403400255e+25
784,1.987627649781392e+22
785,6.341887146461316e+21
786,1.668674026825555e+31
787,7.525841890277818e+31
788,8.879760026841691e+30
789,2.100193409067441e+30
790,7.750478146396247e+32
791,1.2080490022071712e+32
792,2.5278082630229683e+30
793,1.5861045638721213e+30
794,5.875146203366449e+24
795,4.706632749271384e+29
796,7.41791995330597e+29
797,7.431160086183689e+25
798,3.464574027546829e+30
799,2.565157583650948e+29
800,5.395324774988476e+25
801,5.004367290632568e+32
802,3.625138812121095e+30
803,7.167041774134095e+32
804,3.7624199790649496e+28
805,1.1520294881352106e+30
806,5.844942886974984e+33
807,1.0900271116498108e+32
808,1.236466042472557e+31
809,4.691527100269032e+28
810,4.333101091323493e+25
811,2.1546987066481968e+26
812,2.9283503128535563e+30
813,3.228723098096212e+30
814,3.3333318057332738e+22
815,5.746023173033251e+30
816,2.5828910485799543e+31
817,10.0
818,5.942101429186424e+30
819,4.6639584937878906e+29
820,10.0
821,8.514692545098175e+32
822,4.566329646930237e+25
823,1.989799723228464e+31
824,1.1203486356175311e+32
825,7.431512182921568e+25
826,4.545925868927992e+35
827,8.036597384750006e+38
828,5.119371280227788e+37
829,6.603693630271664e+40
830,1.9834342212081087e+39
831,1.20260132244783e+39
832,8.96712286498351e+38
833,6.5012288265452085e+41
834,3.999513450786704e+41
835,7.673416640388382e+40
836,4.562189806872591e+35
837,4.8991934514567605e+38
838,2.1110748408963292e+40
839,7.198986600189445e+41
840,2.3191194904124106e+41
841,4.413644195251189e+38
842,6.03217365299364e+40
843,4.562177658245386e+35
844,7.277874496002389e+38
845,2.226052922284076e+37
846,1.287750433828069e+36
847,6.089161726280584e+41
848,8.810574133331378e+38
849,3.5776087637859733e+31
850,3.5776087637859733e+31
851,4.288520023641669e+40
852,4.88602290801859e+38
853,4.5621723836542525e+35
854,1.310796976117591e+40
855,5.171169381126991e+36
856,4.561481888672538e+35
857,4.812351692880023e+35
858,7.155217527571947e+31
859,3.5776087637859733e+31
860,8.533287595938668e+40
861,2.7390984258360967e+41
862,2.5018669787255085e+39
863,6.1371850395078814e+41
864,6.349872435911404e+40
865,1.0326441818607428e+38
866,4.562024341994119e+35
867,4.561828099792722e+35
868,4.301738932391488e+36
869,4.121851064489279e+38
870,2.6956205198851206e+36
871,4.547968604136169e+35
872,1.6522067046980633e+38
873,2.170385709847856e+39
874,2.8704656485933184e+35
875,4.562164688436565e+35
876,4.55250672994261e+35
877,2.643216729310139e+31
878,6.034014462503198e+34
879,1.430595308113602e+35
880,10.0
881,2.529452176791444e+36
882,2.9666184786765355e+30
883,1.8142736071523424e+34
884,3.2698428106211507e+30
885,4.130191823312317e+30
886,3.626356597697033e+33
887,1.340453060092344e+35
888,1.3121236349618976e+36
889,3.28002757095623e+36
890,4.212836298778941e+30
891,5.5278849262303455e+34
892,1.0850972289402432e+31
893,1.5059562919435934e+34
894,4.762939462496897e+33
895,3.1740859116006223e+33
896,6.065706747003869e+32
897,4.238801320517095e+30
898,2.6273309370636546e+35
899,3.3434422912837064e+28
900,4.238784123742618e+30
901,4.853857906563568e+33
902,9.491302276865308e+32
903,6.942363387481458e+34
904,4.2387868570997455e+30
905,2.966618478670748e+30
906,9.770320390239323e+35
907,1.0515217186167472e+33
908,4.761821659685498e+33
909,9.035891265359192e+32
910,10.0
911,1.0948355559857552e+33
912,4.237358015334543e+30
913,4.23821033730878e+30
914,7.823197524718672e+33
915,2.8650042060659507e+30
916,1.5027561755885628e+34
917,1.9314850933018343e+33
918,4.238785331199237e+30
919,10.0
920,7.815741542800417e+32
921,7.470184058019868e+32
922,1.6399975205177556e+35
923,1.344521566337538e+26
924,1.7883087566868254e+32
925,8.542816527329291e+34
926,10.0
927,2.9648092833171707e+30
928,4.214957322078844e+30
929,7.885038726552197e+33
930,2.335255042247156e+33
931,1.882828110669547e+26
932,6.214330575001121e+31
933,1.344521566337538e+26
934,4.705436405776253e+32
935,6.072348776061075e+34
936,2.084169859387164e+16
937,1.29677735616404e+16
938,5.860202797176005e+17
939,4783214673263696.0
940,1120301781271200.0
941,1.096577642575285e+19
942,64000000000000.0
943,2.077553302370332e+17
944,4123718632785257.5
945,9.60601943835544e+16
946,2428821913600.0
947,3.06557366083584e+16
948,2428821913600.0
949,106517336570106.86
950,1.240261991461807e+17
951,1.345046187688432e+17
952,8245180342388400.0
953,11390625000000.0
954,85800142979152.55
955,7.00935874704788e+16
956,145103448672000.0
957,462099646018.1366
958,10.0
959,3429474473650800.0
960,7951581648193202.0
961,4857643827200.0
962,6.08071393685806e+17
963,103760439141796.52
964,3.67004012882416e+16
965,7.616923472590127e+18
966,1.973674713193385e+17
967,1.57457957259484e+16
968,10.0
969,1.229006706070291e+16
970,2.428533093614217e+17
971,115687467466141.77
972,3.72926611533761e+16
973,2698520448358400.0
974,115719213457689.6
975,2.55002059769392e+16
976,6.89655907529782e+16
977,456274883617250.3
978,4999741733587500.0
979,229807076114916.1
980,3496957698850000.5
981,10.0
982,4857643827200.0
983,2.372552380143648e+17
984,1.205403995791816e+17
985,1.45773294576316e+16
986,2554365033642400.0
987,3.01286823875796e+16
988,4988538788532128.0
989,103760844512425.02
990,2.81496983551616e+17
991,6052842378330000.0
992,10.0
993,8.787138258174856e+17
994,103760844512425.02
995,9.42723625888575e+16
996,3496957698850000.5
997,1452197539840000.0
998,113488921085628.56
999,85800142979152.55
1000,3.42770585297424e+16
