QueryID,postgres_Estimate
712,1
713,276
714,6788603
715,1
716,8589
717,4466466
718,4138
719,475761
720,300
721,43813215
722,66
723,1094
724,1065
725,13671643
726,28856441
727,62
728,1033057
729,1985008
730,151291
731,18298591
732,86219
733,230085
734,25981634
735,112577593
736,138768
737,99145
738,1242079
739,400959
740,3599970
741,145948
742,21208
743,1793679
744,14429361
745,758093
746,47526892
747,2007361
748,17395367
749,63674
750,138219
751,4854
752,16574484
753,49599
754,1138485
755,48
756,17
757,80735
758,1354711
759,752604
760,61892
761,13049
762,906611
763,16999101
764,6
765,1
766,2374
767,218
768,105270014
769,14855988
770,98
771,4600
772,156155167
773,5339
774,1
775,995480
776,263
777,22
778,55480
779,16816462
780,2557332
781,363
782,51
783,202
784,1
785,1
786,5517
787,1386112
788,147
789,26252
790,26303495
791,285262
792,5149
793,12698
794,1
795,55
796,130901
797,12646
798,515726
799,1
800,1
801,1013082
802,11179
803,119908697
804,438
805,125
806,87937309
807,974908
808,14311
809,454
810,1
811,499
812,398
813,16541
814,1835
815,624
816,354263
817,1663
818,89522
819,2
820,9197
821,49276519
822,1
823,18406
824,4265895
825,157
826,2040
827,6
828,1
829,134020260
830,392489
831,2758977
832,842255
833,158510660
834,1556546329
835,2259805
836,48401
837,45830
838,24539417
839,1107489552
840,443862892
841,33892
842,2615577
843,75326
844,4760
845,143
846,12044
847,216799681
848,370
849,794
850,81
851,330939002
852,16183
853,152720
854,22945753
855,250161
856,77
857,22
858,6
859,168
860,63977838
861,447197421
862,12393
863,150105302
864,24052350
865,5565309
866,125
867,7301
868,52
869,11652
870,233540
871,2221
872,2452
873,46
874,1
875,272
876,633
877,1
878,167
879,72
880,1523
881,254905854
882,1
883,102876
884,29082
885,22
886,70
887,4819
888,25460733
889,158468762
890,4
891,301
892,35
893,7307
894,128
895,31071
896,6877448
897,2156
898,757954
899,12
900,87432
901,416
902,3514
903,257684
904,8524
905,1
906,3239280
907,146280
908,3759
909,1
910,8
911,106
912,67395
913,801
914,18
915,1
916,53
917,52157
918,113
919,1589
920,112122
921,5954
922,1766323
923,1
924,22318
925,86512906
926,9
927,1
928,76
929,2705
930,1
931,1
932,643372
933,10
934,2509
935,71728
936,2605
937,175
938,17394530
939,1
940,1
941,741582
942,47
943,56066
944,1
945,279
946,1
947,408
948,12
949,2
950,25264
951,491
952,8500
953,1
954,1
955,783
956,1
957,1
958,3
959,4738
960,12
961,13
962,2892685
963,1
964,2371
965,23635292
966,8721
967,137
968,48
969,1
970,182
971,126
972,1
973,5024
974,303
975,1032
976,1718
977,1
978,893
979,1
980,135
981,104
982,1
983,47983
984,11396
985,852
986,168
987,24
988,79
989,1
990,680060
991,10655
992,1
993,341397
994,1
995,2552
996,799
997,1
998,1
999,1
1000,57
